#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1150837,54344117,M421DRAFT_100004,M421DRAFT_100004,-,-,Unknown,-,3-ketoacyl-CoA thiolase B,protein-coding,-,-,-,3-ketoacyl-CoA thiolase B,20210320,-
1150837,54347958,M421DRAFT_405441,M421DRAFT_405441,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347959,M421DRAFT_405643,M421DRAFT_405643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347960,M421DRAFT_405667,M421DRAFT_405667,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
1150837,54347961,M421DRAFT_405734,M421DRAFT_405734,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347962,M421DRAFT_405748,M421DRAFT_405748,-,-,Unknown,-,polysaccharide lyase family 3 protein,protein-coding,-,-,-,polysaccharide lyase family 3 protein,20210320,-
1150837,54347963,M421DRAFT_405940,M421DRAFT_405940,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1150837,54347964,M421DRAFT_405946,M421DRAFT_405946,-,-,Unknown,-,AHS2-domain-containing protein,protein-coding,-,-,-,AHS2-domain-containing protein,20210320,-
1150837,54347965,M421DRAFT_405948,M421DRAFT_405948,-,-,Unknown,-,LamB/YcsF,protein-coding,-,-,-,LamB/YcsF,20210320,-
1150837,54347966,M421DRAFT_405990,M421DRAFT_405990,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210320,-
1150837,54347967,M421DRAFT_406019,M421DRAFT_406019,-,-,Unknown,-,carbohydrate esterase family 12 protein,protein-coding,-,-,-,carbohydrate esterase family 12 protein,20210320,-
1150837,54347968,M421DRAFT_406029,M421DRAFT_406029,-,-,Unknown,-,pseudo,pseudo,-,-,-,-,20200919,-
1150837,54347969,M421DRAFT_406104,M421DRAFT_406104,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1150837,54347970,M421DRAFT_406130,M421DRAFT_406130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54347971,M421DRAFT_406151,M421DRAFT_406151,-,-,Unknown,-,enolase C-terminal domain-like protein,protein-coding,-,-,-,enolase C-terminal domain-like protein,20210320,-
1150837,54347972,M421DRAFT_406166,M421DRAFT_406166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347973,M421DRAFT_406185,M421DRAFT_406185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347974,M421DRAFT_406251,M421DRAFT_406251,-,-,Unknown,-,glycoside hydrolase family 43 protein,protein-coding,-,-,-,glycoside hydrolase family 43 protein,20210320,-
1150837,54347975,M421DRAFT_406264,M421DRAFT_406264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54347976,M421DRAFT_406301,M421DRAFT_406301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347977,M421DRAFT_406456,M421DRAFT_406456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347978,M421DRAFT_4065,M421DRAFT_4065,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210320,-
1150837,54347979,M421DRAFT_406513,M421DRAFT_406513,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54347980,M421DRAFT_406534,M421DRAFT_406534,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347981,M421DRAFT_406685,M421DRAFT_406685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347982,M421DRAFT_406807,M421DRAFT_406807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347983,M421DRAFT_406811,M421DRAFT_406811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347984,M421DRAFT_406859,M421DRAFT_406859,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54347985,M421DRAFT_406880,M421DRAFT_406880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347986,M421DRAFT_406882,M421DRAFT_406882,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347987,M421DRAFT_40695,M421DRAFT_40695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347988,M421DRAFT_406996,M421DRAFT_406996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347989,M421DRAFT_407151,M421DRAFT_407151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347990,M421DRAFT_407167,M421DRAFT_407167,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347991,M421DRAFT_407185,M421DRAFT_407185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54347992,M421DRAFT_407270,M421DRAFT_407270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347993,M421DRAFT_4073,M421DRAFT_4073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54347994,M421DRAFT_407312,M421DRAFT_407312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347995,M421DRAFT_4075,M421DRAFT_4075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347996,M421DRAFT_407503,M421DRAFT_407503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347997,M421DRAFT_407504,M421DRAFT_407504,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54347998,M421DRAFT_407569,M421DRAFT_407569,-,-,Unknown,-,CENP-B protein,protein-coding,-,-,-,CENP-B protein,20210320,-
1150837,54347999,M421DRAFT_407701,M421DRAFT_407701,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348000,M421DRAFT_407728,M421DRAFT_407728,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348001,M421DRAFT_407781,M421DRAFT_407781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348002,M421DRAFT_4079,M421DRAFT_4079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348003,M421DRAFT_407980,M421DRAFT_407980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348004,M421DRAFT_408,M421DRAFT_408,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348005,M421DRAFT_408003,M421DRAFT_408003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348006,M421DRAFT_408027,M421DRAFT_408027,-,-,Unknown,-,FMN-linked oxidoreductase,protein-coding,-,-,-,FMN-linked oxidoreductase,20210320,-
1150837,54348007,M421DRAFT_408035,M421DRAFT_408035,-,-,Unknown,-,glycosyltransferase family 1 protein,protein-coding,-,-,-,glycosyltransferase family 1 protein,20210320,-
1150837,54348008,M421DRAFT_408225,M421DRAFT_408225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348009,M421DRAFT_408236,M421DRAFT_408236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348010,M421DRAFT_408330,M421DRAFT_408330,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54348011,M421DRAFT_408360,M421DRAFT_408360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348012,M421DRAFT_408440,M421DRAFT_408440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348013,M421DRAFT_408446,M421DRAFT_408446,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348014,M421DRAFT_408477,M421DRAFT_408477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348015,M421DRAFT_408481,M421DRAFT_408481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348016,M421DRAFT_4085,M421DRAFT_4085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348017,M421DRAFT_408536,M421DRAFT_408536,-,-,Unknown,-,aflatoxin biosynthesis ketoreductase nor-1,protein-coding,-,-,-,aflatoxin biosynthesis ketoreductase nor-1,20210320,-
1150837,54348018,M421DRAFT_408664,M421DRAFT_408664,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348019,M421DRAFT_408699,M421DRAFT_408699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348020,M421DRAFT_408739,M421DRAFT_408739,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1150837,54348021,M421DRAFT_408767,M421DRAFT_408767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348022,M421DRAFT_408773,M421DRAFT_408773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348023,M421DRAFT_408779,M421DRAFT_408779,-,-,Unknown,-,proteasome subunit alpha type-6,protein-coding,-,-,-,proteasome subunit alpha type-6,20210320,-
1150837,54348024,M421DRAFT_408843,M421DRAFT_408843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348025,M421DRAFT_408904,M421DRAFT_408904,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348026,M421DRAFT_409,M421DRAFT_409,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348027,M421DRAFT_409016,M421DRAFT_409016,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20210320,-
1150837,54348028,M421DRAFT_409052,M421DRAFT_409052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348029,M421DRAFT_409116,M421DRAFT_409116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348030,M421DRAFT_409175,M421DRAFT_409175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348031,M421DRAFT_409215,M421DRAFT_409215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348032,M421DRAFT_409368,M421DRAFT_409368,-,-,Unknown,-,pseudo,pseudo,-,-,-,-,20200919,-
1150837,54348033,M421DRAFT_409510,M421DRAFT_409510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348034,M421DRAFT_409528,M421DRAFT_409528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348035,M421DRAFT_409578,M421DRAFT_409578,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348036,M421DRAFT_409590,M421DRAFT_409590,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348037,M421DRAFT_409684,M421DRAFT_409684,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348038,M421DRAFT_409690,M421DRAFT_409690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348039,M421DRAFT_409988,M421DRAFT_409988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348040,M421DRAFT_410047,M421DRAFT_410047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348041,M421DRAFT_410079,M421DRAFT_410079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348042,M421DRAFT_410100,M421DRAFT_410100,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20210320,-
1150837,54348043,M421DRAFT_410108,M421DRAFT_410108,-,-,Unknown,-,T-complex protein 1 subunit epsilon,protein-coding,-,-,-,T-complex protein 1 subunit epsilon,20210320,-
1150837,54348044,M421DRAFT_410134,M421DRAFT_410134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348045,M421DRAFT_410338,M421DRAFT_410338,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348046,M421DRAFT_410446,M421DRAFT_410446,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348047,M421DRAFT_410477,M421DRAFT_410477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348048,M421DRAFT_4105,M421DRAFT_4105,-,-,Unknown,-,HCCA isomerase/glutathione S-transferase kappa,protein-coding,-,-,-,HCCA isomerase/glutathione S-transferase kappa,20210320,-
1150837,54348049,M421DRAFT_410501,M421DRAFT_410501,-,-,Unknown,-,pseudo,pseudo,-,-,-,-,20200919,-
1150837,54348050,M421DRAFT_410541,M421DRAFT_410541,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20210320,-
1150837,54348051,M421DRAFT_410599,M421DRAFT_410599,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20210320,-
1150837,54348052,M421DRAFT_4106,M421DRAFT_4106,-,-,Unknown,-,ornithine aminotransferase,protein-coding,-,-,-,ornithine aminotransferase,20210320,-
1150837,54348053,M421DRAFT_410623,M421DRAFT_410623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348054,M421DRAFT_410680,M421DRAFT_410680,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210320,-
1150837,54348055,M421DRAFT_410724,M421DRAFT_410724,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348056,M421DRAFT_410848,M421DRAFT_410848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348057,M421DRAFT_4109,M421DRAFT_4109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348058,M421DRAFT_410942,M421DRAFT_410942,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348059,M421DRAFT_411,M421DRAFT_411,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348060,M421DRAFT_4110,M421DRAFT_4110,-,-,Unknown,-,PRA1-domain-containing protein,protein-coding,-,-,-,PRA1-domain-containing protein,20210320,-
1150837,54348061,M421DRAFT_411008,M421DRAFT_411008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348062,M421DRAFT_411045,M421DRAFT_411045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348063,M421DRAFT_411218,M421DRAFT_411218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348064,M421DRAFT_411397,M421DRAFT_411397,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348065,M421DRAFT_411401,M421DRAFT_411401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348066,M421DRAFT_411403,M421DRAFT_411403,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348067,M421DRAFT_411407,M421DRAFT_411407,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54348068,M421DRAFT_411424,M421DRAFT_411424,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348069,M421DRAFT_411473,M421DRAFT_411473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348070,M421DRAFT_411481,M421DRAFT_411481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348071,M421DRAFT_411487,M421DRAFT_411487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348072,M421DRAFT_41151,M421DRAFT_41151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348073,M421DRAFT_411533,M421DRAFT_411533,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348074,M421DRAFT_411583,M421DRAFT_411583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348075,M421DRAFT_41160,M421DRAFT_41160,-,-,Unknown,-,heme oxygenase-like protein,protein-coding,-,-,-,heme oxygenase-like protein,20210320,-
1150837,54348076,M421DRAFT_411654,M421DRAFT_411654,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
1150837,54348077,M421DRAFT_411695,M421DRAFT_411695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348078,M421DRAFT_411722,M421DRAFT_411722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348079,M421DRAFT_411726,M421DRAFT_411726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348080,M421DRAFT_411755,M421DRAFT_411755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348081,M421DRAFT_411769,M421DRAFT_411769,-,-,Unknown,-,DDE-domain-containing protein,protein-coding,-,-,-,DDE-domain-containing protein,20210320,-
1150837,54348082,M421DRAFT_411772,M421DRAFT_411772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348083,M421DRAFT_411776,M421DRAFT_411776,-,-,Unknown,-,carbohydrate esterase family 5 protein,protein-coding,-,-,-,carbohydrate esterase family 5 protein,20210320,-
1150837,54348084,M421DRAFT_411788,M421DRAFT_411788,-,-,Unknown,-,CENP-B protein,protein-coding,-,-,-,CENP-B protein,20210320,-
1150837,54348085,M421DRAFT_411850,M421DRAFT_411850,-,-,Unknown,-,pseudo,pseudo,-,-,-,-,20200919,-
1150837,54348086,M421DRAFT_412310,M421DRAFT_412310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348087,M421DRAFT_412379,M421DRAFT_412379,-,-,Unknown,-,U3 snoRNP protein Utp20,protein-coding,-,-,-,U3 snoRNP protein Utp20,20210320,-
1150837,54348088,M421DRAFT_412429,M421DRAFT_412429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348089,M421DRAFT_41255,M421DRAFT_41255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348090,M421DRAFT_4126,M421DRAFT_4126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348091,M421DRAFT_412629,M421DRAFT_412629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348092,M421DRAFT_412633,M421DRAFT_412633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348093,M421DRAFT_412643,M421DRAFT_412643,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210320,-
1150837,54348094,M421DRAFT_412646,M421DRAFT_412646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348095,M421DRAFT_412650,M421DRAFT_412650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348096,M421DRAFT_412726,M421DRAFT_412726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348097,M421DRAFT_412733,M421DRAFT_412733,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348098,M421DRAFT_41274,M421DRAFT_41274,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20210320,-
1150837,54348099,M421DRAFT_412760,M421DRAFT_412760,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348100,M421DRAFT_412764,M421DRAFT_412764,-,-,Unknown,-,potassium transport protein 1,protein-coding,-,-,-,potassium transport protein 1,20210320,-
1150837,54348101,M421DRAFT_412796,M421DRAFT_412796,-,-,Unknown,-,carbohydrate esterase family 5 protein,protein-coding,-,-,-,carbohydrate esterase family 5 protein,20210320,-
1150837,54348102,M421DRAFT_412823,M421DRAFT_412823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348103,M421DRAFT_412843,M421DRAFT_412843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348104,M421DRAFT_412885,M421DRAFT_412885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348105,M421DRAFT_412907,M421DRAFT_412907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348106,M421DRAFT_412939,M421DRAFT_412939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348107,M421DRAFT_412960,M421DRAFT_412960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348108,M421DRAFT_413009,M421DRAFT_413009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348109,M421DRAFT_413029,M421DRAFT_413029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348110,M421DRAFT_413138,M421DRAFT_413138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348111,M421DRAFT_413202,M421DRAFT_413202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348112,M421DRAFT_413228,M421DRAFT_413228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348113,M421DRAFT_413265,M421DRAFT_413265,-,-,Unknown,-,PKSKA1,protein-coding,-,-,-,PKSKA1,20210320,-
1150837,54348114,M421DRAFT_413280,M421DRAFT_413280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348115,M421DRAFT_41329,M421DRAFT_41329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348116,M421DRAFT_413326,M421DRAFT_413326,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348117,M421DRAFT_413353,M421DRAFT_413353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348118,M421DRAFT_413355,M421DRAFT_413355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348119,M421DRAFT_413376,M421DRAFT_413376,-,-,Unknown,-,putative cytochrome P450,protein-coding,-,-,-,putative cytochrome P450,20210320,-
1150837,54348120,M421DRAFT_413425,M421DRAFT_413425,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348121,M421DRAFT_413468,M421DRAFT_413468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348122,M421DRAFT_413491,M421DRAFT_413491,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348123,M421DRAFT_413550,M421DRAFT_413550,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348124,M421DRAFT_413573,M421DRAFT_413573,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348125,M421DRAFT_413685,M421DRAFT_413685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348126,M421DRAFT_413700,M421DRAFT_413700,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1150837,54348127,M421DRAFT_413843,M421DRAFT_413843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348128,M421DRAFT_413861,M421DRAFT_413861,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210320,-
1150837,54348129,M421DRAFT_413863,M421DRAFT_413863,-,-,Unknown,-,heavy metal translocatin,protein-coding,-,-,-,heavy metal translocatin,20210320,-
1150837,54348130,M421DRAFT_413898,M421DRAFT_413898,-,-,Unknown,-,DNA-binding domain of Mlu1-box binding protein MBP1,protein-coding,-,-,-,DNA-binding domain of Mlu1-box binding protein MBP1,20200919,-
1150837,54348131,M421DRAFT_413922,M421DRAFT_413922,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348132,M421DRAFT_413946,M421DRAFT_413946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348133,M421DRAFT_413983,M421DRAFT_413983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1150837,54348134,M421DRAFT_413991,M421DRAFT_413991,-,-,Unknown,-,FabD/lysophospholipase-like protein,protein-coding,-,-,-,FabD/lysophospholipase-like protein,20210320,-
1150837,54348135,M421DRAFT_414005,M421DRAFT_414005,-,-,Unknown,-,NHL repeat-containing protein,protein-coding,-,-,-,NHL repeat-containing protein,20210320,-
