#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
209559,43621699,BDW43DRAFT_100089,BDW43DRAFT_100089,-,-,Unknown,-,XRCC4-like factor-domain-containing protein,protein-coding,-,-,-,XRCC4-like factor-domain-containing protein,20210306,-
209559,43625306,BDW43DRAFT_270355,BDW43DRAFT_270355,-,-,Unknown,-,"cytochrome c oxidase, subunit VIb",protein-coding,-,-,-,"cytochrome c oxidase, subunit VIb",20201217,-
209559,43625307,BDW43DRAFT_270358,BDW43DRAFT_270358,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210306,-
209559,43625308,BDW43DRAFT_270428,BDW43DRAFT_270428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625309,BDW43DRAFT_270431,BDW43DRAFT_270431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625310,BDW43DRAFT_270511,BDW43DRAFT_270511,-,-,Unknown,-,phosphatidylinositol 3 and 4-kinase-domain-containing protein,protein-coding,-,-,-,phosphatidylinositol 3 and 4-kinase-domain-containing protein,20210306,-
209559,43625311,BDW43DRAFT_270512,BDW43DRAFT_270512,-,-,Unknown,-,SNF2 family N-terminal domain-containing protein,protein-coding,-,-,-,SNF2 family N-terminal domain-containing protein,20201217,-
209559,43625312,BDW43DRAFT_270520,BDW43DRAFT_270520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625313,BDW43DRAFT_270523,BDW43DRAFT_270523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625314,BDW43DRAFT_270528,BDW43DRAFT_270528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625315,BDW43DRAFT_270530,BDW43DRAFT_270530,-,-,Unknown,-,putative kinetochore protein spc24,protein-coding,-,-,-,putative kinetochore protein spc24,20210306,-
209559,43625316,BDW43DRAFT_270583,BDW43DRAFT_270583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625317,BDW43DRAFT_270597,BDW43DRAFT_270597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625318,BDW43DRAFT_270598,BDW43DRAFT_270598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625319,BDW43DRAFT_270610,BDW43DRAFT_270610,-,-,Unknown,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,protein-coding,-,-,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,20201217,-
209559,43625320,BDW43DRAFT_270612,BDW43DRAFT_270612,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625321,BDW43DRAFT_270616,BDW43DRAFT_270616,-,-,Unknown,-,cytidine deaminase-like protein,protein-coding,-,-,-,cytidine deaminase-like protein,20210306,-
209559,43625322,BDW43DRAFT_270666,BDW43DRAFT_270666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625323,BDW43DRAFT_270668,BDW43DRAFT_270668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625324,BDW43DRAFT_270678,BDW43DRAFT_270678,-,-,Unknown,-,cytochrome c-like domain-containing protein,protein-coding,-,-,-,cytochrome c-like domain-containing protein,20201217,-
209559,43625325,BDW43DRAFT_27068,BDW43DRAFT_27068,-,-,Unknown,-,topoisomerase II-associated protein PAT1,protein-coding,-,-,-,topoisomerase II-associated protein PAT1,20210306,-
209559,43625326,BDW43DRAFT_270691,BDW43DRAFT_270691,-,-,Unknown,-,DUF300-domain-containing protein,protein-coding,-,-,-,DUF300-domain-containing protein,20210306,-
209559,43625327,BDW43DRAFT_270700,BDW43DRAFT_270700,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
209559,43625328,BDW43DRAFT_270705,BDW43DRAFT_270705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625329,BDW43DRAFT_270709,BDW43DRAFT_270709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625330,BDW43DRAFT_270728,BDW43DRAFT_270728,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625331,BDW43DRAFT_270734,BDW43DRAFT_270734,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625332,BDW43DRAFT_270739,BDW43DRAFT_270739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625333,BDW43DRAFT_270741,BDW43DRAFT_270741,-,-,Unknown,-,IMP dehydrogenase/GMP reductase,protein-coding,-,-,-,IMP dehydrogenase/GMP reductase,20201217,-
209559,43625334,BDW43DRAFT_270745,BDW43DRAFT_270745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625335,BDW43DRAFT_270754,BDW43DRAFT_270754,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625336,BDW43DRAFT_270758,BDW43DRAFT_270758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625337,BDW43DRAFT_270769,BDW43DRAFT_270769,-,-,Unknown,-,hydroxymethylglutaryl-coenzyme A reductase-domain-containing protein,protein-coding,-,-,-,hydroxymethylglutaryl-coenzyme A reductase-domain-containing protein,20210306,-
209559,43625338,BDW43DRAFT_270780,BDW43DRAFT_270780,-,-,Unknown,-,Ctr copper transporter family-domain-containing protein,protein-coding,-,-,-,Ctr copper transporter family-domain-containing protein,20210306,-
209559,43625339,BDW43DRAFT_270782,BDW43DRAFT_270782,-,-,Unknown,-,"3' exoribonuclease family, domain 1-domain-containing protein",protein-coding,-,-,-,"3' exoribonuclease family, domain 1-domain-containing protein",20201217,-
209559,43625340,BDW43DRAFT_270786,BDW43DRAFT_270786,-,-,Unknown,-,Isochorismatase-like protein,protein-coding,-,-,-,Isochorismatase-like protein,20201217,-
209559,43625341,BDW43DRAFT_270800,BDW43DRAFT_270800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625342,BDW43DRAFT_270810,BDW43DRAFT_270810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625343,BDW43DRAFT_270811,BDW43DRAFT_270811,-,-,Unknown,-,Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein,protein-coding,-,-,-,Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein,20201217,-
209559,43625344,BDW43DRAFT_270838,BDW43DRAFT_270838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625345,BDW43DRAFT_270848,BDW43DRAFT_270848,-,-,Unknown,-,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",protein-coding,-,-,-,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",20210306,-
209559,43625346,BDW43DRAFT_270852,BDW43DRAFT_270852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625347,BDW43DRAFT_270872,BDW43DRAFT_270872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625348,BDW43DRAFT_270934,BDW43DRAFT_270934,-,-,Unknown,-,small GTPase superfamily,protein-coding,-,-,-,small GTPase superfamily,20201010,-
209559,43625349,BDW43DRAFT_270939,BDW43DRAFT_270939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625350,BDW43DRAFT_270946,BDW43DRAFT_270946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625351,BDW43DRAFT_270952,BDW43DRAFT_270952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625352,BDW43DRAFT_270986,BDW43DRAFT_270986,-,-,Unknown,-,eukaryotic rRNA processing protein EBP2-domain-containing protein,protein-coding,-,-,-,eukaryotic rRNA processing protein EBP2-domain-containing protein,20210306,-
209559,43625353,BDW43DRAFT_270995,BDW43DRAFT_270995,-,-,Unknown,-,translation protein SH3-like domain-containing protein,protein-coding,-,-,-,translation protein SH3-like domain-containing protein,20210306,-
209559,43625354,BDW43DRAFT_271097,BDW43DRAFT_271097,-,-,Unknown,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,protein-coding,-,-,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,20201217,-
209559,43625355,BDW43DRAFT_271099,BDW43DRAFT_271099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625356,BDW43DRAFT_271103,BDW43DRAFT_271103,-,-,Unknown,-,"Homogentisate 1,2-dioxygenase",protein-coding,-,-,-,"Homogentisate 1,2-dioxygenase",20210306,-
209559,43625357,BDW43DRAFT_271104,BDW43DRAFT_271104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625358,BDW43DRAFT_271105,BDW43DRAFT_271105,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20201217,-
209559,43625359,BDW43DRAFT_271106,BDW43DRAFT_271106,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20201217,-
209559,43625360,BDW43DRAFT_271115,BDW43DRAFT_271115,-,-,Unknown,-,Tim17/Tim22/Tim23/Pmp24 family-domain-containing protein,protein-coding,-,-,-,Tim17/Tim22/Tim23/Pmp24 family-domain-containing protein,20210306,-
209559,43625361,BDW43DRAFT_271152,BDW43DRAFT_271152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625362,BDW43DRAFT_271154,BDW43DRAFT_271154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625363,BDW43DRAFT_271169,BDW43DRAFT_271169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625364,BDW43DRAFT_271188,BDW43DRAFT_271188,-,-,Unknown,-,histidine phosphatase superfamily,protein-coding,-,-,-,histidine phosphatase superfamily,20210306,-
209559,43625365,BDW43DRAFT_271192,BDW43DRAFT_271192,-,-,Unknown,-,Dehydroquinate synthase-like protein,protein-coding,-,-,-,Dehydroquinate synthase-like protein,20201217,-
209559,43625366,BDW43DRAFT_271197,BDW43DRAFT_271197,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
209559,43625367,BDW43DRAFT_271201,BDW43DRAFT_271201,-,-,Unknown,-,ASST-domain-containing protein,protein-coding,-,-,-,ASST-domain-containing protein,20201217,-
209559,43625368,BDW43DRAFT_271214,BDW43DRAFT_271214,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
209559,43625369,BDW43DRAFT_271215,BDW43DRAFT_271215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625370,BDW43DRAFT_271227,BDW43DRAFT_271227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625371,BDW43DRAFT_271235,BDW43DRAFT_271235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625372,BDW43DRAFT_271239,BDW43DRAFT_271239,-,-,Unknown,-,putative ER Hsp70 chaperone BiP,protein-coding,-,-,-,putative ER Hsp70 chaperone BiP,20210306,-
209559,43625373,BDW43DRAFT_27124,BDW43DRAFT_27124,-,-,Unknown,-,vesicle trafficking protein,protein-coding,-,-,-,vesicle trafficking protein,20210306,-
209559,43625374,BDW43DRAFT_271245,BDW43DRAFT_271245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625375,BDW43DRAFT_271247,BDW43DRAFT_271247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625376,BDW43DRAFT_271252,BDW43DRAFT_271252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625377,BDW43DRAFT_271262,BDW43DRAFT_271262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625378,BDW43DRAFT_271264,BDW43DRAFT_271264,-,-,Unknown,-,PAB-dependent poly(A)-specific ribonuclease subunit pan2,protein-coding,-,-,-,PAB-dependent poly(A)-specific ribonuclease subunit pan2,20210306,-
209559,43625379,BDW43DRAFT_271295,BDW43DRAFT_271295,-,-,Unknown,-,ubiquitin C-terminal hydrolase,protein-coding,-,-,-,ubiquitin C-terminal hydrolase,20210306,-
209559,43625380,BDW43DRAFT_271311,BDW43DRAFT_271311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625381,BDW43DRAFT_271320,BDW43DRAFT_271320,-,-,Unknown,-,regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II,protein-coding,-,-,-,regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II,20210306,-
209559,43625382,BDW43DRAFT_271331,BDW43DRAFT_271331,-,-,Unknown,-,RanGTP-binding protein-domain-containing protein,protein-coding,-,-,-,RanGTP-binding protein-domain-containing protein,20210306,-
209559,43625383,BDW43DRAFT_271332,BDW43DRAFT_271332,-,-,Unknown,-,BSD-domain-containing protein,protein-coding,-,-,-,BSD-domain-containing protein,20210306,-
209559,43625384,BDW43DRAFT_271333,BDW43DRAFT_271333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625385,BDW43DRAFT_271347,BDW43DRAFT_271347,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
209559,43625386,BDW43DRAFT_271354,BDW43DRAFT_271354,-,-,Unknown,-,nucleophile aminohydrolase,protein-coding,-,-,-,nucleophile aminohydrolase,20210306,-
209559,43625387,BDW43DRAFT_271355,BDW43DRAFT_271355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625388,BDW43DRAFT_271359,BDW43DRAFT_271359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625389,BDW43DRAFT_271361,BDW43DRAFT_271361,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625390,BDW43DRAFT_271363,BDW43DRAFT_271363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625391,BDW43DRAFT_271380,BDW43DRAFT_271380,-,-,Unknown,-,"Dopey, N-terminal-domain-containing protein",protein-coding,-,-,-,"Dopey, N-terminal-domain-containing protein",20210306,-
209559,43625392,BDW43DRAFT_271381,BDW43DRAFT_271381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625393,BDW43DRAFT_271383,BDW43DRAFT_271383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625394,BDW43DRAFT_271394,BDW43DRAFT_271394,-,-,Unknown,-,"succinate dehydrogenase assembly factor 3, mitochondrial",protein-coding,-,-,-,"succinate dehydrogenase assembly factor 3, mitochondrial",20201217,-
209559,43625395,BDW43DRAFT_271397,BDW43DRAFT_271397,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625396,BDW43DRAFT_271401,BDW43DRAFT_271401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625397,BDW43DRAFT_271406,BDW43DRAFT_271406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625398,BDW43DRAFT_271408,BDW43DRAFT_271408,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625399,BDW43DRAFT_271438,BDW43DRAFT_271438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625400,BDW43DRAFT_271439,BDW43DRAFT_271439,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625401,BDW43DRAFT_271440,BDW43DRAFT_271440,-,-,Unknown,-,ABC-2 type transporter-domain-containing protein,protein-coding,-,-,-,ABC-2 type transporter-domain-containing protein,20201217,-
209559,43625402,BDW43DRAFT_271448,BDW43DRAFT_271448,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625403,BDW43DRAFT_27146,BDW43DRAFT_27146,-,-,Unknown,-,ribosome 60S biogenesis N-terminal-domain-containing protein,protein-coding,-,-,-,ribosome 60S biogenesis N-terminal-domain-containing protein,20210306,-
209559,43625404,BDW43DRAFT_271483,BDW43DRAFT_271483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
209559,43625405,BDW43DRAFT_271484,BDW43DRAFT_271484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625406,BDW43DRAFT_271486,BDW43DRAFT_271486,-,-,Unknown,-,poly polymerase catalytic domain-containing protein,protein-coding,-,-,-,poly polymerase catalytic domain-containing protein,20210306,-
209559,43625407,BDW43DRAFT_271494,BDW43DRAFT_271494,-,-,Unknown,-,putative leucine aminopeptidase 2,protein-coding,-,-,-,putative leucine aminopeptidase 2,20201217,-
209559,43625408,BDW43DRAFT_271496,BDW43DRAFT_271496,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625409,BDW43DRAFT_271499,BDW43DRAFT_271499,-,-,Unknown,-,copper amine oxidase,protein-coding,-,-,-,copper amine oxidase,20201217,-
209559,43625410,BDW43DRAFT_271501,BDW43DRAFT_271501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
209559,43625411,BDW43DRAFT_271516,BDW43DRAFT_271516,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625412,BDW43DRAFT_271529,BDW43DRAFT_271529,-,-,Unknown,-,HSF-type DNA-binding-domain-containing protein,protein-coding,-,-,-,HSF-type DNA-binding-domain-containing protein,20210306,-
209559,43625413,BDW43DRAFT_271541,BDW43DRAFT_271541,-,-,Unknown,-,translation initiation factor eif-2b epsilon subunit,protein-coding,-,-,-,translation initiation factor eif-2b epsilon subunit,20201217,-
209559,43625414,BDW43DRAFT_271554,BDW43DRAFT_271554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625415,BDW43DRAFT_271571,BDW43DRAFT_271571,-,-,Unknown,-,ADC synthase,protein-coding,-,-,-,ADC synthase,20201217,-
209559,43625416,BDW43DRAFT_271579,BDW43DRAFT_271579,-,-,Unknown,-,DNA polymerase family A-domain-containing protein,protein-coding,-,-,-,DNA polymerase family A-domain-containing protein,20210306,-
209559,43625417,BDW43DRAFT_271580,BDW43DRAFT_271580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625418,BDW43DRAFT_271599,BDW43DRAFT_271599,-,-,Unknown,-,mitochondrial ATPase expression-domain-containing protein,protein-coding,-,-,-,mitochondrial ATPase expression-domain-containing protein,20201217,-
209559,43625419,BDW43DRAFT_271600,BDW43DRAFT_271600,-,-,Unknown,-,N-acetylglucosaminyl-phosphatidylinositol deacetylase,protein-coding,-,-,-,N-acetylglucosaminyl-phosphatidylinositol deacetylase,20210306,-
209559,43625420,BDW43DRAFT_271611,BDW43DRAFT_271611,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625421,BDW43DRAFT_271612,BDW43DRAFT_271612,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625422,BDW43DRAFT_271614,BDW43DRAFT_271614,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625423,BDW43DRAFT_271624,BDW43DRAFT_271624,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625424,BDW43DRAFT_271626,BDW43DRAFT_271626,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625425,BDW43DRAFT_271629,BDW43DRAFT_271629,-,-,Unknown,-,"putative transferase caf17, mitochondrial",protein-coding,-,-,-,"putative transferase caf17, mitochondrial",20201217,-
209559,43625426,BDW43DRAFT_271630,BDW43DRAFT_271630,-,-,Unknown,-,"Dcp2, box A domain-containing protein",protein-coding,-,-,-,"Dcp2, box A domain-containing protein",20210306,-
209559,43625427,BDW43DRAFT_271637,BDW43DRAFT_271637,-,-,Unknown,-,lung seven transmembrane receptor-domain-containing protein,protein-coding,-,-,-,lung seven transmembrane receptor-domain-containing protein,20210306,-
209559,43625428,BDW43DRAFT_271641,BDW43DRAFT_271641,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625429,BDW43DRAFT_271648,BDW43DRAFT_271648,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625430,BDW43DRAFT_271653,BDW43DRAFT_271653,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210306,-
209559,43625431,BDW43DRAFT_271660,BDW43DRAFT_271660,-,-,Unknown,-,signal recognition particle 9 kDa protein-domain-containing protein,protein-coding,-,-,-,signal recognition particle 9 kDa protein-domain-containing protein,20210306,-
209559,43625432,BDW43DRAFT_271668,BDW43DRAFT_271668,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20201217,-
209559,43625433,BDW43DRAFT_271674,BDW43DRAFT_271674,-,-,Unknown,-,Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,protein-coding,-,-,-,Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,20210306,-
209559,43625434,BDW43DRAFT_271687,BDW43DRAFT_271687,-,-,Unknown,-,oxidoreductase FAD-binding protein,protein-coding,-,-,-,oxidoreductase FAD-binding protein,20210306,-
209559,43625435,BDW43DRAFT_271696,BDW43DRAFT_271696,-,-,Unknown,-,CRAL-TRIO domain-containing protein,protein-coding,-,-,-,CRAL-TRIO domain-containing protein,20201217,-
209559,43625436,BDW43DRAFT_271700,BDW43DRAFT_271700,-,-,Unknown,-,nucleotide-diphospho-sugar transferase,protein-coding,-,-,-,nucleotide-diphospho-sugar transferase,20210306,-
209559,43625437,BDW43DRAFT_271702,BDW43DRAFT_271702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625438,BDW43DRAFT_271704,BDW43DRAFT_271704,-,-,Unknown,-,cytochrome oxidase assembly protein-domain-containing protein,protein-coding,-,-,-,cytochrome oxidase assembly protein-domain-containing protein,20210306,-
209559,43625439,BDW43DRAFT_271707,BDW43DRAFT_271707,-,-,Unknown,-,C3HC zinc finger-like-domain-containing protein,protein-coding,-,-,-,C3HC zinc finger-like-domain-containing protein,20210306,-
209559,43625440,BDW43DRAFT_271714,BDW43DRAFT_271714,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210306,-
209559,43625441,BDW43DRAFT_271724,BDW43DRAFT_271724,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625442,BDW43DRAFT_271734,BDW43DRAFT_271734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625443,BDW43DRAFT_271796,BDW43DRAFT_271796,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625444,BDW43DRAFT_271825,BDW43DRAFT_271825,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625445,BDW43DRAFT_271840,BDW43DRAFT_271840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625446,BDW43DRAFT_271851,BDW43DRAFT_271851,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625447,BDW43DRAFT_271887,BDW43DRAFT_271887,-,-,Unknown,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,protein-coding,-,-,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,20201217,-
209559,43625448,BDW43DRAFT_271891,BDW43DRAFT_271891,-,-,Unknown,-,fungal-specific transcription factor,protein-coding,-,-,-,fungal-specific transcription factor,20201217,-
209559,43625449,BDW43DRAFT_271899,BDW43DRAFT_271899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625450,BDW43DRAFT_271903,BDW43DRAFT_271903,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
209559,43625451,BDW43DRAFT_271905,BDW43DRAFT_271905,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625452,BDW43DRAFT_271907,BDW43DRAFT_271907,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
209559,43625453,BDW43DRAFT_271927,BDW43DRAFT_271927,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625454,BDW43DRAFT_271928,BDW43DRAFT_271928,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625455,BDW43DRAFT_271929,BDW43DRAFT_271929,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625456,BDW43DRAFT_271930,BDW43DRAFT_271930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625457,BDW43DRAFT_271934,BDW43DRAFT_271934,-,-,Unknown,-,6-phosphogluconate dehydrogenase,protein-coding,-,-,-,6-phosphogluconate dehydrogenase,20201217,-
209559,43625458,BDW43DRAFT_271961,BDW43DRAFT_271961,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625459,BDW43DRAFT_271963,BDW43DRAFT_271963,-,-,Unknown,-,peptidase,protein-coding,-,-,-,peptidase,20210306,-
209559,43625460,BDW43DRAFT_271973,BDW43DRAFT_271973,-,-,Unknown,-,Cullin,protein-coding,-,-,-,Cullin,20210306,-
