#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1434118,24869519,MSSAC_RS00005,MSSAC_RS00005,MSSAC_0001,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20201210,-
1434118,24870547,frhG,MSSAC_RS05145,MSSAC_0974,-,-,-,coenzyme F420 hydrogenase subunit gamma,protein-coding,-,-,-,coenzyme F420 hydrogenase subunit gamma,20201210,-
1434118,24870548,frhD,MSSAC_RS05150,MSSAC_0975,-,-,-,"coenzyme F420-reducing hydrogenase, FrhD protein",protein-coding,-,-,-,"coenzyme F420-reducing hydrogenase, FrhD protein",20201210,-
1434118,24870549,frhA,MSSAC_RS05155,MSSAC_0976,-,-,-,coenzyme F420 hydrogenase subunit alpha,protein-coding,-,-,-,coenzyme F420 hydrogenase subunit alpha,20201210,-
1434118,24870551,MSSAC_RS05165,MSSAC_RS05165,MSSAC_0977,-,-,-,CDGSH iron-sulfur domain-containing protein,protein-coding,-,-,-,CDGSH iron-sulfur domain-containing protein,20201210,-
1434118,24870552,MSSAC_RS05170,MSSAC_RS05170,MSSAC_0978,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870553,katG,MSSAC_RS05175,MSSAC_0979,-,-,-,catalase/peroxidase HPI,protein-coding,-,-,-,catalase/peroxidase HPI,20210605,-
1434118,24870554,MSSAC_RS05180,MSSAC_RS05180,-,-,-,-,transcriptional repressor,protein-coding,-,-,-,transcriptional repressor,20201210,-
1434118,24870555,larA,MSSAC_RS05185,MSSAC_0981,-,-,-,nickel-dependent lactate racemase,protein-coding,-,-,-,nickel-dependent lactate racemase,20201210,-
1434118,24870556,larA,MSSAC_RS05190,MSSAC_0982,-,-,-,nickel-dependent lactate racemase,protein-coding,-,-,-,nickel-dependent lactate racemase,20201210,-
1434118,24870557,MSSAC_RS05195,MSSAC_RS05195,MSSAC_0983,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870558,MSSAC_RS05200,MSSAC_RS05200,MSSAC_0984,-,-,-,IS4 family transposase,protein-coding,-,-,-,IS4 family transposase,20201210,-
1434118,24870559,cooS,MSSAC_RS05205,MSSAC_0985,-,-,-,anaerobic carbon-monoxide dehydrogenase catalytic subunit,protein-coding,-,-,-,anaerobic carbon-monoxide dehydrogenase catalytic subunit,20201210,-
1434118,24870560,MSSAC_RS05210,MSSAC_RS05210,MSSAC_0986,-,-,-,metal-dependent hydrolase,protein-coding,-,-,-,metal-dependent hydrolase,20201210,-
1434118,24870561,MSSAC_RS05215,MSSAC_RS05215,MSSAC_0987,-,-,-,DUF2117 family protein,protein-coding,-,-,-,DUF2117 family protein,20201210,-
1434118,24870563,MSSAC_RS05225,MSSAC_RS05225,MSSAC_0988,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870564,MSSAC_RS05230,MSSAC_RS05230,MSSAC_0989,-,-,-,Fic family protein,protein-coding,-,-,-,Fic family protein,20201210,-
1434118,24870565,MSSAC_RS05235,MSSAC_RS05235,MSSAC_0990,-,-,-,nucleotidyltransferase family protein,protein-coding,-,-,-,nucleotidyltransferase family protein,20201210,-
1434118,24870566,MSSAC_RS05240,MSSAC_RS05240,MSSAC_0991,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870567,MSSAC_RS05245,MSSAC_RS05245,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870568,MSSAC_RS05250,MSSAC_RS05250,MSSAC_0993,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20201210,-
1434118,24870569,MSSAC_RS05255,MSSAC_RS05255,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870570,MSSAC_RS05260,MSSAC_RS05260,MSSAC_0994,-,-,-,type II/IV secretion system ATPase subunit,protein-coding,-,-,-,type II/IV secretion system ATPase subunit,20201210,-
1434118,24870571,MSSAC_RS05265,MSSAC_RS05265,MSSAC_0995,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870572,MSSAC_RS05270,MSSAC_RS05270,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870573,MSSAC_RS05275,MSSAC_RS05275,MSSAC_0997,-,-,-,restriction endonuclease,protein-coding,-,-,-,restriction endonuclease,20210424,-
1434118,24870575,MSSAC_RS05285,MSSAC_RS05285,MSSAC_0999,-,-,-,type I restriction enzyme HsdR N-terminal domain-containing protein,protein-coding,-,-,-,type I restriction enzyme HsdR N-terminal domain-containing protein,20201210,-
1434118,24870576,MSSAC_RS05290,MSSAC_RS05290,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870578,MSSAC_RS05300,MSSAC_RS05300,MSSAC_1000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870580,MSSAC_RS05310,MSSAC_RS05310,MSSAC_1001,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870581,MSSAC_RS05315,MSSAC_RS05315,MSSAC_1002,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870582,MSSAC_RS05320,MSSAC_RS05320,MSSAC_1003,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870583,MSSAC_RS05325,MSSAC_RS05325,MSSAC_1004,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870584,MSSAC_RS05330,MSSAC_RS05330,MSSAC_1005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870585,MSSAC_RS05335,MSSAC_RS05335,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870586,MSSAC_RS05340,MSSAC_RS05340,MSSAC_1007,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870587,MSSAC_RS05345,MSSAC_RS05345,MSSAC_1008,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870588,MSSAC_RS05350,MSSAC_RS05350,MSSAC_1009,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870589,MSSAC_RS05355,MSSAC_RS05355,MSSAC_1010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870590,MSSAC_RS05360,MSSAC_RS05360,MSSAC_1011,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870591,MSSAC_RS05365,MSSAC_RS05365,MSSAC_1012,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870592,MSSAC_RS05370,MSSAC_RS05370,-,-,-,-,DNA-packaging protein,protein-coding,-,-,-,DNA-packaging protein,20201210,-
1434118,24870593,MSSAC_RS05375,MSSAC_RS05375,MSSAC_1014,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870594,MSSAC_RS05380,MSSAC_RS05380,MSSAC_1015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1434118,24870595,MSSAC_RS05385,MSSAC_RS05385,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870596,MSSAC_RS05390,MSSAC_RS05390,MSSAC_1017,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870598,MSSAC_RS05400,MSSAC_RS05400,MSSAC_1019,-,-,-,Mu-like prophage major head subunit gpT family protein,protein-coding,-,-,-,Mu-like prophage major head subunit gpT family protein,20201210,-
1434118,24870599,MSSAC_RS05405,MSSAC_RS05405,MSSAC_1020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870600,MSSAC_RS05410,MSSAC_RS05410,MSSAC_1021,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870601,MSSAC_RS05415,MSSAC_RS05415,MSSAC_1022,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870602,MSSAC_RS05420,MSSAC_RS05420,MSSAC_1023,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870603,MSSAC_RS05425,MSSAC_RS05425,MSSAC_1024,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870604,MSSAC_RS05430,MSSAC_RS05430,MSSAC_1025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870605,MSSAC_RS05435,MSSAC_RS05435,MSSAC_1026,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870606,MSSAC_RS05440,MSSAC_RS05440,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870607,MSSAC_RS05445,MSSAC_RS05445,MSSAC_1027,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870608,MSSAC_RS05450,MSSAC_RS05450,MSSAC_1028,-,-,-,PGF-pre-PGF domain-containing protein,protein-coding,-,-,-,PGF-pre-PGF domain-containing protein,20210605,-
1434118,24870609,MSSAC_RS05455,MSSAC_RS05455,MSSAC_1030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870610,MSSAC_RS05460,MSSAC_RS05460,MSSAC_1031,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870611,MSSAC_RS05465,MSSAC_RS05465,MSSAC_1032,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870612,MSSAC_RS05470,MSSAC_RS05470,MSSAC_1033,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870615,MSSAC_RS05485,MSSAC_RS05485,MSSAC_1035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870616,MSSAC_RS05490,MSSAC_RS05490,MSSAC_1036,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870617,MSSAC_RS05495,MSSAC_RS05495,MSSAC_1037,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870618,MSSAC_RS05500,MSSAC_RS05500,MSSAC_1038,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870619,MSSAC_RS05505,MSSAC_RS05505,MSSAC_1039,-,-,-,tyrosine-type recombinase/integrase,protein-coding,-,-,-,tyrosine-type recombinase/integrase,20201210,-
1434118,24870620,MSSAC_RS05510,MSSAC_RS05510,MSSAC_1040,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870622,MSSAC_RS05520,MSSAC_RS05520,MSSAC_1042,-,-,-,type I restriction-modification system subunit M,protein-coding,-,-,-,type I restriction-modification system subunit M,20201210,-
1434118,24870623,MSSAC_RS05525,MSSAC_RS05525,-,-,-,-,DUF1016 family protein,protein-coding,-,-,-,DUF1016 family protein,20201210,-
1434118,24870626,MSSAC_RS05540,MSSAC_RS05540,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870628,MSSAC_RS05550,MSSAC_RS05550,MSSAC_1045,-,-,-,IS1634 family transposase,protein-coding,-,-,-,IS1634 family transposase,20201210,-
1434118,24870630,MSSAC_RS05560,MSSAC_RS05560,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870631,MSSAC_RS05565,MSSAC_RS05565,MSSAC_1047,-,-,-,HsdR family type I site-specific deoxyribonuclease,protein-coding,-,-,-,HsdR family type I site-specific deoxyribonuclease,20201210,-
1434118,24870632,MSSAC_RS05570,MSSAC_RS05570,MSSAC_1048,-,-,-,M48 family metallopeptidase,protein-coding,-,-,-,M48 family metallopeptidase,20201210,-
1434118,24870633,MSSAC_RS05575,MSSAC_RS05575,MSSAC_1049,-,-,-,histidinol phosphate phosphatase domain-containing protein,protein-coding,-,-,-,histidinol phosphate phosphatase domain-containing protein,20201210,-
1434118,24870634,MSSAC_RS05580,MSSAC_RS05580,MSSAC_1050,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870635,MSSAC_RS05585,MSSAC_RS05585,MSSAC_1051,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870636,MSSAC_RS05590,MSSAC_RS05590,MSSAC_1052,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870637,MSSAC_RS05595,MSSAC_RS05595,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870638,MSSAC_RS05600,MSSAC_RS05600,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870639,MSSAC_RS05605,MSSAC_RS05605,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870640,MSSAC_RS05610,MSSAC_RS05610,MSSAC_1054,-,-,-,DUF1275 domain-containing protein,protein-coding,-,-,-,DUF1275 domain-containing protein,20201210,-
1434118,24870641,MSSAC_RS05615,MSSAC_RS05615,MSSAC_1055,-,-,-,peptide chain release factor-like protein,protein-coding,-,-,-,peptide chain release factor-like protein,20201210,-
1434118,24870642,coaBC,MSSAC_RS05620,MSSAC_1056,-,-,-,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,protein-coding,-,-,-,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,20201210,-
1434118,24870643,MSSAC_RS05625,MSSAC_RS05625,MSSAC_1057,-,-,-,pantothenate kinase,protein-coding,-,-,-,pantothenate kinase,20201210,-
1434118,24870644,MSSAC_RS05630,MSSAC_RS05630,MSSAC_1058,-,-,-,phosphopantothenate/pantothenate synthetase,protein-coding,-,-,-,phosphopantothenate/pantothenate synthetase,20201210,-
1434118,24870645,MSSAC_RS05635,MSSAC_RS05635,MSSAC_1059,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20201210,-
1434118,24870648,MSSAC_RS05650,MSSAC_RS05650,MSSAC_1061,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870649,MSSAC_RS05655,MSSAC_RS05655,MSSAC_1062,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20201210,-
1434118,24870650,MSSAC_RS05660,MSSAC_RS05660,MSSAC_1063,-,-,-,adenosylhomocysteinase,protein-coding,-,-,-,adenosylhomocysteinase,20201210,-
1434118,24870651,MSSAC_RS05665,MSSAC_RS05665,MSSAC_1064,-,-,-,PAS domain S-box protein,protein-coding,-,-,-,PAS domain S-box protein,20201210,-
1434118,24870652,MSSAC_RS05670,MSSAC_RS05670,MSSAC_1065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870653,MSSAC_RS05675,MSSAC_RS05675,MSSAC_1066,-,-,-,transposase,protein-coding,-,-,-,transposase,20201210,-
1434118,24870654,MSSAC_RS05680,MSSAC_RS05680,MSSAC_1067,-,-,-,PAS domain-containing protein,protein-coding,-,-,-,PAS domain-containing protein,20201210,-
1434118,24870656,MSSAC_RS05690,MSSAC_RS05690,MSSAC_1069,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24870657,MSSAC_RS05695,MSSAC_RS05695,MSSAC_1070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870658,MSSAC_RS05700,MSSAC_RS05700,MSSAC_1071,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20201210,-
1434118,24870659,MSSAC_RS05705,MSSAC_RS05705,MSSAC_1072,-,-,-,PAS domain S-box protein,protein-coding,-,-,-,PAS domain S-box protein,20201210,-
1434118,24870660,MSSAC_RS05710,MSSAC_RS05710,MSSAC_1073,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20201210,-
1434118,24870661,MSSAC_RS05715,MSSAC_RS05715,MSSAC_1074,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20201210,-
1434118,24870662,MSSAC_RS05720,MSSAC_RS05720,MSSAC_1075,-,-,-,PAS domain S-box protein,protein-coding,-,-,-,PAS domain S-box protein,20201210,-
1434118,24870663,MSSAC_RS05725,MSSAC_RS05725,MSSAC_4425,-,-,-,tRNA,tRNA,-,-,-,-,20201210,-
1434118,24870664,MSSAC_RS05730,MSSAC_RS05730,MSSAC_1076,-,-,-,DNA-directed RNA polymerase subunit H,protein-coding,-,-,-,DNA-directed RNA polymerase subunit H,20201210,-
1434118,24870665,MSSAC_RS05735,MSSAC_RS05735,MSSAC_1077,-,-,-,DNA-directed RNA polymerase subunit B'',protein-coding,-,-,-,DNA-directed RNA polymerase subunit B'',20210605,-
1434118,24870666,rpoB,MSSAC_RS05740,MSSAC_1078,-,-,-,DNA-directed RNA polymerase subunit B,protein-coding,-,-,-,DNA-directed RNA polymerase subunit B,20201210,-
1434118,24870667,MSSAC_RS05745,MSSAC_RS05745,MSSAC_1079,-,-,-,DNA-directed RNA polymerase subunit A',protein-coding,-,-,-,DNA-directed RNA polymerase subunit A',20201210,-
1434118,24870668,rpoA2,MSSAC_RS05750,MSSAC_1080,-,-,-,DNA-directed RNA polymerase subunit A'',protein-coding,-,-,-,DNA-directed RNA polymerase subunit A'',20201210,-
1434118,24870669,MSSAC_RS05755,MSSAC_RS05755,MSSAC_1081,-,-,-,50S ribosomal protein L30e,protein-coding,-,-,-,50S ribosomal protein L30e,20201210,-
1434118,24870670,MSSAC_RS05760,MSSAC_RS05760,MSSAC_1082,-,-,-,NusA-like transcription termination signal-binding factor,protein-coding,-,-,-,NusA-like transcription termination signal-binding factor,20201210,-
1434118,24870671,MSSAC_RS05765,MSSAC_RS05765,MSSAC_1083,-,-,-,30S ribosomal protein S12,protein-coding,-,-,-,30S ribosomal protein S12,20201210,-
1434118,24870672,MSSAC_RS05770,MSSAC_RS05770,MSSAC_1084,-,-,-,30S ribosomal protein S7,protein-coding,-,-,-,30S ribosomal protein S7,20201210,-
1434118,24870673,MSSAC_RS05775,MSSAC_RS05775,MSSAC_1085,-,-,-,elongation factor EF-2,protein-coding,-,-,-,elongation factor EF-2,20201210,-
1434118,24870674,tuf,MSSAC_RS05780,MSSAC_1086,-,-,-,translation elongation factor EF-1 subunit alpha,protein-coding,-,-,-,translation elongation factor EF-1 subunit alpha,20201210,-
1434118,24870675,MSSAC_RS05785,MSSAC_RS05785,MSSAC_1087,-,-,-,30S ribosomal protein S10,protein-coding,-,-,-,30S ribosomal protein S10,20201210,-
1434118,24870676,MSSAC_RS05790,MSSAC_RS05790,MSSAC_1088,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870677,MSSAC_RS05795,MSSAC_RS05795,MSSAC_1089,-,-,-,HAD family hydrolase,protein-coding,-,-,-,HAD family hydrolase,20201210,-
1434118,24870678,MSSAC_RS05800,MSSAC_RS05800,MSSAC_1090,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20201210,-
1434118,24870679,MSSAC_RS05805,MSSAC_RS05805,MSSAC_1091,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20201210,-
1434118,24870680,MSSAC_RS05810,MSSAC_RS05810,MSSAC_1092,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870681,MSSAC_RS05815,MSSAC_RS05815,MSSAC_1093,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20201210,-
1434118,24870682,MSSAC_RS05820,MSSAC_RS05820,MSSAC_1094,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20201210,-
1434118,24870683,MSSAC_RS05825,MSSAC_RS05825,MSSAC_1095,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201210,-
1434118,24870684,MSSAC_RS05830,MSSAC_RS05830,MSSAC_1096,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210605,-
1434118,24870685,MSSAC_RS05835,MSSAC_RS05835,MSSAC_1097,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24870686,MSSAC_RS05840,MSSAC_RS05840,MSSAC_1098,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24870687,MSSAC_RS05845,MSSAC_RS05845,MSSAC_1099,-,-,-,formylmethanofuran dehydrogenase subunit B,protein-coding,-,-,-,formylmethanofuran dehydrogenase subunit B,20201210,-
1434118,24870688,MSSAC_RS05850,MSSAC_RS05850,MSSAC_1100,-,-,-,molybdopterin-binding protein,protein-coding,-,-,-,molybdopterin-binding protein,20201210,-
1434118,24870690,MSSAC_RS05860,MSSAC_RS05860,MSSAC_1101,-,-,-,transposase,protein-coding,-,-,-,transposase,20201210,-
1434118,24870691,MSSAC_RS05865,MSSAC_RS05865,MSSAC_1102,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870692,MSSAC_RS05870,MSSAC_RS05870,MSSAC_1103,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870693,MSSAC_RS05875,MSSAC_RS05875,MSSAC_1104,-,-,-,molybdopterin-binding protein,protein-coding,-,-,-,molybdopterin-binding protein,20201210,-
1434118,24870694,modA,MSSAC_RS05880,MSSAC_1105,-,-,-,molybdate ABC transporter substrate-binding protein,protein-coding,-,-,-,molybdate ABC transporter substrate-binding protein,20201210,-
1434118,24870695,modB,MSSAC_RS05885,MSSAC_1106,-,-,-,molybdate ABC transporter permease subunit,protein-coding,-,-,-,molybdate ABC transporter permease subunit,20201210,-
1434118,24870696,MSSAC_RS05890,MSSAC_RS05890,MSSAC_1107,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24870697,MSSAC_RS05895,MSSAC_RS05895,MSSAC_1109,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20201210,-
1434118,24870698,MSSAC_RS05900,MSSAC_RS05900,MSSAC_1110,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20201210,-
1434118,24870699,MSSAC_RS05905,MSSAC_RS05905,MSSAC_1111,-,-,-,IS110 family transposase,protein-coding,-,-,-,IS110 family transposase,20201210,-
1434118,24870700,MSSAC_RS05910,MSSAC_RS05910,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870701,MSSAC_RS05915,MSSAC_RS05915,MSSAC_1112,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20201210,-
1434118,24870702,MSSAC_RS05920,MSSAC_RS05920,MSSAC_1113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870703,MSSAC_RS05925,MSSAC_RS05925,MSSAC_1114,-,-,-,CGGC domain-containing protein,protein-coding,-,-,-,CGGC domain-containing protein,20201210,-
1434118,24870704,MSSAC_RS05930,MSSAC_RS05930,MSSAC_1115,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20201210,-
1434118,24870705,MSSAC_RS05935,MSSAC_RS05935,MSSAC_1116,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20201210,-
1434118,24870706,MSSAC_RS05940,MSSAC_RS05940,MSSAC_1117,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201210,-
1434118,24870707,MSSAC_RS05945,MSSAC_RS05945,MSSAC_1118,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20201210,-
1434118,24870708,MSSAC_RS05950,MSSAC_RS05950,MSSAC_1119,-,-,-,acetate--CoA ligase family protein,protein-coding,-,-,-,acetate--CoA ligase family protein,20201210,-
1434118,24870709,MSSAC_RS05955,MSSAC_RS05955,MSSAC_1120,-,-,-,Glu/Leu/Phe/Val dehydrogenase,protein-coding,-,-,-,Glu/Leu/Phe/Val dehydrogenase,20201210,-
1434118,24870710,MSSAC_RS05960,MSSAC_RS05960,MSSAC_1121,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870711,MSSAC_RS05965,MSSAC_RS05965,MSSAC_1122,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201210,-
1434118,24870712,MSSAC_RS05970,MSSAC_RS05970,MSSAC_1123,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870713,MSSAC_RS05975,MSSAC_RS05975,MSSAC_1124,-,-,-,IS110 family transposase,protein-coding,-,-,-,IS110 family transposase,20201210,-
1434118,24870714,MSSAC_RS05980,MSSAC_RS05980,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870716,MSSAC_RS05990,MSSAC_RS05990,MSSAC_1126,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20201210,-
1434118,24870717,MSSAC_RS05995,MSSAC_RS05995,MSSAC_1127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870718,MSSAC_RS06000,MSSAC_RS06000,MSSAC_1128,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20201210,-
1434118,24870719,MSSAC_RS06005,MSSAC_RS06005,MSSAC_1129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870720,MSSAC_RS06010,MSSAC_RS06010,MSSAC_1130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870721,tnpA,MSSAC_RS06015,-,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870722,MSSAC_RS06020,MSSAC_RS06020,-,-,-,-,pseudo,pseudo,-,-,-,-,20201210,-
1434118,24870723,MSSAC_RS06025,MSSAC_RS06025,MSSAC_1133,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20201210,-
1434118,24870725,MSSAC_RS06035,MSSAC_RS06035,MSSAC_1136,-,-,-,bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase,protein-coding,-,-,-,bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase,20210424,-
1434118,24870726,MSSAC_RS06040,MSSAC_RS06040,MSSAC_1137,-,-,-,XTP/dITP diphosphatase,protein-coding,-,-,-,XTP/dITP diphosphatase,20201210,-
1434118,24870727,MSSAC_RS06045,MSSAC_RS06045,MSSAC_1138,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
1434118,24870728,MSSAC_RS06050,MSSAC_RS06050,MSSAC_1139,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
