#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2713273,55817591,HYQ33_gp002,HYQ33_gp002,aagejoakim_2,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210123,-
2713273,55817760,HYQ33_gp171,HYQ33_gp171,aagejoakim_171,-,-,-,putative histone-like protein,protein-coding,-,-,-,putative histone-like protein,20201222,-
2713273,55817761,HYQ33_gp172,HYQ33_gp172,aagejoakim_172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817762,HYQ33_gp173,HYQ33_gp173,aagejoakim_173,-,-,-,putative tail fiber protein,protein-coding,-,-,-,putative tail fiber protein,20210403,-
2713273,55817763,HYQ33_gp174,HYQ33_gp174,aagejoakim_174,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817764,HYQ33_gp175,HYQ33_gp175,aagejoakim_175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817765,HYQ33_gp176,HYQ33_gp176,aagejoakim_176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817766,HYQ33_gp177,HYQ33_gp177,aagejoakim_177,-,-,-,RIIB protein,protein-coding,-,-,-,RIIB protein,20210403,-
2713273,55817767,HYQ33_gp178,HYQ33_gp178,aagejoakim_178,-,-,-,RIIA protein,protein-coding,-,-,-,RIIA protein,20201222,-
2713273,55817768,HYQ33_gp179,HYQ33_gp179,aagejoakim_179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817769,HYQ33_gp180,HYQ33_gp180,aagejoakim_180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817770,HYQ33_gp181,HYQ33_gp181,aagejoakim_181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817771,HYQ33_gp182,HYQ33_gp182,aagejoakim_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817772,HYQ33_gp183,HYQ33_gp183,aagejoakim_183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817773,HYQ33_gp184,HYQ33_gp184,aagejoakim_184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817774,HYQ33_gp185,HYQ33_gp185,aagejoakim_185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
2713273,55817775,HYQ33_gp186,HYQ33_gp186,aagejoakim_186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817776,HYQ33_gp187,HYQ33_gp187,aagejoakim_187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817777,HYQ33_gp188,HYQ33_gp188,aagejoakim_188,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817778,HYQ33_gp189,HYQ33_gp189,aagejoakim_189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817779,HYQ33_gp190,HYQ33_gp190,aagejoakim_190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817780,HYQ33_gp191,HYQ33_gp191,aagejoakim_191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713273,55817781,HYQ33_gp192,HYQ33_gp192,aagejoakim_192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817782,HYQ33_gp193,HYQ33_gp193,aagejoakim_193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817783,HYQ33_gp194,HYQ33_gp194,aagejoakim_194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817784,HYQ33_gp195,HYQ33_gp195,aagejoakim_195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713273,55817785,HYQ33_gp196,HYQ33_gp196,aagejoakim_196,-,-,-,putative thioredoxin,protein-coding,-,-,-,putative thioredoxin,20201222,-
2713273,55817786,HYQ33_gp197,HYQ33_gp197,aagejoakim_197,-,-,-,putative 5'(3') deoxyribonucleotidase,protein-coding,-,-,-,putative 5'(3') deoxyribonucleotidase,20210313,-
2713273,55817787,HYQ33_gp198,HYQ33_gp198,aagejoakim_198,-,-,-,putative lipoprotein,protein-coding,-,-,-,putative lipoprotein,20201222,-
2713273,55817788,HYQ33_gp199,HYQ33_gp199,aagejoakim_199,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210313,-
2713273,55817789,HYQ33_gp200,HYQ33_gp200,aagejoakim_200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817790,HYQ33_gp201,HYQ33_gp201,aagejoakim_201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817791,HYQ33_gp202,HYQ33_gp202,aagejoakim_202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817792,HYQ33_gp203,HYQ33_gp203,aagejoakim_203,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20201222,-
2713273,55817793,HYQ33_gp204,HYQ33_gp204,aagejoakim_204,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210129,-
2713273,55817794,HYQ33_gp205,HYQ33_gp205,aagejoakim_205,-,-,-,putative threonine ammonia lyase,protein-coding,-,-,-,putative threonine ammonia lyase,20210129,-
2713273,55817795,HYQ33_gp206,HYQ33_gp206,aagejoakim_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55817796,HYQ33_gp001,HYQ33_gp001,aagejoakim_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713273,55863680,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200909,-
