#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2565781,42364381,LC1Nh_RS00005,LC1Nh_RS00005,LC1Nh_0001,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20191110,-
2565781,42364537,LC1Nh_RS00785,LC1Nh_RS00785,LC1Nh_0156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364538,LC1Nh_RS00790,LC1Nh_RS00790,LC1Nh_0157,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20200926,-
2565781,42364539,LC1Nh_RS00795,LC1Nh_RS00795,LC1Nh_0158,-,-,-,HIT domain-containing protein,protein-coding,-,-,-,HIT domain-containing protein,20200926,-
2565781,42364540,LC1Nh_RS00800,LC1Nh_RS00800,LC1Nh_0159,-,-,-,S8 family serine peptidase,protein-coding,-,-,-,S8 family serine peptidase,20200926,-
2565781,42364541,LC1Nh_RS00805,LC1Nh_RS00805,LC1Nh_0160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364542,LC1Nh_RS00810,LC1Nh_RS00810,LC1Nh_0161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364543,LC1Nh_RS00815,LC1Nh_RS00815,LC1Nh_0162,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364544,LC1Nh_RS00820,LC1Nh_RS00820,LC1Nh_0163,-,-,-,DUF814 domain-containing protein,protein-coding,-,-,-,DUF814 domain-containing protein,20200926,-
2565781,42364545,scpB,LC1Nh_RS00825,LC1Nh_0164,-,-,-,SMC-Scp complex subunit ScpB,protein-coding,-,-,-,SMC-Scp complex subunit ScpB,20200926,-
2565781,42364546,LC1Nh_RS00830,LC1Nh_RS00830,LC1Nh_0165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364547,LC1Nh_RS00835,LC1Nh_RS00835,LC1Nh_0166,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20191110,-
2565781,42364548,LC1Nh_RS00840,LC1Nh_RS00840,LC1Nh_0167,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364549,LC1Nh_RS00845,LC1Nh_RS00845,LC1Nh_0168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364550,aspS,LC1Nh_RS00850,LC1Nh_0169,-,-,-,aspartate--tRNA(Asn) ligase,protein-coding,-,-,-,aspartate--tRNA(Asn) ligase,20200926,-
2565781,42364551,LC1Nh_RS00855,LC1Nh_RS00855,LC1Nh_0170,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20191110,-
2565781,42364552,LC1Nh_RS00860,LC1Nh_RS00860,LC1Nh_0171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364553,LC1Nh_RS00865,LC1Nh_RS00865,LC1Nh_0172,-,-,-,deoxyuridine 5'-triphosphate nucleotidohydrolase,protein-coding,-,-,-,deoxyuridine 5'-triphosphate nucleotidohydrolase,20200926,-
2565781,42364554,LC1Nh_RS00870,LC1Nh_RS00870,LC1Nh_0173,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364555,LC1Nh_RS00875,LC1Nh_RS00875,LC1Nh_0174,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20191110,-
2565781,42364556,LC1Nh_RS00880,LC1Nh_RS00880,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364557,LC1Nh_RS00885,LC1Nh_RS00885,LC1Nh_0176,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364558,LC1Nh_RS00890,LC1Nh_RS00890,LC1Nh_0177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364559,LC1Nh_RS00895,LC1Nh_RS00895,LC1Nh_0178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364560,LC1Nh_RS00900,LC1Nh_RS00900,LC1Nh_0179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364561,LC1Nh_RS00905,LC1Nh_RS00905,LC1Nh_0180,-,-,-,ROK family protein,protein-coding,-,-,-,ROK family protein,20200926,-
2565781,42364562,LC1Nh_RS00910,LC1Nh_RS00910,LC1Nh_0181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364563,LC1Nh_RS00915,LC1Nh_RS00915,LC1Nh_0182,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364564,LC1Nh_RS00920,LC1Nh_RS00920,LC1Nh_0183,-,-,-,ribonuclease HII,protein-coding,-,-,-,ribonuclease HII,20200926,-
2565781,42364565,endA,LC1Nh_RS00925,LC1Nh_0184,-,-,-,tRNA-intron lyase,protein-coding,-,-,-,tRNA-intron lyase,20200926,-
2565781,42364566,LC1Nh_RS00930,LC1Nh_RS00930,LC1Nh_0185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364567,LC1Nh_RS00935,LC1Nh_RS00935,LC1Nh_0186,-,-,-,rhomboid family intramembrane serine protease,protein-coding,-,-,-,rhomboid family intramembrane serine protease,20200926,-
2565781,42364568,glyS,LC1Nh_RS00940,LC1Nh_0187,-,-,-,glycine--tRNA ligase,protein-coding,-,-,-,glycine--tRNA ligase,20200926,-
2565781,42364569,pgk,LC1Nh_RS00945,LC1Nh_0188,-,-,-,phosphoglycerate kinase,protein-coding,-,-,-,phosphoglycerate kinase,20200926,-
2565781,42364570,LC1Nh_RS00950,LC1Nh_RS00950,LC1Nh_0189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364571,LC1Nh_RS00955,LC1Nh_RS00955,LC1Nh_0190,-,-,-,M20/M25/M40 family metallo-hydrolase,protein-coding,-,-,-,M20/M25/M40 family metallo-hydrolase,20200926,-
2565781,42364572,LC1Nh_RS00960,LC1Nh_RS00960,LC1Nh_0191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364573,trpS,LC1Nh_RS00965,LC1Nh_0192,-,-,-,tryptophan--tRNA ligase,protein-coding,-,-,-,tryptophan--tRNA ligase,20200926,-
2565781,42364574,LC1Nh_RS00970,LC1Nh_RS00970,LC1Nh_0193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364575,LC1Nh_RS00975,LC1Nh_RS00975,LC1Nh_0194,-,-,-,phenylalanine--tRNA ligase subunit alpha,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit alpha,20200926,-
2565781,42364576,LC1Nh_RS00980,LC1Nh_RS00980,LC1Nh_0195,-,-,-,phenylalanine--tRNA ligase subunit beta,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit beta,20200926,-
2565781,42364577,LC1Nh_RS00985,LC1Nh_RS00985,LC1Nh_0196,-,-,-,PspC domain-containing protein,protein-coding,-,-,-,PspC domain-containing protein,20200926,-
2565781,42364578,LC1Nh_RS00990,LC1Nh_RS00990,LC1Nh_0197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364579,LC1Nh_RS00995,LC1Nh_RS00995,LC1Nh_0198,-,-,-,nucleoside-diphosphate kinase,protein-coding,-,-,-,nucleoside-diphosphate kinase,20200926,-
2565781,42364580,LC1Nh_RS01000,LC1Nh_RS01000,LC1Nh_0199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364581,LC1Nh_RS01005,LC1Nh_RS01005,LC1Nh_0200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364582,LC1Nh_RS01010,LC1Nh_RS01010,LC1Nh_0201,-,-,-,DUF87 domain-containing protein,protein-coding,-,-,-,DUF87 domain-containing protein,20200926,-
2565781,42364583,LC1Nh_RS01015,LC1Nh_RS01015,LC1Nh_0202,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364584,LC1Nh_RS01020,LC1Nh_RS01020,LC1Nh_0203,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20200926,-
2565781,42364585,truD,LC1Nh_RS01025,LC1Nh_0204,-,-,-,tRNA pseudouridine(13) synthase TruD,protein-coding,-,-,-,tRNA pseudouridine(13) synthase TruD,20200926,-
2565781,42364586,LC1Nh_RS01030,LC1Nh_RS01030,LC1Nh_0205,-,-,-,phospholipid carrier-dependent glycosyltransferase,protein-coding,-,-,-,phospholipid carrier-dependent glycosyltransferase,20200926,-
2565781,42364587,LC1Nh_RS01035,LC1Nh_RS01035,LC1Nh_0206,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20200926,-
2565781,42364588,LC1Nh_RS01040,LC1Nh_RS01040,LC1Nh_0207,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364589,LC1Nh_RS01045,LC1Nh_RS01045,LC1Nh_0208,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20200926,-
2565781,42364590,LC1Nh_RS01050,LC1Nh_RS01050,LC1Nh_0209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364591,LC1Nh_RS01055,LC1Nh_RS01055,LC1Nh_0210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364592,LC1Nh_RS01060,LC1Nh_RS01060,LC1Nh_0211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364593,LC1Nh_RS01065,LC1Nh_RS01065,LC1Nh_0212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364594,LC1Nh_RS01070,LC1Nh_RS01070,LC1Nh_0213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364595,LC1Nh_RS01075,LC1Nh_RS01075,LC1Nh_0214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364596,LC1Nh_RS01080,LC1Nh_RS01080,LC1Nh_0215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364597,LC1Nh_RS01085,LC1Nh_RS01085,LC1Nh_0216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364598,LC1Nh_RS01090,LC1Nh_RS01090,LC1Nh_0217,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20200926,-
2565781,42364599,LC1Nh_RS01095,LC1Nh_RS01095,LC1Nh_0218,-,-,-,DUF58 domain-containing protein,protein-coding,-,-,-,DUF58 domain-containing protein,20200926,-
2565781,42364600,LC1Nh_RS01100,LC1Nh_RS01100,LC1Nh_0219,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20191110,-
2565781,42364601,LC1Nh_RS01105,LC1Nh_RS01105,LC1Nh_0220,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20191110,-
2565781,42364602,LC1Nh_RS01110,LC1Nh_RS01110,LC1Nh_0221,-,-,-,AAA domain-containing protein,protein-coding,-,-,-,AAA domain-containing protein,20191110,-
2565781,42364603,LC1Nh_RS01115,LC1Nh_RS01115,LC1Nh_0222,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200926,-
2565781,42364604,LC1Nh_RS01120,LC1Nh_RS01120,LC1Nh_0223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364605,LC1Nh_RS01125,LC1Nh_RS01125,LC1Nh_0224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364606,LC1Nh_RS01130,LC1Nh_RS01130,LC1Nh_0225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364607,LC1Nh_RS01135,LC1Nh_RS01135,LC1Nh_0226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364608,LC1Nh_RS01140,LC1Nh_RS01140,LC1Nh_0227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364609,LC1Nh_RS01145,LC1Nh_RS01145,LC1Nh_0228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364610,LC1Nh_RS01150,LC1Nh_RS01150,LC1Nh_0229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364611,LC1Nh_RS01155,LC1Nh_RS01155,LC1Nh_0230,-,-,-,P-loop NTPase,protein-coding,-,-,-,P-loop NTPase,20200926,-
2565781,42364612,LC1Nh_RS01160,LC1Nh_RS01160,LC1Nh_0231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364613,ppsA,LC1Nh_RS01165,LC1Nh_0232,-,-,-,phosphoenolpyruvate synthase,protein-coding,-,-,-,phosphoenolpyruvate synthase,20191110,-
2565781,42364614,LC1Nh_RS01170,LC1Nh_RS01170,LC1Nh_0233,-,-,-,translation initiation factor IF-6,protein-coding,-,-,-,translation initiation factor IF-6,20200926,-
2565781,42364615,LC1Nh_RS01175,LC1Nh_RS01175,LC1Nh_0234,-,-,-,50S ribosomal protein L39e,protein-coding,-,-,-,50S ribosomal protein L39e,20200926,-
2565781,42364616,LC1Nh_RS01180,LC1Nh_RS01180,LC1Nh_0235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364617,LC1Nh_RS01185,LC1Nh_RS01185,LC1Nh_0236,-,-,-,30S ribosomal protein S19e,protein-coding,-,-,-,30S ribosomal protein S19e,20200926,-
2565781,42364618,LC1Nh_RS01190,LC1Nh_RS01190,LC1Nh_0237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364619,thrS,LC1Nh_RS01195,LC1Nh_0238,-,-,-,threonine--tRNA ligase,protein-coding,-,-,-,threonine--tRNA ligase,20200926,-
2565781,42364620,LC1Nh_RS01200,LC1Nh_RS01200,LC1Nh_0239,-,-,-,flippase-like domain-containing protein,protein-coding,-,-,-,flippase-like domain-containing protein,20200926,-
2565781,42364621,LC1Nh_RS01205,LC1Nh_RS01205,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364622,LC1Nh_RS01210,LC1Nh_RS01210,LC1Nh_0240,-,-,-,tRNA (cytidine(56)-2'-O)-methyltransferase,protein-coding,-,-,-,tRNA (cytidine(56)-2'-O)-methyltransferase,20191110,-
2565781,42364623,LC1Nh_RS01215,LC1Nh_RS01215,LC1Nh_0241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364624,rnz,LC1Nh_RS01220,LC1Nh_0242,-,-,-,ribonuclease Z,protein-coding,-,-,-,ribonuclease Z,20200926,-
2565781,42364625,LC1Nh_RS01225,LC1Nh_RS01225,LC1Nh_0243,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364626,LC1Nh_RS01230,LC1Nh_RS01230,LC1Nh_0244,-,-,-,TIGR01177 family methyltransferase,protein-coding,-,-,-,TIGR01177 family methyltransferase,20200926,-
2565781,42364627,LC1Nh_RS01235,LC1Nh_RS01235,LC1Nh_0245,-,-,-,flippase-like domain-containing protein,protein-coding,-,-,-,flippase-like domain-containing protein,20200926,-
2565781,42364628,LC1Nh_RS01240,LC1Nh_RS01240,LC1Nh_0246,-,-,-,ribonuclease P,protein-coding,-,-,-,ribonuclease P,20200926,-
2565781,42364629,LC1Nh_RS01245,LC1Nh_RS01245,LC1Nh_0247,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20200926,-
2565781,42364630,LC1Nh_RS01250,LC1Nh_RS01250,LC1Nh_0248,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20200926,-
2565781,42364631,LC1Nh_RS01255,LC1Nh_RS01255,LC1Nh_0249,-,-,-,DUF2070 family protein,protein-coding,-,-,-,DUF2070 family protein,20200926,-
2565781,42364632,LC1Nh_RS01260,LC1Nh_RS01260,LC1Nh_0250,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20200926,-
2565781,42364633,LC1Nh_RS01265,LC1Nh_RS01265,LC1Nh_0251,-,-,-,-,tRNA,-,-,-,-,20191110,-
2565781,42364634,LC1Nh_RS01270,LC1Nh_RS01270,LC1Nh_0252,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364635,LC1Nh_RS01275,LC1Nh_RS01275,LC1Nh_0253,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364636,LC1Nh_RS01280,LC1Nh_RS01280,LC1Nh_0254,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364637,LC1Nh_RS01285,LC1Nh_RS01285,LC1Nh_0255,-,-,-,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,protein-coding,-,-,-,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,20200926,-
2565781,42364638,LC1Nh_RS01290,LC1Nh_RS01290,LC1Nh_0256,-,-,-,adenylyltransferase/cytidyltransferase family protein,protein-coding,-,-,-,adenylyltransferase/cytidyltransferase family protein,20191110,-
2565781,42364639,LC1Nh_RS01295,LC1Nh_RS01295,LC1Nh_0257,-,-,-,PKD domain-containing protein,protein-coding,-,-,-,PKD domain-containing protein,20191110,-
2565781,42364640,LC1Nh_RS01300,LC1Nh_RS01300,LC1Nh_0258,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364641,LC1Nh_RS01305,LC1Nh_RS01305,LC1Nh_0259,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364642,LC1Nh_RS01310,LC1Nh_RS01310,LC1Nh_0260,-,-,-,DUF59 domain-containing protein,protein-coding,-,-,-,DUF59 domain-containing protein,20200926,-
2565781,42364643,sufB,LC1Nh_RS01315,LC1Nh_0261,-,-,-,Fe-S cluster assembly protein SufB,protein-coding,-,-,-,Fe-S cluster assembly protein SufB,20200926,-
2565781,42364644,LC1Nh_RS01320,LC1Nh_RS01320,LC1Nh_0262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364645,LC1Nh_RS01325,LC1Nh_RS01325,LC1Nh_0263,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20200926,-
2565781,42364646,LC1Nh_RS01330,LC1Nh_RS01330,LC1Nh_0264,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364647,sufS,LC1Nh_RS01335,LC1Nh_0265,-,-,-,SufS family cysteine desulfurase,protein-coding,-,-,-,SufS family cysteine desulfurase,20200926,-
2565781,42364648,LC1Nh_RS01340,LC1Nh_RS01340,LC1Nh_0266,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364649,sufC,LC1Nh_RS01345,LC1Nh_0267,-,-,-,Fe-S cluster assembly ATPase SufC,protein-coding,-,-,-,Fe-S cluster assembly ATPase SufC,20200926,-
2565781,42364650,LC1Nh_RS01350,LC1Nh_RS01350,LC1Nh_0268,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20191110,-
2565781,42364651,LC1Nh_RS01355,LC1Nh_RS01355,LC1Nh_0269,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364652,LC1Nh_RS01360,LC1Nh_RS01360,LC1Nh_0270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364653,LC1Nh_RS01365,LC1Nh_RS01365,LC1Nh_0271,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364654,LC1Nh_RS01370,LC1Nh_RS01370,LC1Nh_0272,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364655,infB,LC1Nh_RS01375,LC1Nh_0273,-,-,-,translation initiation factor IF-2,protein-coding,-,-,-,translation initiation factor IF-2,20200926,-
2565781,42364656,LC1Nh_RS01380,LC1Nh_RS01380,LC1Nh_0274,-,-,-,50S ribosomal protein L24e,protein-coding,-,-,-,50S ribosomal protein L24e,20200926,-
2565781,42364657,rps28e,LC1Nh_RS01385,LC1Nh_0275,-,-,-,30S ribosomal protein S28e,protein-coding,-,-,-,30S ribosomal protein S28e,20200926,-
2565781,42364658,LC1Nh_RS01390,LC1Nh_RS01390,LC1Nh_0276,-,-,-,50S ribosomal protein L7ae,protein-coding,-,-,-,50S ribosomal protein L7ae,20200926,-
2565781,42364659,LC1Nh_RS01395,LC1Nh_RS01395,LC1Nh_0277,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364660,LC1Nh_RS01400,LC1Nh_RS01400,LC1Nh_0278,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364661,LC1Nh_RS01405,LC1Nh_RS01405,LC1Nh_0279,-,-,-,30S ribosomal protein S2,protein-coding,-,-,-,30S ribosomal protein S2,20200926,-
2565781,42364662,LC1Nh_RS01410,LC1Nh_RS01410,LC1Nh_0280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364663,LC1Nh_RS01415,LC1Nh_RS01415,LC1Nh_0281,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364664,LC1Nh_RS01420,LC1Nh_RS01420,LC1Nh_0282,-,-,-,enolase,protein-coding,-,-,-,enolase,20200926,-
2565781,42364665,LC1Nh_RS01425,LC1Nh_RS01425,LC1Nh_0283,-,-,-,DNA-directed RNA polymerase subunit K,protein-coding,-,-,-,DNA-directed RNA polymerase subunit K,20200926,-
2565781,42364666,LC1Nh_RS01430,LC1Nh_RS01430,LC1Nh_0284,-,-,-,proteasome assembly chaperone family protein,protein-coding,-,-,-,proteasome assembly chaperone family protein,20200926,-
2565781,42364667,LC1Nh_RS01435,LC1Nh_RS01435,-,-,-,-,ribosome biogenesis protein,protein-coding,-,-,-,ribosome biogenesis protein,20191110,-
2565781,42364668,LC1Nh_RS01440,LC1Nh_RS01440,LC1Nh_0285,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364669,LC1Nh_RS01445,LC1Nh_RS01445,LC1Nh_0286,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200926,-
2565781,42364670,LC1Nh_RS01450,LC1Nh_RS01450,LC1Nh_0287,-,-,-,30S ribosomal protein S27e,protein-coding,-,-,-,30S ribosomal protein S27e,20200926,-
2565781,42364671,LC1Nh_RS01455,LC1Nh_RS01455,LC1Nh_0288,-,-,-,50S ribosomal protein L44e,protein-coding,-,-,-,50S ribosomal protein L44e,20200926,-
2565781,42364672,LC1Nh_RS01460,LC1Nh_RS01460,LC1Nh_0289,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200926,-
2565781,42364673,LC1Nh_RS01465,LC1Nh_RS01465,LC1Nh_0290,-,-,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20200926,-
2565781,42364674,LC1Nh_RS01470,LC1Nh_RS01470,LC1Nh_0291,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364675,pyrH,LC1Nh_RS01475,LC1Nh_0292,-,-,-,UMP kinase,protein-coding,-,-,-,UMP kinase,20200926,-
2565781,42364676,LC1Nh_RS01480,LC1Nh_RS01480,LC1Nh_0293,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364677,LC1Nh_RS01485,LC1Nh_RS01485,LC1Nh_0294,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364678,LC1Nh_RS01490,LC1Nh_RS01490,LC1Nh_0295,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200926,-
2565781,42364679,pcn,LC1Nh_RS01495,LC1Nh_0296,-,-,-,proliferating cell nuclear antigen (pcna),protein-coding,-,-,-,proliferating cell nuclear antigen (pcna),20200926,-
2565781,42364680,LC1Nh_RS01500,LC1Nh_RS01500,LC1Nh_0297,-,-,-,replication protein RepA,protein-coding,-,-,-,replication protein RepA,20191110,-
2565781,42364681,LC1Nh_RS01505,LC1Nh_RS01505,LC1Nh_0298,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364682,LC1Nh_RS01510,LC1Nh_RS01510,LC1Nh_0299,-,-,-,transcription factor S,protein-coding,-,-,-,transcription factor S,20200926,-
2565781,42364683,LC1Nh_RS01515,LC1Nh_RS01515,LC1Nh_0300,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20200926,-
2565781,42364684,LC1Nh_RS01520,LC1Nh_RS01520,LC1Nh_0301,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364685,LC1Nh_RS01525,LC1Nh_RS01525,LC1Nh_0302,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,protein-coding,-,-,-,type II toxin-antitoxin system RelE/ParE family toxin,20200926,-
2565781,42364686,LC1Nh_RS01530,LC1Nh_RS01530,LC1Nh_0303,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
2565781,42364687,LC1Nh_RS01535,LC1Nh_RS01535,LC1Nh_0304,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200926,-
2565781,42364688,LC1Nh_RS01540,LC1Nh_RS01540,LC1Nh_0305,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200926,-
2565781,42364689,LC1Nh_RS01545,LC1Nh_RS01545,LC1Nh_0306,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364690,LC1Nh_RS01550,LC1Nh_RS01550,LC1Nh_0307,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20200926,-
2565781,42364691,LC1Nh_RS01555,LC1Nh_RS01555,LC1Nh_0308,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20200926,-
2565781,42364692,LC1Nh_RS01560,LC1Nh_RS01560,LC1Nh_0309,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364693,LC1Nh_RS01565,LC1Nh_RS01565,LC1Nh_0310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
2565781,42364694,LC1Nh_RS01570,LC1Nh_RS01570,LC1Nh_0311,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191110,-
