#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2713292,55817798,HYQ34_gp002,HYQ34_gp002,dinky_2,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210403,-
2713292,55817974,HYQ34_gp178,HYQ34_gp178,dinky_178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817975,HYQ34_gp179,HYQ34_gp179,dinky_179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817976,HYQ34_gp180,HYQ34_gp180,dinky_180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817977,HYQ34_gp181,HYQ34_gp181,dinky_181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713292,55817978,HYQ34_gp182,HYQ34_gp182,dinky_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817979,HYQ34_gp183,HYQ34_gp183,dinky_183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817980,HYQ34_gp184,HYQ34_gp184,dinky_184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817981,HYQ34_gp185,HYQ34_gp185,dinky_185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817982,HYQ34_gp186,HYQ34_gp186,dinky_186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713292,55817983,HYQ34_gp187,HYQ34_gp187,dinky_187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817984,HYQ34_gp188,HYQ34_gp188,dinky_188,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817985,HYQ34_gp189,HYQ34_gp189,dinky_189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713292,55817986,HYQ34_gp190,HYQ34_gp190,dinky_190,-,-,-,putative thioredoxin,protein-coding,-,-,-,putative thioredoxin,20200910,-
2713292,55817987,HYQ34_gp191,HYQ34_gp191,dinky_191,-,-,-,putative 5'(3') deoxyribonucleotidase,protein-coding,-,-,-,putative 5'(3') deoxyribonucleotidase,20210129,-
2713292,55817988,HYQ34_gp192,HYQ34_gp192,dinky_192,-,-,-,putative lipoprotein,protein-coding,-,-,-,putative lipoprotein,20200910,-
2713292,55817989,HYQ34_gp193,HYQ34_gp193,dinky_193,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20201217,-
2713292,55817990,HYQ34_gp194,HYQ34_gp194,dinky_194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817991,HYQ34_gp195,HYQ34_gp195,dinky_195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817992,HYQ34_gp196,HYQ34_gp196,dinky_196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817993,HYQ34_gp197,HYQ34_gp197,dinky_197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817994,HYQ34_gp198,HYQ34_gp198,dinky_198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817995,HYQ34_gp199,HYQ34_gp199,dinky_199,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713292,55817996,HYQ34_gp200,HYQ34_gp200,dinky_200,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210313,-
2713292,55817997,HYQ34_gp201,HYQ34_gp201,dinky_201,-,-,-,putative threonine ammonia lyase,protein-coding,-,-,-,putative threonine ammonia lyase,20210313,-
2713292,55817998,HYQ34_gp202,HYQ34_gp202,dinky_202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55817999,HYQ34_gp203,HYQ34_gp203,dinky_203,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210313,-
2713292,55818000,HYQ34_gp204,HYQ34_gp204,dinky_204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55818001,HYQ34_gt001,HYQ34_gt001,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2713292,55818002,HYQ34_gt002,HYQ34_gt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2713292,55818003,HYQ34_gt003,HYQ34_gt003,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2713292,55818004,HYQ34_gp001,HYQ34_gp001,dinky_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713292,55863688,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200909,-
