#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
41875,18158058,Rps12,BathyMg00251,-,-,MT,-,ribosomal protein S12,protein-coding,-,-,-,-,20160827,-
41875,19012548,Bathy12g02860,Bathy12g02860,-,-,12,-,radical SAM domain-containing protein,protein-coding,-,-,-,-,20170826,-
41875,19012549,Bathy12g03440,Bathy12g03440,-,-,12,-,"fructose-1,6-bisphosphatase",protein-coding,-,-,-,-,20170826,-
41875,19012550,Bathy12g03400,Bathy12g03400,-,-,12,-,cell division control protein 54,protein-coding,-,-,-,-,20170826,-
41875,19012551,Bathy12g03390,Bathy12g03390,-,-,12,-,50S ribosomal protein L11,protein-coding,-,-,-,-,20170826,-
41875,19012552,Bathy12g03380,Bathy12g03380,-,-,12,-,50S ribosomal protein L33,protein-coding,-,-,-,-,20170826,-
41875,19012553,Bathy12g03370,Bathy12g03370,-,-,12,-,ATP:cob(I)alamin adenosyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19012554,Bathy12g03360,Bathy12g03360,-,-,12,-,phosphoglycolate phosphatase,protein-coding,-,-,-,-,20170826,-
41875,19012555,Bathy12g02980,Bathy12g02980,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012556,Bathy12g02960,Bathy12g02960,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012557,Bathy12g02970,Bathy12g02970,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012558,Bathy12g03310,Bathy12g03310,-,-,12,-,co-chaperonin GroES,protein-coding,-,-,-,-,20170826,-
41875,19012559,Bathy12g03120,Bathy12g03120,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012560,Bathy12g03290,Bathy12g03290,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012561,Bathy12g03280,Bathy12g03280,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012562,Bathy12g03100,Bathy12g03100,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012563,Bathy12g03270,Bathy12g03270,-,-,12,-,"PREDICTED: similar to ankyrin 2,3/unc44",protein-coding,-,-,-,-,20170826,-
41875,19012564,Bathy12g03110,Bathy12g03110,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012565,Bathy12g03090,Bathy12g03090,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012566,Bathy12g03080,Bathy12g03080,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012567,Bathy12g03250,Bathy12g03250,-,-,12,-,histidyl-tRNA synthetase,protein-coding,-,-,-,-,20170826,-
41875,19012568,Bathy12g03070,Bathy12g03070,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012569,Bathy12g03040,Bathy12g03040,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012570,Bathy12g03200,Bathy12g03200,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012571,Bathy12g03190,Bathy12g03190,-,-,12,-,hypothetical protein BRAFLDRAFT_131109,protein-coding,-,-,-,-,20170826,-
41875,19012572,Bathy12g03180,Bathy12g03180,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012573,Bathy12g03020,Bathy12g03020,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012574,Bathy12g03000,Bathy12g03000,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012575,Bathy12g03600,Bathy12g03600,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012576,Bathy12g03820,Bathy12g03820,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012577,Bathy12g03810,Bathy12g03810,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012578,Bathy12g03860,Bathy12g03860,-,-,12,-,rRNA methylase,protein-coding,-,-,-,-,20170826,-
41875,19012579,Bathy12g03060,Bathy12g03060,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012580,Bathy12g03170,Bathy12g03170,-,-,12,-,bacterioferritin comigratory protein,protein-coding,-,-,-,-,20170826,-
41875,19012581,Bathy12g03570,Bathy12g03570,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012582,Bathy12g03580,Bathy12g03580,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012583,Bathy12g03560,Bathy12g03560,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012584,Bathy12g03540,Bathy12g03540,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012585,Bathy12g03520,Bathy12g03520,-,-,12,-,excinuclease ABC subunit B,protein-coding,-,-,-,-,20170826,-
41875,19012586,Bathy12g03550,Bathy12g03550,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012587,Bathy12g03160,Bathy12g03160,-,-,12,-,tyrosine-specific transport protein,protein-coding,-,-,-,-,20170826,-
41875,19012588,Bathy12g03590,Bathy12g03590,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012589,Bathy12g00790,Bathy12g00790,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012590,Bathy12g00200,Bathy12g00200,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012591,Bathy12g00090,Bathy12g00090,-,-,12,-,ATP-binding cassette superfamily,protein-coding,-,-,-,-,20170826,-
41875,19012592,Bathy12g00130,Bathy12g00130,-,-,12,-,pseudouridine synthase,protein-coding,-,-,-,-,20170826,-
41875,19012593,Bathy12g00190,Bathy12g00190,-,-,12,-,"dUTP pyrophosphatase, putative",protein-coding,-,-,-,-,20170826,-
41875,19012594,Bathy12g00800,Bathy12g00800,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012595,Bathy12g00780,Bathy12g00780,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012596,Bathy12g00750,Bathy12g00750,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012597,Bathy12g00770,Bathy12g00770,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012598,Bathy12g00810,Bathy12g00810,-,-,12,-,ATP-binding cassette sub-family G member 2,protein-coding,-,-,-,-,20170826,-
41875,19012599,Bathy12g00830,Bathy12g00830,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012600,Bathy12g00740,Bathy12g00740,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012601,Bathy12g00850,Bathy12g00850,-,-,12,-,DUF250 domain membrane protein,protein-coding,-,-,-,-,20170826,-
41875,19012602,Bathy12g00860,Bathy12g00860,-,-,12,-,DNA replication complex GINS protein PSF1,protein-coding,-,-,-,-,20170826,-
41875,19012603,Bathy12g00910,Bathy12g00910,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012604,Bathy12g00890,Bathy12g00890,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012605,Bathy12g02770,Bathy12g02770,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012606,Bathy12g00920,Bathy12g00920,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012607,Bathy12g00720,Bathy12g00720,-,-,12,-,nuclear transcription factor Y subunit gamma,protein-coding,-,-,-,-,20170826,-
41875,19012608,Bathy12g00870,Bathy12g00870,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012609,Bathy12g00820,Bathy12g00820,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012610,Bathy12g00220,Bathy12g00220,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012611,Bathy12g00840,Bathy12g00840,-,-,12,-,PREDICTED: similar to calponin-homology and microtubule-associated protein,protein-coding,-,-,-,-,20170826,-
41875,19012612,Bathy12g00210,Bathy12g00210,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012613,Bathy12g00230,Bathy12g00230,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012614,Bathy12g00540,Bathy12g00540,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012615,Bathy12g00530,Bathy12g00530,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012616,Bathy12g01220,Bathy12g01220,-,-,12,-,Septum formation protein Maf,protein-coding,-,-,-,-,20170826,-
41875,19012617,Bathy12g00120,Bathy12g00120,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012618,Bathy12g01420,Bathy12g01420,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012619,Bathy12g00620,Bathy12g00620,-,-,12,-,ankyrin repeat protein,protein-coding,-,-,-,-,20170826,-
41875,19012620,Bathy12g00610,Bathy12g00610,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012621,Bathy12g01560,Bathy12g01560,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012622,Bathy12g00630,Bathy12g00630,-,-,12,-,"conserved Plasmodium protein, unknown function",protein-coding,-,-,-,-,20170826,-
41875,19012623,Bathy12g01410,Bathy12g01410,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012624,Bathy12g01430,Bathy12g01430,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012625,Bathy12g00510,Bathy12g00510,-,-,12,-,PREDICTED: histone-lysine N-methyltransferase EZH1-like,protein-coding,-,-,-,-,20170826,-
41875,19012626,Bathy12g00520,Bathy12g00520,-,-,12,-,ribonuclease E,protein-coding,-,-,-,-,20170826,-
41875,19012627,Bathy12g00490,Bathy12g00490,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012628,Bathy12g00480,Bathy12g00480,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012629,Bathy12g01390,Bathy12g01390,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012630,Bathy12g00150,Bathy12g00150,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012631,Bathy12g00160,Bathy12g00160,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012632,Bathy12g00500,Bathy12g00500,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012633,Bathy12g01360,Bathy12g01360,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012634,Bathy12g01380,Bathy12g01380,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012635,Bathy12g00470,Bathy12g00470,-,-,12,-,DNA gyrase subunit A,protein-coding,-,-,-,-,20170826,-
41875,19012636,Bathy12g00460,Bathy12g00460,-,-,12,-,Drug/Metabolite transporter superfamily,protein-coding,-,-,-,-,20170826,-
41875,19012637,Bathy12g01320,Bathy12g01320,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012638,Bathy12g01200,Bathy12g01200,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012639,Bathy12g01230,Bathy12g01230,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012640,Bathy12g01310,Bathy12g01310,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012641,Bathy12g01350,Bathy12g01350,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012642,Bathy12g01370,Bathy12g01370,-,-,12,-,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",protein-coding,-,-,-,-,20170826,-
41875,19012643,Bathy12g01400,Bathy12g01400,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012644,Bathy12g00760,Bathy12g00760,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012645,Bathy12g01440,Bathy12g01440,-,-,12,-,50S ribosomal protein L20,protein-coding,-,-,-,-,20170826,-
41875,19012646,Bathy12g00700,Bathy12g00700,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012647,Bathy12g00690,Bathy12g00690,-,-,12,-,elongation factor 2,protein-coding,-,-,-,-,20170826,-
41875,19012648,Bathy12g00670,Bathy12g00670,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012649,Bathy12g01460,Bathy12g01460,-,-,12,-,40S ribosomal protein S8,protein-coding,-,-,-,-,20170826,-
41875,19012650,Bathy12g01490,Bathy12g01490,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012651,Bathy12g01500,Bathy12g01500,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012652,Bathy12g01540,Bathy12g01540,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012653,Bathy12g00650,Bathy12g00650,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012654,Bathy12g00040,Bathy12g00040,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012655,Bathy12g01580,Bathy12g01580,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012656,Bathy12g00020,Bathy12g00020,-,-,12,-,ATP-dependent RNA helicase,protein-coding,-,-,-,-,20170826,-
41875,19012657,Bathy12g01600,Bathy12g01600,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012658,Bathy12g00030,Bathy12g00030,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012659,Bathy12g03870,Bathy12g03870,-,-,12,-,amino acid permease-associated region,protein-coding,-,-,-,-,20170826,-
41875,19012660,Bathy12g03850,Bathy12g03850,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012661,Bathy12g01520,Bathy12g01520,-,-,12,-,putative RNA recognition motif protein,protein-coding,-,-,-,-,20170826,-
41875,19012662,Bathy12g00660,Bathy12g00660,-,-,12,-,fatty acid 2-hydroxylase,protein-coding,-,-,-,-,20170826,-
41875,19012663,Bathy12g01570,Bathy12g01570,-,-,12,-,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",protein-coding,-,-,-,-,20170826,-
41875,19012664,Bathy12g01590,Bathy12g01590,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012665,Bathy12g00960,Bathy12g00960,-,-,12,-,"type 2 lactosamine alpha-2,3-sialyltransferase",protein-coding,-,-,-,-,20170826,-
41875,19012666,Bathy12g00990,Bathy12g00990,-,-,12,-,lysyl-tRNA synthetase,protein-coding,-,-,-,-,20170826,-
41875,19012667,Bathy12g01000,Bathy12g01000,-,-,12,-,50S ribosomal protein L31,protein-coding,-,-,-,-,20170826,-
41875,19012668,Bathy12g01030,Bathy12g01030,-,-,12,-,mitotic spindle checkpoint component mad2,protein-coding,-,-,-,-,20170826,-
41875,19012669,Bathy12g00730,Bathy12g00730,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012670,Bathy12g01080,Bathy12g01080,-,-,12,-,50S ribosomal protein L19,protein-coding,-,-,-,-,20170826,-
41875,19012671,Bathy12g01110,Bathy12g01110,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012672,Bathy12g01100,Bathy12g01100,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012673,Bathy12g00710,Bathy12g00710,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012674,Bathy12g01270,Bathy12g01270,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012675,Bathy12g00430,Bathy12g00430,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012676,Bathy12g00110,Bathy12g00110,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012677,Bathy12g00420,Bathy12g00420,-,-,12,-,elongator complex protein,protein-coding,-,-,-,-,20170826,-
41875,19012678,Bathy12g00440,Bathy12g00440,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012679,Bathy12g01260,Bathy12g01260,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012680,Bathy12g00410,Bathy12g00410,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012681,Bathy12g01240,Bathy12g01240,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012682,Bathy12g01250,Bathy12g01250,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012683,Bathy12g01210,Bathy12g01210,-,-,12,-,floral homeotic protein,protein-coding,-,-,-,-,20170826,-
41875,19012684,Bathy12g00390,Bathy12g00390,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012685,Bathy12g01340,Bathy12g01340,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012686,Bathy12g00450,Bathy12g00450,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012687,Bathy12g01290,Bathy12g01290,-,-,12,-,"6,7-dimethyl-8-ribityllumazine synthase",protein-coding,-,-,-,-,20170826,-
41875,19012688,Bathy12g00640,Bathy12g00640,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012689,Bathy12g01610,Bathy12g01610,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012690,Bathy12g01620,Bathy12g01620,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012691,tRNA_Pro_TGG,Bathy12g03055,-,-,12,-,tRNA,tRNA,-,-,-,-,20170826,-
41875,19012692,Bathy12g00010,Bathy12g00010,-,-,12,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012693,rRNA_EukSSU,Bathy11g00185,-,-,11,-,ribosomal RNA EukSSU (n/a),rRNA,-,-,-,-,20170826,-
41875,19012694,Bathy11g00010,Bathy11g00010,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012695,Bathy11g00020,Bathy11g00020,-,-,11,-,aldo/keto reductase,protein-coding,-,-,-,-,20170826,-
41875,19012696,Bathy11g00030,Bathy11g00030,-,-,11,-,putative DNA helicase,protein-coding,-,-,-,-,20170826,-
41875,19012697,Bathy11g00040,Bathy11g00040,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012698,Bathy11g00050,Bathy11g00050,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012699,KAPA-synthase,Bathy11g00060,-,-,11,-,8-amino-7-oxononanoate synthase,protein-coding,-,-,-,-,20170826,-
41875,19012700,Bathy11g00080,Bathy11g00080,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012701,Bathy11g00090,Bathy11g00090,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012702,Bathy11g00100,Bathy11g00100,-,-,11,-,ribosome-associated GTPase,protein-coding,-,-,-,-,20170826,-
41875,19012703,Bathy11g00110,Bathy11g00110,-,-,11,-,carbohydrate-binding module family 20 protein,protein-coding,-,-,-,-,20170826,-
41875,19012704,Bathy11g00120,Bathy11g00120,-,-,11,-,dolichol-phosphate mannosyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19012705,Bathy11g00130,Bathy11g00130,-,-,11,-,cyclopropane-fatty-acyl-phospholipid synthase,protein-coding,-,-,-,-,20170826,-
41875,19012706,Bathy11g00140,Bathy11g00140,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012707,Bathy11g00150,Bathy11g00150,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012708,Bathy11g00160,Bathy11g00160,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012709,Bathy11g00170,Bathy11g00170,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012710,rRNA_EukLSU,Bathy11g00175,-,-,11,-,ribosomal RNA EukLSU (n/a),rRNA,-,-,-,-,20170826,-
41875,19012711,Bathy11g00240,Bathy11g00240,-,-,11,-,ribokinase,protein-coding,-,-,-,-,20170826,-
41875,19012712,Bathy11g00250,Bathy11g00250,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012713,Bathy11g00260,Bathy11g00260,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012714,biotin,Bathy11g00270,-,-,11,-,biotin synthase,protein-coding,-,-,-,-,20170826,-
41875,19012715,Bathy11g00290,Bathy11g00290,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012716,Bathy11g00300,Bathy11g00300,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012717,Bathy11g00310,Bathy11g00310,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012718,Bathy11g00320,Bathy11g00320,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012719,Bathy11g00330,Bathy11g00330,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012720,Bathy11g00340,Bathy11g00340,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012721,Bathy11g00350,Bathy11g00350,-,-,11,-,"protein kinase, putative",protein-coding,-,-,-,-,20170826,-
41875,19012722,Bathy11g00360,Bathy11g00360,-,-,11,-,thioredoxin,protein-coding,-,-,-,-,20170826,-
41875,19012723,Bathy11g00370,Bathy11g00370,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012724,Bathy11g00380,Bathy11g00380,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012725,Bathy11g00390,Bathy11g00390,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012726,Bathy11g00400,Bathy11g00400,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012727,Bathy11g00410,Bathy11g00410,-,-,11,-,DNA replication helicase Dna2,protein-coding,-,-,-,-,20170826,-
41875,19012728,Bathy11g00420,Bathy11g00420,-,-,11,-,ribosome biogenesis GTP-binding protein YsxC,protein-coding,-,-,-,-,20170826,-
41875,19012729,Bathy11g00430,Bathy11g00430,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012730,Bathy11g00440,Bathy11g00440,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012731,Bathy11g00450,Bathy11g00450,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012732,Bathy11g00460,Bathy11g00460,-,-,11,-,chaperonin GroEL,protein-coding,-,-,-,-,20170826,-
41875,19012733,Bathy11g00470,Bathy11g00470,-,-,11,-,RING finger protein 185,protein-coding,-,-,-,-,20170826,-
41875,19012734,Bathy11g00480,Bathy11g00480,-,-,11,-,ATP-sulfurylase,protein-coding,-,-,-,-,20170826,-
41875,19012735,Bathy11g00490,Bathy11g00490,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012736,Bathy11g00500,Bathy11g00500,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012737,Bathy11g00510,Bathy11g00510,-,-,11,-,alpha amylase,protein-coding,-,-,-,-,20170826,-
41875,19012738,Bathy11g00520,Bathy11g00520,-,-,11,-,translation initiation factor IF-3,protein-coding,-,-,-,-,20170826,-
41875,19012739,Bathy11g00530,Bathy11g00530,-,-,11,-,chaperone protein DnaJ,protein-coding,-,-,-,-,20170826,-
41875,19012740,Bathy11g00540,Bathy11g00540,-,-,11,-,WD repeat-containing protein 61,protein-coding,-,-,-,-,20170826,-
41875,19012741,Bathy11g00550,Bathy11g00550,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012742,Bathy11g00560,Bathy11g00560,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012743,Bathy11g00570,Bathy11g00570,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012744,Bathy11g00580,Bathy11g00580,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012745,Bathy11g00590,Bathy11g00590,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012746,Bathy11g00600,Bathy11g00600,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012747,Bathy11g00610,Bathy11g00610,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012748,Bathy11g00620,Bathy11g00620,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012749,Bathy11g00630,Bathy11g00630,-,-,11,-,NifU-like protein,protein-coding,-,-,-,-,20170826,-
41875,19012750,Bathy11g00640,Bathy11g00640,-,-,11,-,cysteinyl-tRNA synthetase,protein-coding,-,-,-,-,20170826,-
41875,19012751,Bathy11g00650,Bathy11g00650,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012752,Bathy11g00660,Bathy11g00660,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012753,Bathy11g00670,Bathy11g00670,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012754,Bathy11g00680,Bathy11g00680,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012755,Bathy11g00750,Bathy11g00750,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012756,Bathy11g00760,Bathy11g00760,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012757,Bathy11g00770,Bathy11g00770,-,-,11,-,dihydrolipoamide acetyltransferase,protein-coding,-,-,-,-,20170826,-
41875,19012758,Bathy11g00780,Bathy11g00780,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012759,Bathy11g00790,Bathy11g00790,-,-,11,-,ADP-sugar pyrophosphatase,protein-coding,-,-,-,-,20170826,-
41875,19012760,Bathy11g00800,Bathy11g00800,-,-,11,-,ubiquitin-like protein 5,protein-coding,-,-,-,-,20170826,-
41875,19012761,Bathy11g00810,Bathy11g00810,-,-,11,-,2-octaprenyl-6-methoxyphenyl hydroxylase,protein-coding,-,-,-,-,20170826,-
41875,19012762,Bathy11g00820,Bathy11g00820,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012763,Bathy11g00830,Bathy11g00830,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012764,Bathy11g00840,Bathy11g00840,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
41875,19012765,Bathy11g00850,Bathy11g00850,-,-,11,-,hypothetical protein,protein-coding,-,-,-,-,20170826,-
