#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5698,40323934,TraAM80_00001,TraAM80_00001,-,-,Unknown,-,"putative immunodominant antigen, putative,tc40 antigen-like",protein-coding,-,-,-,"putative immunodominant antigen, putative,tc40 antigen-like",20200918,-
5698,40326955,TraAM80_03022,TraAM80_03022,-,-,Unknown,-,cyclic nucleotide-binding protein,protein-coding,-,-,-,cyclic nucleotide-binding protein,20200918,-
5698,40326956,TraAM80_03023,TraAM80_03023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326957,TraAM80_03024,TraAM80_03024,-,-,Unknown,-,transcription factor IIB,protein-coding,-,-,-,transcription factor IIB,20200918,-
5698,40326958,TraAM80_03025,TraAM80_03025,-,-,Unknown,-,nucleosome assembly protein-like protein,protein-coding,-,-,-,nucleosome assembly protein-like protein,20200918,-
5698,40326959,TraAM80_03026,TraAM80_03026,-,-,Unknown,-,tryparedoxin peroxidase,protein-coding,-,-,-,tryparedoxin peroxidase,20200918,-
5698,40326960,TraAM80_03027,TraAM80_03027,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40326961,TraAM80_03028,TraAM80_03028,-,-,Unknown,-,COP9 signalosome complex subunit 6,protein-coding,-,-,-,COP9 signalosome complex subunit 6,20200918,-
5698,40326962,TraAM80_03029,TraAM80_03029,-,-,Unknown,-,putative phospholipid-transporting ATPase 1-like protein,protein-coding,-,-,-,putative phospholipid-transporting ATPase 1-like protein,20200918,-
5698,40326963,TraAM80_03030,TraAM80_03030,-,-,Unknown,-,putative protein transport protein Sec23,protein-coding,-,-,-,putative protein transport protein Sec23,20200918,-
5698,40326964,TraAM80_03031,TraAM80_03031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326965,TraAM80_03032,TraAM80_03032,-,-,Unknown,-,putative leucine-rich repeat protein,protein-coding,-,-,-,putative leucine-rich repeat protein,20200918,-
5698,40326966,TraAM80_03033,TraAM80_03033,-,-,Unknown,-,"putative isocitrate dehydrogenase, mitochondrial precursor",protein-coding,-,-,-,"putative isocitrate dehydrogenase, mitochondrial precursor",20200918,-
5698,40326967,TraAM80_03034,TraAM80_03034,-,-,Unknown,-,putative dispersed gene family protein 1 (DGF-1),protein-coding,-,-,-,putative dispersed gene family protein 1 (DGF-1),20200918,-
5698,40326968,TraAM80_03035,TraAM80_03035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326969,TraAM80_03036,TraAM80_03036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326970,TraAM80_03037,TraAM80_03037,-,-,Unknown,-,putative golgi apparatus membrane protein,protein-coding,-,-,-,putative golgi apparatus membrane protein,20200918,-
5698,40326971,TraAM80_03038,TraAM80_03038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326972,TraAM80_03039,TraAM80_03039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326973,TraAM80_03040,TraAM80_03040,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40326974,TraAM80_03041,TraAM80_03041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326975,TraAM80_03042,TraAM80_03042,-,-,Unknown,-,putative nucleolar protein,protein-coding,-,-,-,putative nucleolar protein,20200918,-
5698,40326976,TraAM80_03043,TraAM80_03043,-,-,Unknown,-,putative mitogen-activated protein kinase,protein-coding,-,-,-,putative mitogen-activated protein kinase,20200918,-
5698,40326977,TraAM80_03044,TraAM80_03044,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40326978,TraAM80_03045,TraAM80_03045,-,-,Unknown,-,central apparatus associated protein C1a-18,protein-coding,-,-,-,central apparatus associated protein C1a-18,20200918,-
5698,40326979,TraAM80_03046,TraAM80_03046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326980,TraAM80_03047,TraAM80_03047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326981,TraAM80_03048,TraAM80_03048,-,-,Unknown,-,leucine-rich repeat protein,protein-coding,-,-,-,leucine-rich repeat protein,20200918,-
5698,40326982,TraAM80_03049,TraAM80_03049,-,-,Unknown,-,"putative nucleoside phosphatase, putative,guanosine diphosphatase",protein-coding,-,-,-,"putative nucleoside phosphatase, putative,guanosine diphosphatase",20200918,-
5698,40326983,TraAM80_03050,TraAM80_03050,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326984,TraAM80_03051,TraAM80_03051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326985,TraAM80_03052,TraAM80_03052,-,-,Unknown,-,putative ATP-dependent DEAD/H RNA helicase,protein-coding,-,-,-,putative ATP-dependent DEAD/H RNA helicase,20200918,-
5698,40326986,TraAM80_03053,TraAM80_03053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326987,TraAM80_03054,TraAM80_03054,-,-,Unknown,-,PSP1 family protein,protein-coding,-,-,-,PSP1 family protein,20200918,-
5698,40326988,TraAM80_03055,TraAM80_03055,-,-,Unknown,-,putative WD-repeat containing protein,protein-coding,-,-,-,putative WD-repeat containing protein,20200918,-
5698,40326989,TraAM80_03056,TraAM80_03056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326990,TraAM80_03057,TraAM80_03057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326991,TraAM80_03058,TraAM80_03058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326992,TraAM80_03059,TraAM80_03059,-,-,Unknown,-,putative dihydroxyacetone kinase 1-like,protein-coding,-,-,-,putative dihydroxyacetone kinase 1-like,20200918,-
5698,40326993,TraAM80_03060,TraAM80_03060,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326994,TraAM80_03061,TraAM80_03061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326995,TraAM80_03062,TraAM80_03062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326996,TraAM80_03063,TraAM80_03063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40326997,TraAM80_03064,TraAM80_03064,-,-,Unknown,-,putative replication factor A protein 3,protein-coding,-,-,-,putative replication factor A protein 3,20200918,-
5698,40326998,TraAM80_03065,TraAM80_03065,-,-,Unknown,-,putative DNA-repair protein,protein-coding,-,-,-,putative DNA-repair protein,20200918,-
5698,40326999,TraAM80_03066,TraAM80_03066,-,-,Unknown,-,putative ascorbate-dependent peroxidase,protein-coding,-,-,-,putative ascorbate-dependent peroxidase,20200918,-
5698,40327000,TraAM80_03067,TraAM80_03067,-,-,Unknown,-,acyl transferase-like protein,protein-coding,-,-,-,acyl transferase-like protein,20200918,-
5698,40327001,TraAM80_03068,TraAM80_03068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327002,TraAM80_03069,TraAM80_03069,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327003,TraAM80_03070,TraAM80_03070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327004,TraAM80_03071,TraAM80_03071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327005,TraAM80_03072,TraAM80_03072,-,-,Unknown,-,putative zinc finger protein,protein-coding,-,-,-,putative zinc finger protein,20200918,-
5698,40327006,TraAM80_03073,TraAM80_03073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327007,TraAM80_03074,TraAM80_03074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327008,TraAM80_03075,TraAM80_03075,-,-,Unknown,-,putative structural maintenance of chromosome (SMC) family protein,protein-coding,-,-,-,putative structural maintenance of chromosome (SMC) family protein,20200918,-
5698,40327009,TraAM80_03076,TraAM80_03076,-,-,Unknown,-,RNA-binding protein PNO1,protein-coding,-,-,-,RNA-binding protein PNO1,20200918,-
5698,40327010,TraAM80_03077,TraAM80_03077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327011,TraAM80_03078,TraAM80_03078,-,-,Unknown,-,cellular retinaldehyde-binding protein/triple function domain-containing protein,protein-coding,-,-,-,cellular retinaldehyde-binding protein/triple function domain-containing protein,20200918,-
5698,40327012,TraAM80_03079,TraAM80_03079,-,-,Unknown,-,putative membrane transporter protein,protein-coding,-,-,-,putative membrane transporter protein,20200918,-
5698,40327013,TraAM80_03080,TraAM80_03080,-,-,Unknown,-,putative membrane transporter protein,protein-coding,-,-,-,putative membrane transporter protein,20200918,-
5698,40327014,TraAM80_03081,TraAM80_03081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327015,TraAM80_03082,TraAM80_03082,-,-,Unknown,-,putative DNA repair protein RAD2,protein-coding,-,-,-,putative DNA repair protein RAD2,20200918,-
5698,40327016,TraAM80_03083,TraAM80_03083,-,-,Unknown,-,methyltransferase like 6,protein-coding,-,-,-,methyltransferase like 6,20200918,-
5698,40327017,TraAM80_03084,TraAM80_03084,-,-,Unknown,-,cyclophilin,protein-coding,-,-,-,cyclophilin,20200918,-
5698,40327018,TraAM80_03085,TraAM80_03085,-,-,Unknown,-,iron-sulfur cluster assembly protein,protein-coding,-,-,-,iron-sulfur cluster assembly protein,20200918,-
5698,40327019,TraAM80_03086,TraAM80_03086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327020,TraAM80_03087,TraAM80_03087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327021,TraAM80_03088,TraAM80_03088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327022,TraAM80_03089,TraAM80_03089,-,-,Unknown,-,mitotubule-associated protein Gb4,protein-coding,-,-,-,mitotubule-associated protein Gb4,20200918,-
5698,40327023,TraAM80_03090,TraAM80_03090,-,-,Unknown,-,microtubule-associated protein Gb4,protein-coding,-,-,-,microtubule-associated protein Gb4,20200918,-
5698,40327024,TraAM80_03091,TraAM80_03091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327025,TraAM80_03092,TraAM80_03092,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327026,TraAM80_03093,TraAM80_03093,-,-,Unknown,-,putative deoxyhypusine hydroxylase,protein-coding,-,-,-,putative deoxyhypusine hydroxylase,20200918,-
5698,40327027,TraAM80_03094,TraAM80_03094,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40327028,TraAM80_03095,TraAM80_03095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327029,TraAM80_03096,TraAM80_03096,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327030,TraAM80_03097,TraAM80_03097,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327031,TraAM80_03098,TraAM80_03098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327032,TraAM80_03099,TraAM80_03099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327033,TraAM80_03100,TraAM80_03100,-,-,Unknown,-,putative transmembrane transport protein,protein-coding,-,-,-,putative transmembrane transport protein,20200918,-
5698,40327034,TraAM80_03101,TraAM80_03101,-,-,Unknown,-,engulfment and cell motility ELM family protein,protein-coding,-,-,-,engulfment and cell motility ELM family protein,20200918,-
5698,40327035,TraAM80_03102,TraAM80_03102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327036,TraAM80_03103,TraAM80_03103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327037,TraAM80_03104,TraAM80_03104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327038,TraAM80_03105,TraAM80_03105,-,-,Unknown,-,"microtubule-associated protein, RP/EB family",protein-coding,-,-,-,"microtubule-associated protein, RP/EB family",20200918,-
5698,40327039,TraAM80_03106,TraAM80_03106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327040,TraAM80_03107,TraAM80_03107,-,-,Unknown,-,O-6 methyl-guanine alkyl transferase,protein-coding,-,-,-,O-6 methyl-guanine alkyl transferase,20200918,-
5698,40327041,TraAM80_03108,TraAM80_03108,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327042,TraAM80_03109,TraAM80_03109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327043,TraAM80_03110,TraAM80_03110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327044,TraAM80_03111,TraAM80_03111,-,-,Unknown,-,putative microtubule-associated protein Gb4,protein-coding,-,-,-,putative microtubule-associated protein Gb4,20200918,-
5698,40327045,TraAM80_03112,TraAM80_03112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327046,TraAM80_03113,TraAM80_03113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327047,TraAM80_03114,TraAM80_03114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327048,TraAM80_03115,TraAM80_03115,-,-,Unknown,-,putative mitochondrial RNA binding complex 1 subunit,protein-coding,-,-,-,putative mitochondrial RNA binding complex 1 subunit,20200918,-
5698,40327049,TraAM80_03116,TraAM80_03116,-,-,Unknown,-,putative mitochondrial RNA binding protein,protein-coding,-,-,-,putative mitochondrial RNA binding protein,20200918,-
5698,40327050,TraAM80_03117,TraAM80_03117,-,-,Unknown,-,putative FtsJ cell division protein,protein-coding,-,-,-,putative FtsJ cell division protein,20200918,-
5698,40327051,TraAM80_03118,TraAM80_03118,-,-,Unknown,-,transferase,protein-coding,-,-,-,transferase,20200918,-
5698,40327052,TraAM80_03119,TraAM80_03119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327053,TraAM80_03120,TraAM80_03120,-,-,Unknown,-,c2 domain protein,protein-coding,-,-,-,c2 domain protein,20200918,-
5698,40327054,TraAM80_03121,TraAM80_03121,-,-,Unknown,-,c2 domain protein,protein-coding,-,-,-,c2 domain protein,20200918,-
5698,40327055,TraAM80_03122,TraAM80_03122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327056,TraAM80_03123,TraAM80_03123,-,-,Unknown,-,putative ATP-dependent zinc metallopeptidase,protein-coding,-,-,-,putative ATP-dependent zinc metallopeptidase,20200918,-
5698,40327057,TraAM80_03124,TraAM80_03124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327058,TraAM80_03125,TraAM80_03125,-,-,Unknown,-,putative small GTP-binding rab protein,protein-coding,-,-,-,putative small GTP-binding rab protein,20200918,-
5698,40327059,TraAM80_03126,TraAM80_03126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327060,TraAM80_03127,TraAM80_03127,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327061,TraAM80_03128,TraAM80_03128,-,-,Unknown,-,putative RNA-binding protein,protein-coding,-,-,-,putative RNA-binding protein,20200918,-
5698,40327062,TraAM80_03129,TraAM80_03129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327063,TraAM80_03130,TraAM80_03130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327064,TraAM80_03131,TraAM80_03131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327065,TraAM80_03132,TraAM80_03132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327066,TraAM80_03133,TraAM80_03133,-,-,Unknown,-,divalent cation tolerance protein,protein-coding,-,-,-,divalent cation tolerance protein,20200918,-
5698,40327067,TraAM80_03134,TraAM80_03134,-,-,Unknown,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20200918,-
5698,40327068,TraAM80_03135,TraAM80_03135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327069,TraAM80_03136,TraAM80_03136,-,-,Unknown,-,endosomal P24B protein,protein-coding,-,-,-,endosomal P24B protein,20200918,-
5698,40327070,TraAM80_03137,TraAM80_03137,-,-,Unknown,-,monoglyceride lipase,protein-coding,-,-,-,monoglyceride lipase,20200918,-
5698,40327071,TraAM80_03138,TraAM80_03138,-,-,Unknown,-,putative leucine-rich repeat protein (LRRP),protein-coding,-,-,-,putative leucine-rich repeat protein (LRRP),20200918,-
5698,40327072,TraAM80_03139,TraAM80_03139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327073,TraAM80_03140,TraAM80_03140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5698,40327074,TraAM80_03141,TraAM80_03141,-,-,Unknown,-,putative lectin,protein-coding,-,-,-,putative lectin,20200918,-
5698,40327075,TraAM80_03142,TraAM80_03142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327076,TraAM80_03143,TraAM80_03143,-,-,Unknown,-,putative zinc-binding protein,protein-coding,-,-,-,putative zinc-binding protein,20200918,-
5698,40327077,TraAM80_03144,TraAM80_03144,-,-,Unknown,-,importin-7,protein-coding,-,-,-,importin-7,20200918,-
5698,40327078,TraAM80_03145,TraAM80_03145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327079,TraAM80_03146,TraAM80_03146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327080,TraAM80_03147,TraAM80_03147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327081,TraAM80_03148,TraAM80_03148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327082,TraAM80_03149,TraAM80_03149,-,-,Unknown,-,actyltransferase-like protein,protein-coding,-,-,-,actyltransferase-like protein,20200918,-
5698,40327083,TraAM80_03150,TraAM80_03150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327084,TraAM80_03151,TraAM80_03151,-,-,Unknown,-,F-actin capping protein,protein-coding,-,-,-,F-actin capping protein,20200918,-
5698,40327085,TraAM80_03152,TraAM80_03152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327086,TraAM80_03153,TraAM80_03153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327087,TraAM80_03154,TraAM80_03154,-,-,Unknown,-,40S ribosomal protein S12,protein-coding,-,-,-,40S ribosomal protein S12,20200918,-
5698,40327088,TraAM80_03155,TraAM80_03155,-,-,Unknown,-,large subunit ribosomal protein L18e,protein-coding,-,-,-,large subunit ribosomal protein L18e,20200922,-
5698,40327089,TraAM80_03156,TraAM80_03156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327090,TraAM80_03157,TraAM80_03157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327091,TraAM80_03158,TraAM80_03158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327092,TraAM80_03159,TraAM80_03159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327093,TraAM80_03160,TraAM80_03160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327094,TraAM80_03161,TraAM80_03161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327095,TraAM80_03162,TraAM80_03162,-,-,Unknown,-,activating signal cointegrator 1 complex subunit 3,protein-coding,-,-,-,activating signal cointegrator 1 complex subunit 3,20200918,-
5698,40327096,TraAM80_03163,TraAM80_03163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327097,TraAM80_03164,TraAM80_03164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327098,TraAM80_03165,TraAM80_03165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327099,TraAM80_03166,TraAM80_03166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327100,TraAM80_03167,TraAM80_03167,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327101,TraAM80_03168,TraAM80_03168,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20200918,-
5698,40327102,TraAM80_03169,TraAM80_03169,-,-,Unknown,-,U2 splicing auxiliary factor,protein-coding,-,-,-,U2 splicing auxiliary factor,20200918,-
5698,40327103,TraAM80_03170,TraAM80_03170,-,-,Unknown,-,putative delta-1-pyrroline-5-carboxylate dehydrogenase,protein-coding,-,-,-,putative delta-1-pyrroline-5-carboxylate dehydrogenase,20200918,-
5698,40327104,TraAM80_03171,TraAM80_03171,-,-,Unknown,-,Trypanosoma cruzi - metacyclin III,protein-coding,-,-,-,Trypanosoma cruzi - metacyclin III,20200918,-
5698,40327105,TraAM80_03172,TraAM80_03172,-,-,Unknown,-,putative protein kinase,protein-coding,-,-,-,putative protein kinase,20200918,-
5698,40327106,TraAM80_03173,TraAM80_03173,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327107,TraAM80_03174,TraAM80_03174,-,-,Unknown,-,putative fatty acyl CoA syntetase 1,protein-coding,-,-,-,putative fatty acyl CoA syntetase 1,20200918,-
5698,40327108,TraAM80_03175,TraAM80_03175,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327109,TraAM80_03176,TraAM80_03176,-,-,Unknown,-,large subunit ribosomal protein L38e,pseudo,-,-,-,-,20200918,-
5698,40327110,TraAM80_03177,TraAM80_03177,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327111,TraAM80_03178,TraAM80_03178,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327112,TraAM80_03179,TraAM80_03179,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327113,TraAM80_03180,TraAM80_03180,-,-,Unknown,-,pleckstrin homology domain-containing family M member 3 ,protein-coding,-,-,-,pleckstrin homology domain-containing family M member 3 ,20200918,-
5698,40327114,TraAM80_03181,TraAM80_03181,-,-,Unknown,-,putative protein kinase,protein-coding,-,-,-,putative protein kinase,20200918,-
5698,40327115,TraAM80_03182,TraAM80_03182,-,-,Unknown,-,DnaJ chaperone protein,protein-coding,-,-,-,DnaJ chaperone protein,20200918,-
5698,40327116,TraAM80_03183,TraAM80_03183,-,-,Unknown,-,Trypanosoma vivax,protein-coding,-,-,-,Trypanosoma vivax,20200918,-
5698,40327117,TraAM80_03184,TraAM80_03184,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327118,TraAM80_03185,TraAM80_03185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327119,TraAM80_03186,TraAM80_03186,-,-,Unknown,-,putative protein kinase,protein-coding,-,-,-,putative protein kinase,20200918,-
5698,40327120,TraAM80_03187,TraAM80_03187,-,-,Unknown,-,GPR1/FUN34/yaaH family protein,protein-coding,-,-,-,GPR1/FUN34/yaaH family protein,20200918,-
5698,40327121,TraAM80_03188,TraAM80_03188,-,-,Unknown,-,GPR1/FUN34/yaaH family protein,protein-coding,-,-,-,GPR1/FUN34/yaaH family protein,20200918,-
5698,40327122,TraAM80_03189,TraAM80_03189,-,-,Unknown,-,putative GTP-binding protein typA/BipA-like,protein-coding,-,-,-,putative GTP-binding protein typA/BipA-like,20200918,-
5698,40327123,TraAM80_03190,TraAM80_03190,-,-,Unknown,-,putative MFS transporter,protein-coding,-,-,-,putative MFS transporter,20200918,-
5698,40327124,TraAM80_03191,TraAM80_03191,-,-,Unknown,-,"putative PTP1-interacting protein, 39 kDa",protein-coding,-,-,-,"putative PTP1-interacting protein, 39 kDa",20200918,-
5698,40327125,TraAM80_03192,TraAM80_03192,-,-,Unknown,-,putative 60S acidic ribosomal protein P2,protein-coding,-,-,-,putative 60S acidic ribosomal protein P2,20200922,-
5698,40327126,TraAM80_03193,TraAM80_03193,-,-,Unknown,-,putative 60S acidic ribosomal protein P2,protein-coding,-,-,-,putative 60S acidic ribosomal protein P2,20200922,-
5698,40327127,TraAM80_03194,TraAM80_03194,-,-,Unknown,-,conserved TLD domain protein,protein-coding,-,-,-,conserved TLD domain protein,20200918,-
5698,40327128,TraAM80_03195,TraAM80_03195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200923,-
5698,40327129,TraAM80_03196,TraAM80_03196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327130,TraAM80_03197,TraAM80_03197,-,-,Unknown,-,putative kinesin,protein-coding,-,-,-,putative kinesin,20200918,-
5698,40327131,TraAM80_03198,TraAM80_03198,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20200918,-
5698,40327132,TraAM80_03199,TraAM80_03199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327133,TraAM80_03200,TraAM80_03200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327134,TraAM80_03201,TraAM80_03201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5698,40327135,TraAM80_03202,TraAM80_03202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
