#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1048189,54997116,gp59,HOT69_gp001,S-TIM4_ORF_1,-,-,-,loader of gp41 DNA helicase,protein-coding,-,-,-,loader of gp41 DNA helicase,20210129,-
1048189,54997293,gp41,HOT69_gp089,S-TIM4_ORF_178,-,-,-,DNA primase-helicase,protein-coding,-,-,-,DNA primase-helicase,20210129,-
1048189,54997294,mazG,HOT69_gp088,S-TIM4_ORF_179,-,-,-,pyrophosphatase,protein-coding,-,-,-,pyrophosphatase,20210129,-
1048189,54997295,ORF_180,HOT69_gp087,S-TIM4_ORF_180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997296,ORF_181,HOT69_gp086,S-TIM4_ORF_181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997297,ORF_182,HOT69_gp085,S-TIM4_ORF_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997298,ORF_183,HOT69_gp084,S-TIM4_ORF_183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997299,ORF_184,HOT69_gp083,S-TIM4_ORF_184,-,-,-,cytitidyltransferase,protein-coding,-,-,-,cytitidyltransferase,20210129,-
1048189,54997300,ORF_185,HOT69_gp082,S-TIM4_ORF_185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997301,ORF_186,HOT69_gp081,S-TIM4_ORF_186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997302,ORF_187,HOT69_gp080,S-TIM4_ORF_187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997303,ORF_188,HOT69_gp079,S-TIM4_ORF_188,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997304,ORF_189,HOT69_gp078,S-TIM4_ORF_189,-,-,-,S-layer domain protein,protein-coding,-,-,-,S-layer domain protein,20200909,-
1048189,54997305,ORF_190,HOT69_gp077,S-TIM4_ORF_190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
1048189,54997306,ORF_191,HOT69_gp076,S-TIM4_ORF_191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997307,ORF_192,HOT69_gp075,S-TIM4_ORF_192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997308,gp61,HOT69_gp074,S-TIM4_ORF_193,-,-,-,DNA primase subunit,protein-coding,-,-,-,DNA primase subunit,20210403,-
1048189,54997309,nrdA,HOT69_gp073,S-TIM4_ORF_194,-,-,-,ribonucleotide reductase class Ia alpha subunit,protein-coding,-,-,-,ribonucleotide reductase class Ia alpha subunit,20210129,-
1048189,54997310,nrdB,HOT69_gp072,S-TIM4_ORF_195,-,-,-,ribonucleotide reductase class Ia beta subunit,protein-coding,-,-,-,ribonucleotide reductase class Ia beta subunit,20210129,-
1048189,54997311,ORF_196,HOT69_gp071,S-TIM4_ORF_196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997312,ORF_197,HOT69_gp070,S-TIM4_ORF_197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997313,ORF_198,HOT69_gp069,S-TIM4_ORF_198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997314,ORF_199,HOT69_gp068,S-TIM4_ORF_199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997315,ORF_200,HOT69_gp067,S-TIM4_ORF_200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997316,ORF_201,HOT69_gp066,S-TIM4_ORF_201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997317,talC,HOT69_gp065,S-TIM4_ORF_202,-,-,-,transaldolase-like protein,protein-coding,-,-,-,transaldolase-like protein,20210403,-
1048189,54997318,ORF_203,HOT69_gp064,S-TIM4_ORF_203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997319,ORF_204,HOT69_gp063,S-TIM4_ORF_204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997320,ORF_205,HOT69_gp062,S-TIM4_ORF_205,-,-,-,NAD synthetase,protein-coding,-,-,-,NAD synthetase,20210129,-
1048189,54997321,ORF_206,HOT69_gp061,S-TIM4_ORF_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997322,ORF_207,HOT69_gp060,S-TIM4_ORF_207,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997323,HOT69_gt003,HOT69_gt003,-,-,-,-,-,other,-,-,-,-,20200909,-
1048189,54997324,ORF_209,HOT69_gp058,S-TIM4_ORF_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997325,hli03,HOT69_gp057,S-TIM4_ORF_210,-,-,-,high light inducible protein,protein-coding,-,-,-,high light inducible protein,20210129,-
1048189,54997326,hli03,HOT69_gp056,S-TIM4_ORF_211,-,-,-,high light inducible protein,protein-coding,-,-,-,high light inducible protein,20210320,-
1048189,54997327,hli04,HOT69_gp055,S-TIM4_ORF_212,-,-,-,high light inducible protein,protein-coding,-,-,-,high light inducible protein,20210403,-
1048189,54997328,hli03,HOT69_gp054,S-TIM4_ORF_213,-,-,-,high light inducible protein,protein-coding,-,-,-,high light inducible protein,20210129,-
1048189,54997329,ORF_214,HOT69_gp053,S-TIM4_ORF_214,-,-,-,carboxylesterase,protein-coding,-,-,-,carboxylesterase,20200909,-
1048189,54997330,ORF_215,HOT69_gp052,S-TIM4_ORF_215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997331,ORF_216,HOT69_gp051,S-TIM4_ORF_216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997332,ORF_217,HOT69_gp050,S-TIM4_ORF_217,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997333,ORF_218,HOT69_gp049,S-TIM4_ORF_218,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997334,psbA,HOT69_gp048,S-TIM4_ORF_219,-,-,-,photosystem II D1 protein,protein-coding,-,-,-,photosystem II D1 protein,20210129,-
1048189,54997335,gp220,HOT69_gp047,S-TIM4_ORF_220,-,-,-,precursor of major head subunit,protein-coding,-,-,-,precursor of major head subunit,20200909,-
1048189,54997336,ORF_221,HOT69_gp046,S-TIM4_ORF_221,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997337,ORF_222,HOT69_gp045,S-TIM4_ORF_222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997338,ORF_223,HOT69_gp044,S-TIM4_ORF_223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997339,ORF_224,HOT69_gp043,S-TIM4_ORF_224,-,-,-,DUF680 domain-containing protein,protein-coding,-,-,-,DUF680 domain-containing protein,20200909,-
1048189,54997340,nrdC,HOT69_gp042,S-TIM4_ORF_225,-,-,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20210403,-
1048189,54997341,ORF_226,HOT69_gp041,S-TIM4_ORF_226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997342,ORF_227,HOT69_gp040,S-TIM4_ORF_227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,54997343,ORF_228,HOT69_gp039,S-TIM4_ORF_228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997344,ORF_229,HOT69_gp038,S-TIM4_ORF_229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997345,ORF_230,HOT69_gp037,S-TIM4_ORF_230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997346,td,HOT69_gp036,S-TIM4_ORF_231,-,-,-,Td thymidylate synthetase,protein-coding,-,-,-,Td thymidylate synthetase,20210403,-
1048189,54997347,ORF_232,HOT69_gp035,S-TIM4_ORF_232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997348,phoH,HOT69_gp034,S-TIM4_ORF_233,-,-,-,P-starvation inducible protein,protein-coding,-,-,-,P-starvation inducible protein,20210129,-
1048189,54997349,ORF_234,HOT69_gp033,S-TIM4_ORF_234,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210129,-
1048189,54997350,gp33,HOT69_gp032,S-TIM4_ORF_235,-,-,-,late promoter transcription accessory protein,protein-coding,-,-,-,late promoter transcription accessory protein,20210403,-
1048189,54997351,ORF_32,HOT69_gp235,S-TIM4_ORF_32,-,-,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20210403,-
1048189,54997352,ORF_123,HOT69_gp144,S-TIM4_ORF_123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1048189,54997353,ORF_208,HOT69_gp059,S-TIM4_ORF_208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1048189,55087473,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200622,-
