#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1034099,40232909,2,FGG20_gp002,PBI_BAKA_2,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20200629,-
1034099,40233104,197,FGG20_gp236,PBI_BAKA_197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233105,198,FGG20_gp235,PBI_BAKA_198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233106,199,FGG20_gp234,PBI_BAKA_199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233107,200,FGG20_gp233,PBI_BAKA_200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233108,201,FGG20_gp232,PBI_BAKA_201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233109,202,FGG20_gp231,PBI_BAKA_202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1034099,40233110,203,FGG20_gp230,PBI_BAKA_203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233111,204,FGG20_gp229,PBI_BAKA_204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233112,205,FGG20_gp228,PBI_BAKA_205,-,-,-,FtsK,protein-coding,-,-,-,FtsK,20200629,-
1034099,40233113,206,FGG20_gp227,PBI_BAKA_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233114,207,FGG20_gp226,PBI_BAKA_207,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233115,208,FGG20_gp225,PBI_BAKA_208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233116,209,FGG20_gp224,PBI_BAKA_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233117,210,FGG20_gp223,PBI_BAKA_210,-,-,-,Ku,protein-coding,-,-,-,Ku,20200629,-
1034099,40233118,211,FGG20_gp222,PBI_BAKA_211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233119,212,FGG20_gp221,PBI_BAKA_212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233120,213,FGG20_gp220,PBI_BAKA_213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233121,214,FGG20_gp219,PBI_BAKA_214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233122,215,FGG20_gp218,PBI_BAKA_215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233123,216,FGG20_gp217,PBI_BAKA_216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233124,217,FGG20_gp216,PBI_BAKA_217,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233125,218,FGG20_gp215,PBI_BAKA_218,-,-,-,DNA binding protein,protein-coding,-,-,-,DNA binding protein,20200629,-
1034099,40233126,219,FGG20_gp214,PBI_BAKA_219,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233127,220,FGG20_gp213,PBI_BAKA_220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233128,221,FGG20_gp212,PBI_BAKA_221,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233129,222,FGG20_gp211,PBI_BAKA_222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233130,223,FGG20_gp210,PBI_BAKA_223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233131,224,FGG20_gp209,PBI_BAKA_224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233132,225,FGG20_gp208,PBI_BAKA_225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233133,226,FGG20_gp207,PBI_BAKA_226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233134,227,FGG20_gp206,PBI_BAKA_227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233135,228,FGG20_gp205,PBI_BAKA_228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233136,229,FGG20_gp204,PBI_BAKA_229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233137,230,FGG20_gp203,PBI_BAKA_230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233138,231,FGG20_gp202,PBI_BAKA_231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233139,232,FGG20_gp201,PBI_BAKA_232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233140,233,FGG20_gp200,PBI_BAKA_233,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233141,234,FGG20_gp199,PBI_BAKA_234,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233142,235,FGG20_gp198,PBI_BAKA_235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233143,236,FGG20_gp197,PBI_BAKA_236,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233144,237,FGG20_gp196,PBI_BAKA_237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233145,238,FGG20_gp195,PBI_BAKA_238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233146,239,FGG20_gp194,PBI_BAKA_239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233147,240,FGG20_gp193,PBI_BAKA_240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233148,241,FGG20_gp192,PBI_BAKA_241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233149,242,FGG20_gp191,PBI_BAKA_242,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233150,243,FGG20_gp190,PBI_BAKA_243,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40233151,1,FGG20_gp001,PBI_BAKA_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201220,-
1034099,40340333,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Mycobacteriophage Baka; Mycobacterium phage Baka).,other,-,-,-,-,20200513,-
