#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1852628,29059215,BI036_gp142,BI036_gp142,MP1_gp0252,-,-,-,long tail fiber proximal connector,protein-coding,-,-,-,long tail fiber proximal connector,20200910,-
1852628,29059396,BI036_gp173,BI036_gp173,MP1_gp0221,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059397,BI036_gp165,BI036_gp165,MP1_gp0229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059398,BI036_gp015,BI036_gp015,MP1_gp0015,-,-,-,anti-sigma factor,protein-coding,-,-,-,anti-sigma factor,20200910,-
1852628,29059399,BI036_gp221,BI036_gp221,MP1_gp0173,-,-,-,RNA ligase 2,protein-coding,-,-,-,RNA ligase 2,20200910,-
1852628,29059400,BI036_gp086,BI036_gp086,MP1_gp0085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059401,BI036_gp155,BI036_gp155,MP1_gp0239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059402,BI036_gp131,BI036_gp131,MP1_gp0263,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059403,BI036_gp055,BI036_gp055,MP1_gp0055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059404,BI036_gp087,BI036_gp087,MP1_gp0086,-,-,-,lysis inhibition,protein-coding,-,-,-,lysis inhibition,20200910,-
1852628,29059405,BI036_gp088,BI036_gp088,MP1_gp0087,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059406,BI036_gp172,BI036_gp172,MP1_gp0222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059407,BI036_gp056,BI036_gp056,MP1_gp0056,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059408,BI036_gp105,BI036_gp105,MP1_gp0104,-,-,-,nudix hydrolase,protein-coding,-,-,-,nudix hydrolase,20210424,-
1852628,29059409,BI036_gp113,BI036_gp113,MP1_gp0112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059410,BI036_gp117,BI036_gp117,MP1_gp0116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059411,BI036_gp255,BI036_gp255,MP1_gp0139,-,-,-,dNMP kinase,protein-coding,-,-,-,dNMP kinase,20200910,-
1852628,29059412,BI036_gp145,BI036_gp145,MP1_gp0249,-,-,-,dsDNA binding protein,protein-coding,-,-,-,dsDNA binding protein,20200910,-
1852628,29059413,BI036_gp093,BI036_gp093,MP1_gp0092,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059414,BI036_gp120,BI036_gp120,MP1_gp0119,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059415,BI036_gp258,BI036_gp258,MP1_gp0136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059416,BI036_gp208,BI036_gp208,MP1_gp0186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059417,BI036_gp144,BI036_gp144,MP1_gp0250,-,-,-,ribonuclease H,protein-coding,-,-,-,ribonuclease H,20200910,-
1852628,29059418,BI036_gp064,BI036_gp064,MP1_gp0064,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059419,BI036_gp156,BI036_gp156,MP1_gp0238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059420,BI036_gp092,BI036_gp092,MP1_gp0091,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059421,BI036_gp181,BI036_gp181,MP1_gp0213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059422,BI036_gp259,BI036_gp259,MP1_gp0135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059423,BI036_gp218,BI036_gp218,MP1_gp0176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059424,BI036_gp129,BI036_gp129,MP1_gp0265,-,-,-,activator of middle transcription,protein-coding,-,-,-,activator of middle transcription,20200910,-
1852628,29059425,BI036_gp043,BI036_gp043,MP1_gp0043,-,-,-,recombination endonuclease subunit,protein-coding,-,-,-,recombination endonuclease subunit,20200910,-
1852628,29059426,BI036_gp057,BI036_gp057,MP1_gp0057,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059427,BI036_gp058,BI036_gp058,MP1_gp0058,-,-,-,anaerobic NTP reductase small subunit,protein-coding,-,-,-,anaerobic NTP reductase small subunit,20200910,-
1852628,29059428,BI036_gp096,BI036_gp096,MP1_gp0095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059429,BI036_gt005,BI036_gt005,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059430,BI036_gp222,BI036_gp222,MP1_gp0172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059431,BI036_gp066,BI036_gp066,MP1_gp0066,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059432,BI036_gp177,BI036_gp177,MP1_gp0217,-,-,-,dead assembly cochaperone with GroEL,protein-coding,-,-,-,dead assembly cochaperone with GroEL,20200910,-
1852628,29059433,BI036_gp169,BI036_gp169,MP1_gp0225,-,-,-,Seg-like homing endonuclease,protein-coding,-,-,-,Seg-like homing endonuclease,20200910,-
1852628,29059434,BI036_gp151,BI036_gp151,MP1_gp0243,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059435,BI036_gp081,BI036_gp081,MP1_gp080A,-,-,-,immunity to superinfection protein,protein-coding,-,-,-,immunity to superinfection protein,20210424,-
1852628,29059436,BI036_gp118,BI036_gp118,MP1_gp0117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059437,BI036_gp003,BI036_gp003,MP1_gp0003,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059438,BI036_gp178,BI036_gp178,MP1_gp0216,-,-,-,rIII lysis inhibition accessory protein rapid lysis phenotype,protein-coding,-,-,-,rIII lysis inhibition accessory protein rapid lysis phenotype,20200910,-
1852628,29059439,BI036_gp083,BI036_gp083,MP1_gp0082,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059440,BI036_gp157,BI036_gp157,MP1_gp0237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059441,BI036_gp067,BI036_gp067,MP1_gp0067,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059442,BI036_gp068,BI036_gp068,MP1_gp0068,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059443,BI036_gp195,BI036_gp195,MP1_gp0199,-,-,-,helicase,protein-coding,-,-,-,helicase,20200910,-
1852628,29059444,BI036_gp078,BI036_gp078,MP1_gp0078,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059445,BI036_gp107,BI036_gp107,MP1_gp0106,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059446,BI036_gp073,BI036_gp073,MP1_gp0073,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059447,BI036_gp094,BI036_gp094,MP1_gp0093,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059448,BI036_gp048,BI036_gp048,MP1_gp0048,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059449,BI036_gp075,BI036_gp075,MP1_gp0075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059450,BI036_gp229,BI036_gp229,MP1_gp0165,-,-,-,prohead core protein,protein-coding,-,-,-,prohead core protein,20200910,-
1852628,29059451,BI036_gp033,BI036_gp033,MP1_gp0033,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059452,BI036_gp197,BI036_gp197,MP1_gp0197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059453,BI036_gp150,BI036_gp150,MP1_gp0244,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059454,BI036_gp171,BI036_gp171,MP1_gp0223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059455,BI036_gp051,BI036_gp051,MP1_gp0051,-,-,-,sigma factor for late transcription,protein-coding,-,-,-,sigma factor for late transcription,20200910,-
1852628,29059456,BI036_gp213,BI036_gp213,MP1_gp0181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059457,BI036_gp089,BI036_gp089,MP1_gp0088,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20200910,-
1852628,29059458,BI036_gp210,BI036_gp210,MP1_gp0184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059459,BI036_gp116,BI036_gp116,MP1_gp0115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059460,BI036_gp170,BI036_gp170,MP1_gp0224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059461,BI036_gp082,BI036_gp082,MP1_gp0081,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059462,BI036_gp132,BI036_gp132,MP1_gp0262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059463,BI036_gp123,BI036_gp123,MP1_gp0122,-,-,-,spore coat assembly,protein-coding,-,-,-,spore coat assembly,20200910,-
1852628,29059464,BI036_gp216,BI036_gp216,MP1_gp0178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059465,BI036_gp137,BI036_gp137,MP1_gp0257,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059466,BI036_gp004,BI036_gp004,MP1_gp0004,-,-,-,DNA topoisomerase subunit,protein-coding,-,-,-,DNA topoisomerase subunit,20200910,-
1852628,29059467,BI036_gp011,BI036_gp011,MP1_gp0011,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059468,BI036_gp042,BI036_gp042,MP1_gp0042,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059469,BI036_gp063,BI036_gp063,MP1_gp0063,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20200910,-
1852628,29059470,BI036_gp207,BI036_gp207,MP1_gp0187,-,-,-,baseplate tail tube initiator,protein-coding,-,-,-,baseplate tail tube initiator,20200910,-
1852628,29059471,BI036_gp091,BI036_gp091,MP1_gp0090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059472,BI036_gt002,BI036_gt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059473,BI036_gp130,BI036_gp130,MP1_gp0264,-,-,-,anti-sigma 70 protein,protein-coding,-,-,-,anti-sigma 70 protein,20200910,-
1852628,29059474,BI036_gp024,BI036_gp024,MP1_gp0024,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059475,BI036_gp037,BI036_gp037,MP1_gp0037,-,-,-,DNA polymerase accessory protein clamp loader subunit,protein-coding,-,-,-,DNA polymerase accessory protein clamp loader subunit,20200910,-
1852628,29059476,BI036_gt007,BI036_gt007,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059477,BI036_gt010,BI036_gt010,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059478,BI036_gp085,BI036_gp085,MP1_gp0084,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059479,BI036_gp196,BI036_gp196,MP1_gp0198,-,-,-,"RNA-DNA and DNA-DNA helicase, ATPase",protein-coding,-,-,-,"RNA-DNA and DNA-DNA helicase, ATPase",20200910,-
1852628,29059480,BI036_gp049,BI036_gp049,MP1_gp0049,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059481,BI036_gp079,BI036_gp079,MP1_gp0079,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059482,BI036_gp161,BI036_gp161,MP1_gp0233,-,-,-,"ribonucleotide reductase of class Ia (aerobic), beta subunit",protein-coding,-,-,-,"ribonucleotide reductase of class Ia (aerobic), beta subunit",20200910,-
1852628,29059483,BI036_gp076,BI036_gp076,MP1_gp0076,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059484,BI036_gp261,BI036_gp261,MP1_gp0133,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059485,BI036_gp271,BI036_gp271,MP1_gp0123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059486,BI036_gt003,BI036_gt003,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059487,BI036_gt004,BI036_gt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059488,BI036_gp268,BI036_gp268,MP1_gp0126,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059489,BI036_gp267,BI036_gp267,MP1_gp0127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059490,BI036_gp266,BI036_gp266,MP1_gp0128,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059491,BI036_gp265,BI036_gp265,MP1_gp0129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059492,BI036_gt009,BI036_gt009,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1852628,29059493,BI036_gp263,BI036_gp263,MP1_gp0131,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059494,BI036_gp262,BI036_gp262,MP1_gp0132,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1852628,29059495,BI036_gp001,BI036_gp001,MP1_gp0001,-,-,-,rIIA protein,protein-coding,-,-,-,rIIA protein,20200910,-
1852628,29139944,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200513,-
