#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
229533,3293533,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Gibberella zeae PH-1).,other,-,-,-,-,20210522,-
229533,23550954,FGSG_03657,FGSG_03657,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550955,FGSG_03658,FGSG_03658,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550956,FGSG_03659,FGSG_03659,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550957,FGSG_03660,FGSG_03660,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23550958,FGSG_03661,FGSG_03661,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23550959,FGSG_03662,FGSG_03662,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550960,FGSG_03664,FGSG_03664,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550961,FGSG_03666,FGSG_03666,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550962,FGSG_03667,FGSG_03667,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23550963,FGSG_03668,FGSG_03668,-,-,2,-,L-serine dehydratase,protein-coding,-,-,-,-,20210320,-
229533,23550964,FGSG_03669,FGSG_03669,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550965,FGSG_03670,FGSG_03670,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23550966,FGSG_03671,FGSG_03671,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23550967,FGSG_03672,FGSG_03672,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23550968,FGSG_03673,FGSG_03673,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23550969,FGSG_03674,FGSG_03674,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23550970,FGSG_03675,FGSG_03675,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23550971,FGSG_03676,FGSG_03676,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550972,FGSG_03677,FGSG_03677,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23550973,FGSG_03678,FGSG_03678,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550974,FGSG_03679,FGSG_03679,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550975,FGSG_03680,FGSG_03680,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23550976,FGSG_03681,FGSG_03681,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23550977,FGSG_03682,FGSG_03682,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23550978,FGSG_03683,FGSG_03683,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550979,FGSG_03684,FGSG_03684,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23550980,FGSG_03685,FGSG_03685,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550981,FGSG_03686,FGSG_03686,-,-,2,-,cytochrome P450 61,protein-coding,-,-,-,-,20150718,-
229533,23550982,FGSG_03687,FGSG_03687,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550983,FGSG_03688,FGSG_03688,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550984,FGSG_03689,FGSG_03689,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23550985,FGSG_03690,FGSG_03690,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550986,FGSG_03691,FGSG_03691,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550987,FGSG_03692,FGSG_03692,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550988,FGSG_03693,FGSG_03693,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23550989,FGSG_03694,FGSG_03694,-,-,2,-,argininosuccinate lyase,protein-coding,-,-,-,-,20210212,-
229533,23550990,FGSG_03695,FGSG_03695,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23550991,FGSG_03696,FGSG_03696,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210424,-
229533,23550992,FGSG_03697,FGSG_03697,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550993,FGSG_03698,FGSG_03698,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550994,FGSG_03699,FGSG_03699,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550995,FGSG_03700,FGSG_03700,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23550996,FGSG_03701,FGSG_03701,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23550997,FGSG_03702,FGSG_03702,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23550998,FGSG_03703,FGSG_03703,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23550999,FGSG_03704,FGSG_03704,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551000,FGSG_03705,FGSG_03705,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23551001,FGSG_03706,FGSG_03706,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551002,FGSG_03707,FGSG_03707,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551003,FGSG_03708,FGSG_03708,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551004,FGSG_03709,FGSG_03709,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551005,FGSG_03710,FGSG_03710,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551006,FGSG_03711,FGSG_03711,-,-,2,-,quinate permease,protein-coding,-,-,-,-,20210212,-
229533,23551007,FGSG_03713,FGSG_03713,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551008,FGSG_03714,FGSG_03714,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551009,FGSG_03715,FGSG_03715,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551010,FGSG_03716,FGSG_03716,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551011,FGSG_03717,FGSG_03717,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551012,FGSG_03718,FGSG_03718,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551013,FGSG_03719,FGSG_03719,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551014,FGSG_03720,FGSG_03720,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551015,FGSG_03721,FGSG_03721,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551016,FGSG_03722,FGSG_03722,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551017,FGSG_03723,FGSG_03723,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551018,FGSG_03724,FGSG_03724,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551019,FGSG_03725,FGSG_03725,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551020,FGSG_03726,FGSG_03726,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23551021,FGSG_03727,FGSG_03727,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551022,FGSG_03728,FGSG_03728,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551023,FGSG_03729,FGSG_03729,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23551024,FGSG_03730,FGSG_03730,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551025,FGSG_03731,FGSG_03731,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551026,FGSG_03732,FGSG_03732,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210320,-
229533,23551027,FGSG_03733,FGSG_03733,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551028,FGSG_03734,FGSG_03734,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551029,FGSG_03735,FGSG_03735,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551030,FGSG_03736,FGSG_03736,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551031,FGSG_03737,FGSG_03737,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551032,FGSG_03738,FGSG_03738,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551033,FGSG_03739,FGSG_03739,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551034,FGSG_03741,FGSG_03741,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551035,FGSG_03742,FGSG_03742,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551036,FGSG_03743,FGSG_03743,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23551037,FGSG_03744,FGSG_03744,-,-,2,-,siderophore iron transporter mirB,protein-coding,-,-,-,-,20150715,-
229533,23551038,FGSG_03745,FGSG_03745,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551039,FGSG_03746,FGSG_03746,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551040,FGSG_03747,FGSG_03747,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20180707,-
229533,23551041,FGSG_03748,FGSG_03748,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551042,FGSG_03749,FGSG_03749,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551043,FGSG_03750,FGSG_03750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551044,FGSG_03751,FGSG_03751,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551045,FGSG_03752,FGSG_03752,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551046,FGSG_03754,FGSG_03754,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23551047,FGSG_03755,FGSG_03755,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551048,FGSG_03756,FGSG_03756,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551049,FGSG_03757,FGSG_03757,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551050,FGSG_03758,FGSG_03758,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551051,FGSG_03759,FGSG_03759,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551052,FGSG_03760,FGSG_03760,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551053,FGSG_03761,FGSG_03761,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551054,FGSG_03762,FGSG_03762,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551055,FGSG_03763,FGSG_03763,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551056,FGSG_03765,FGSG_03765,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150926,-
229533,23551057,FGSG_03766,FGSG_03766,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551058,FGSG_03767,FGSG_03767,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551059,FGSG_03768,FGSG_03768,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551060,FGSG_03769,FGSG_03769,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551061,FGSG_03770,FGSG_03770,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551062,FGSG_03771,FGSG_03771,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551063,FGSG_03772,FGSG_03772,-,-,2,-,drug resistance protein,protein-coding,-,-,-,-,20160813,-
229533,23551064,FGSG_03773,FGSG_03773,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551065,FGSG_03774,FGSG_03774,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551066,FGSG_03775,FGSG_03775,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551067,FGSG_03776,FGSG_03776,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551068,FGSG_03777,FGSG_03777,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551069,FGSG_03778,FGSG_03778,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23551070,FGSG_03779,FGSG_03779,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551071,FGSG_03780,FGSG_03780,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551072,FGSG_03781,FGSG_03781,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551073,FGSG_03782,FGSG_03782,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551074,FGSG_03783,FGSG_03783,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23551075,FGSG_03784,FGSG_03784,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551076,FGSG_03785,FGSG_03785,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551077,FGSG_03786,FGSG_03786,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551078,FGSG_03787,FGSG_03787,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551079,FGSG_03788,FGSG_03788,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551080,FGSG_03789,FGSG_03789,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551081,FGSG_03790,FGSG_03790,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551082,FGSG_03792,FGSG_03792,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551083,FGSG_03793,FGSG_03793,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551084,FGSG_03794,FGSG_03794,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551085,FGSG_03795,FGSG_03795,-,-,2,-,endoglucanase 3 precursor,protein-coding,-,-,-,-,20210212,-
229533,23551086,FGSG_03796,FGSG_03796,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551087,FGSG_03797,FGSG_03797,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551088,FGSG_03798,FGSG_03798,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551089,FGSG_03799,FGSG_03799,-,-,2,-,general amino-acid permease GAP1,protein-coding,-,-,-,-,20160910,-
229533,23551090,FGSG_03800,FGSG_03800,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551091,FGSG_03801,FGSG_03801,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551092,FGSG_03802,FGSG_03802,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551093,FGSG_03803,FGSG_03803,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23551094,FGSG_03804,FGSG_03804,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551095,FGSG_03805,FGSG_03805,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551096,FGSG_03806,FGSG_03806,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551097,FGSG_03807,FGSG_03807,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551098,FGSG_03808,FGSG_03808,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551099,FGSG_03810,FGSG_03810,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551100,FGSG_03811,FGSG_03811,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551101,FGSG_03812,FGSG_03812,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551102,FGSG_03813,FGSG_03813,-,-,2,-,alpha-N-arabinofuranosidase precursor,protein-coding,-,-,-,-,20160813,-
229533,23551103,FGSG_03814,FGSG_03814,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551104,FGSG_03815,FGSG_03815,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551105,FGSG_03816,FGSG_03816,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23551106,FGSG_03817,FGSG_03817,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551107,FGSG_03818,FGSG_03818,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23551108,FGSG_03819,FGSG_03819,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551109,FGSG_03820,FGSG_03820,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551110,FGSG_03821,FGSG_03821,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551111,FGSG_03822,FGSG_03822,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551112,FGSG_03823,FGSG_03823,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551113,FGSG_03824,FGSG_03824,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551114,FGSG_03825,FGSG_03825,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551115,FGSG_03826,FGSG_03826,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551116,FGSG_03827,FGSG_03827,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150227,-
229533,23551117,FGSG_03828,FGSG_03828,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551118,FGSG_03829,FGSG_03829,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551119,FGSG_03830,FGSG_03830,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551120,FGSG_03831,FGSG_03831,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551121,FGSG_03832,FGSG_03832,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551122,FGSG_03833,FGSG_03833,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551123,FGSG_03834,FGSG_03834,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23551124,FGSG_03835,FGSG_03835,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551125,FGSG_03836,FGSG_03836,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551126,FGSG_03837,FGSG_03837,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551127,FGSG_03838,FGSG_03838,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160325,-
229533,23551128,FGSG_03839,FGSG_03839,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551129,FGSG_03840,FGSG_03840,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551130,FGSG_03842,FGSG_03842,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20170930,-
229533,23551131,FGSG_03844,FGSG_03844,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551132,FGSG_03845,FGSG_03845,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551133,FGSG_03846,FGSG_03846,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551134,FGSG_03847,FGSG_03847,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551135,FGSG_03848,FGSG_03848,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551136,FGSG_03849,FGSG_03849,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551137,FGSG_03851,FGSG_03851,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551138,FGSG_03853,FGSG_03853,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551139,FGSG_03854,FGSG_03854,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551140,FGSG_03855,FGSG_03855,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551141,FGSG_03856,FGSG_03856,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551142,FGSG_03857,FGSG_03857,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551143,FGSG_03858,FGSG_03858,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551144,FGSG_03859,FGSG_03859,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551145,FGSG_03860,FGSG_03860,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551146,FGSG_03861,FGSG_03861,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551147,FGSG_03862,FGSG_03862,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23551148,FGSG_03864,FGSG_03864,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551149,FGSG_03865,FGSG_03865,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551150,FGSG_03866,FGSG_03866,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551151,FGSG_03867,FGSG_03867,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
229533,23551152,FGSG_03868,FGSG_03868,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551153,FGSG_03869,FGSG_03869,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551154,FGSG_03871,FGSG_03871,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551155,FGSG_03872,FGSG_03872,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150702,-
229533,23551156,FGSG_03873,FGSG_03873,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150226,-
229533,23551157,FGSG_03874,FGSG_03874,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551158,FGSG_03875,FGSG_03875,-,-,2,-,lysophospholipase precursor,protein-coding,-,-,-,-,20160910,-
229533,23551159,FGSG_03878,FGSG_03878,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551160,FGSG_03879,FGSG_03879,-,-,2,-,3-dehydroshikimate dehydratase,protein-coding,-,-,-,-,20210417,-
229533,23551161,FGSG_03880,FGSG_03880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23551162,FGSG_03881,FGSG_03881,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551163,FGSG_03882,FGSG_03882,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551164,FGSG_03883,FGSG_03883,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551165,FGSG_03884,FGSG_03884,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551166,FGSG_03886,FGSG_03886,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551167,FGSG_03887,FGSG_03887,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551168,FGSG_03888,FGSG_03888,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551169,FGSG_03889,FGSG_03889,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551170,FGSG_03890,FGSG_03890,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150718,-
229533,23551171,FGSG_03891,FGSG_03891,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551172,FGSG_03892,FGSG_03892,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551173,FGSG_03893,FGSG_03893,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
229533,23551174,FGSG_03894,FGSG_03894,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551175,FGSG_03895,FGSG_03895,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150223,-
229533,23551176,FGSG_03896,FGSG_03896,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551177,FGSG_03897,FGSG_03897,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551178,FGSG_03898,FGSG_03898,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551179,FGSG_03899,FGSG_03899,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551180,FGSG_03900,FGSG_03900,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551181,FGSG_03901,FGSG_03901,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551182,FGSG_03902,FGSG_03902,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551183,FGSG_03903,FGSG_03903,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
229533,23551184,FGSG_03904,FGSG_03904,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160813,-
229533,23551185,FGSG_03905,FGSG_03905,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20210212,-
229533,23551186,FGSG_03906,FGSG_03906,-,-,2,-,hypothetical protein,protein-coding,-,-,-,-,20160910,-
