#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
6279,805199,ND2,KEF88_p12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210606,-
6279,6096586,Bm1_08290,Bm1_08290,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096587,Bm1_08305,Bm1_08305,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096588,Bm1_08320,Bm1_08320,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096589,Bm1_08325,Bm1_08325,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096590,Bm1_08300,Bm1_08300,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096591,Bm1_08310,Bm1_08310,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096592,Bm1_08315,Bm1_08315,-,-,-,-,EGF-like domain containing protein,protein-coding,-,-,-,EGF-like domain containing protein,20210606,-
6279,6096593,Bm1_08295,Bm1_08295,-,-,-,-,RNase H and integrase-like protein,protein-coding,-,-,-,RNase H and integrase-like protein,20210606,-
6279,6096594,Bm1_08335,Bm1_08335,-,-,-,-,Myb-like DNA-binding domain containing protein,protein-coding,-,-,-,Myb-like DNA-binding domain containing protein,20210606,-
6279,6096595,Bm1_08330,Bm1_08330,-,-,-,-,LOC129285 protein,protein-coding,-,-,-,LOC129285 protein,20210606,-
6279,6096596,Bm1_08355,Bm1_08355,-,-,-,-,annexin,protein-coding,-,-,-,annexin,20210606,-
6279,6096597,Bm1_08345,Bm1_08345,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096598,Bm1_08350,Bm1_08350,-,-,-,-,DEAD/DEAH box helicase family protein,protein-coding,-,-,-,DEAD/DEAH box helicase family protein,20210606,-
6279,6096599,Bm1_08340,Bm1_08340,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096600,Bm1_08365,Bm1_08365,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096601,Bm1_08370,Bm1_08370,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096602,Bm1_08360,Bm1_08360,-,-,-,-,nuclear DNA-binding protein C1D,protein-coding,-,-,-,nuclear DNA-binding protein C1D,20210606,-
6279,6096603,Bm1_08375,Bm1_08375,-,-,-,-,cuticlin 1 precursor,protein-coding,-,-,-,cuticlin 1 precursor,20210606,-
6279,6096604,Bm1_08380,Bm1_08380,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096605,Bm1_08385,Bm1_08385,-,-,-,-,"Hypothetical 17.1 kDa protein in PUR5 3'region, putative",protein-coding,-,-,-,"Hypothetical 17.1 kDa protein in PUR5 3'region, putative",20210606,-
6279,6096606,Bm1_08400,Bm1_08400,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096607,Bm1_08395,Bm1_08395,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096608,Bm1_08390,Bm1_08390,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096609,Bm1_08420,Bm1_08420,-,-,-,-,kinesin light chain protein 2,protein-coding,-,-,-,kinesin light chain protein 2,20210606,-
6279,6096610,Bm1_08410,Bm1_08410,-,-,-,-,O-methyltransferase family protein,protein-coding,-,-,-,O-methyltransferase family protein,20210606,-
6279,6096611,Bm1_08415,Bm1_08415,-,-,-,-,chromosome 14 open reading frame 169,protein-coding,-,-,-,chromosome 14 open reading frame 169,20210606,-
6279,6096612,Bm1_08405,Bm1_08405,-,-,-,-,"catechol-O-methyltransferase domain containing 1, putative",protein-coding,-,-,-,"catechol-O-methyltransferase domain containing 1, putative",20210606,-
6279,6096613,Bm1_08425,Bm1_08425,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096614,Bm1_08430,Bm1_08430,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096615,Bm1_08435,Bm1_08435,-,-,-,-,"Neuronal acetylcholine receptor protein, alpha-2 chain precursor",protein-coding,-,-,-,"Neuronal acetylcholine receptor protein, alpha-2 chain precursor",20210606,-
6279,6096616,Bm1_08450,Bm1_08450,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096617,Bm1_08460,Bm1_08460,-,-,-,-,karyopherin alpha,protein-coding,-,-,-,karyopherin alpha,20210606,-
6279,6096618,Bm1_08440,Bm1_08440,-,-,-,-,Calcium binding EGF domain containing protein,protein-coding,-,-,-,Calcium binding EGF domain containing protein,20210606,-
6279,6096619,Bm1_08455,Bm1_08455,-,-,-,-,Protein kinase domain containing protein,protein-coding,-,-,-,Protein kinase domain containing protein,20210606,-
6279,6096620,Bm1_08445,Bm1_08445,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096621,Bm1_08465,Bm1_08465,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096622,Bm1_08470,Bm1_08470,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096623,Bm1_08475,Bm1_08475,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096624,Bm1_08485,Bm1_08485,-,-,-,-,MGC53303 protein,protein-coding,-,-,-,MGC53303 protein,20210606,-
6279,6096625,Bm1_08480,Bm1_08480,-,-,-,-,von Willebrand factor type A domain containing protein,protein-coding,-,-,-,von Willebrand factor type A domain containing protein,20210606,-
6279,6096626,Bm1_08490,Bm1_08490,-,-,-,-,Tudor domain containing protein 1,protein-coding,-,-,-,Tudor domain containing protein 1,20210606,-
6279,6096627,Bm1_08495,Bm1_08495,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096628,Bm1_08500,Bm1_08500,-,-,-,-,tRNA,tRNA,-,-,-,-,20210606,-
6279,6096629,Bm1_08530,Bm1_08530,-,-,-,-,Surf2,protein-coding,-,-,-,Surf2,20210606,-
6279,6096630,Bm1_08520,Bm1_08520,-,-,-,-,"eukaryotic translation initiation factor 3 subunit 8, putative",protein-coding,-,-,-,"eukaryotic translation initiation factor 3 subunit 8, putative",20210606,-
6279,6096631,Bm1_08525,Bm1_08525,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096632,Bm1_08510,Bm1_08510,-,-,-,-,SD01790p,protein-coding,-,-,-,SD01790p,20210606,-
6279,6096633,Bm1_08515,Bm1_08515,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096634,Bm1_08535,Bm1_08535,-,-,-,-,phenylalanyl (f) trna synthetase protein 1,protein-coding,-,-,-,phenylalanyl (f) trna synthetase protein 1,20210606,-
6279,6096635,Bm1_08540,Bm1_08540,-,-,-,-,Rhomboid family protein,protein-coding,-,-,-,Rhomboid family protein,20210606,-
6279,6096636,Bm1_08545,Bm1_08545,-,-,-,-,Mediator protein 4,protein-coding,-,-,-,Mediator protein 4,20210606,-
6279,6096637,Bm1_08505,Bm1_08505,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096638,Bm1_08565,Bm1_08565,-,-,-,-,"Zinc finger, C2H2 type family protein",protein-coding,-,-,-,"Zinc finger, C2H2 type family protein",20210606,-
6279,6096639,Bm1_08570,Bm1_08570,-,-,-,-,histone-fold protein CHRAC subunit,protein-coding,-,-,-,histone-fold protein CHRAC subunit,20210606,-
6279,6096640,Bm1_08550,Bm1_08550,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096641,Bm1_08560,Bm1_08560,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096642,Bm1_08555,Bm1_08555,-,-,-,-,Kelch motif family protein,protein-coding,-,-,-,Kelch motif family protein,20210606,-
6279,6096643,Bm1_08590,Bm1_08590,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096644,Bm1_08595,Bm1_08595,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096645,Bm1_08600,Bm1_08600,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096646,Bm1_08585,Bm1_08585,-,-,-,-,LD16137p,protein-coding,-,-,-,LD16137p,20210606,-
6279,6096647,Bm1_08605,Bm1_08605,-,-,-,-,nuclear DNA-binding protein C1D,protein-coding,-,-,-,nuclear DNA-binding protein C1D,20210606,-
6279,6096648,Bm1_08610,Bm1_08610,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096649,Bm1_08575,Bm1_08575,-,-,-,-,"Beta-ketoacyl synthase, N-terminal domain containing protein",protein-coding,-,-,-,"Beta-ketoacyl synthase, N-terminal domain containing protein",20210606,-
6279,6096650,Bm1_08580,Bm1_08580,-,-,-,-,AMP-binding enzyme family protein,protein-coding,-,-,-,AMP-binding enzyme family protein,20210606,-
6279,6096651,Bm1_08630,Bm1_08630,-,-,-,-,PAS domain containing protein,protein-coding,-,-,-,PAS domain containing protein,20210606,-
6279,6096652,Bm1_08635,Bm1_08635,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096653,Bm1_08640,Bm1_08640,-,-,-,-,Phospholipase d protein 1,protein-coding,-,-,-,Phospholipase d protein 1,20210606,-
6279,6096654,Bm1_08625,Bm1_08625,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096655,Bm1_08620,Bm1_08620,-,-,-,-,ADP-ribosylation factor-like protein 2,protein-coding,-,-,-,ADP-ribosylation factor-like protein 2,20210606,-
6279,6096656,Bm1_08615,Bm1_08615,-,-,-,-,"eukaryotic translation initiation factor 3 subunit 4, putative",protein-coding,-,-,-,"eukaryotic translation initiation factor 3 subunit 4, putative",20210606,-
6279,6096657,Bm1_08645,Bm1_08645,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096658,Bm1_08650,Bm1_08650,-,-,-,-,Variant SH3 domain containing protein,protein-coding,-,-,-,Variant SH3 domain containing protein,20210606,-
6279,6096659,Bm1_08665,Bm1_08665,-,-,-,-,Periodic tryptophan protein 2 homolog,protein-coding,-,-,-,Periodic tryptophan protein 2 homolog,20210606,-
6279,6096660,Bm1_08670,Bm1_08670,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096661,Bm1_08675,Bm1_08675,-,-,-,-,homeobox domain containing protein,protein-coding,-,-,-,homeobox domain containing protein,20210606,-
6279,6096662,Bm1_08660,Bm1_08660,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096663,Bm1_08655,Bm1_08655,-,-,-,-,CG11202-PA,protein-coding,-,-,-,CG11202-PA,20210606,-
6279,6096664,Bm1_08680,Bm1_08680,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096665,Bm1_08685,Bm1_08685,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096666,Bm1_08710,Bm1_08710,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096667,Bm1_08700,Bm1_08700,-,-,-,-,Membrane-bound transcription factor site-1 protease precursor,protein-coding,-,-,-,Membrane-bound transcription factor site-1 protease precursor,20210606,-
6279,6096668,Bm1_08705,Bm1_08705,-,-,-,-,"DNA topoisomerase II, alpha isozyme",protein-coding,-,-,-,"DNA topoisomerase II, alpha isozyme",20210606,-
6279,6096669,Bm1_08690,Bm1_08690,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096670,Bm1_08695,Bm1_08695,-,-,-,-,trehalose-6-phosphate synthase,protein-coding,-,-,-,trehalose-6-phosphate synthase,20210606,-
6279,6096671,Bm1_08715,Bm1_08715,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096672,Bm1_08725,Bm1_08725,-,-,-,-,SWIM zinc finger family protein,protein-coding,-,-,-,SWIM zinc finger family protein,20210606,-
6279,6096673,Bm1_08735,Bm1_08735,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096674,Bm1_08740,Bm1_08740,-,-,-,-,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,protein-coding,-,-,-,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,20210606,-
6279,6096675,Bm1_08745,Bm1_08745,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096676,Bm1_08730,Bm1_08730,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096677,Bm1_08750,Bm1_08750,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096678,Bm1_08755,Bm1_08755,-,-,-,-,"splicing factor, CC1-like family protein",protein-coding,-,-,-,"splicing factor, CC1-like family protein",20210606,-
6279,6096679,Bm1_08760,Bm1_08760,-,-,-,-,ShTK domain containing protein,protein-coding,-,-,-,ShTK domain containing protein,20210606,-
6279,6096680,Bm1_08720,Bm1_08720,-,-,-,-,ABC transporter N-terminus family protein,protein-coding,-,-,-,ABC transporter N-terminus family protein,20210606,-
6279,6096681,Bm1_08765,Bm1_08765,-,-,-,-,Serine/threonine protein phosphatase PP2A-1 catalytic subunit,protein-coding,-,-,-,Serine/threonine protein phosphatase PP2A-1 catalytic subunit,20210606,-
6279,6096682,Bm1_08775,Bm1_08775,-,-,-,-,Myb-like DNA-binding domain containing protein,protein-coding,-,-,-,Myb-like DNA-binding domain containing protein,20210606,-
6279,6096683,Bm1_08780,Bm1_08780,-,-,-,-,Glycosyl hydrolases family 38 protein,protein-coding,-,-,-,Glycosyl hydrolases family 38 protein,20210606,-
6279,6096684,Bm1_08770,Bm1_08770,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096685,Bm1_08795,Bm1_08795,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096686,Bm1_08800,Bm1_08800,-,-,-,-,Rab GDP dissociation inhibitor alpha,protein-coding,-,-,-,Rab GDP dissociation inhibitor alpha,20210606,-
6279,6096687,Bm1_08805,Bm1_08805,-,-,-,-,ubiquinone biosynthesis O-methyltransferase family protein,protein-coding,-,-,-,ubiquinone biosynthesis O-methyltransferase family protein,20210606,-
6279,6096688,Bm1_08790,Bm1_08790,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096689,Bm1_08810,Bm1_08810,-,-,-,-,zgc:86903,protein-coding,-,-,-,zgc:86903,20210606,-
6279,6096690,Bm1_08815,Bm1_08815,-,-,-,-,DnaJ domain containing protein,protein-coding,-,-,-,DnaJ domain containing protein,20210606,-
6279,6096691,Bm1_08820,Bm1_08820,-,-,-,-,Zinc finger protein 207,protein-coding,-,-,-,Zinc finger protein 207,20210606,-
6279,6096692,Bm1_08825,Bm1_08825,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096693,Bm1_08830,Bm1_08830,-,-,-,-,Amidohydrolase family protein,protein-coding,-,-,-,Amidohydrolase family protein,20210606,-
6279,6096694,Bm1_08835,Bm1_08835,-,-,-,-,Fatty acid elongation protein 3,protein-coding,-,-,-,Fatty acid elongation protein 3,20210606,-
6279,6096695,Bm1_08840,Bm1_08840,-,-,-,-,"cyclophilin-type peptidyl-prolyl cis-trans isomerase-12, Bmcyp-12",protein-coding,-,-,-,"cyclophilin-type peptidyl-prolyl cis-trans isomerase-12, Bmcyp-12",20210606,-
6279,6096696,Bm1_08845,Bm1_08845,-,-,-,-,SH2 domain containing protein,protein-coding,-,-,-,SH2 domain containing protein,20210606,-
6279,6096697,Bm1_08850,Bm1_08850,-,-,-,-,Adenosine kinase-like,protein-coding,-,-,-,Adenosine kinase-like,20210606,-
6279,6096698,Bm1_08855,Bm1_08855,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096699,Bm1_08860,Bm1_08860,-,-,-,-,MOZ/SAS family protein,protein-coding,-,-,-,MOZ/SAS family protein,20210606,-
6279,6096700,Bm1_08865,Bm1_08865,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096701,Bm1_08870,Bm1_08870,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096702,Bm1_08875,Bm1_08875,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096703,Bm1_08880,Bm1_08880,-,-,-,-,riboflavin kinase,protein-coding,-,-,-,riboflavin kinase,20210606,-
6279,6096704,Bm1_08885,Bm1_08885,-,-,-,-,Pre-B cell enhancing factor precursor,protein-coding,-,-,-,Pre-B cell enhancing factor precursor,20210606,-
6279,6096705,Bm1_08890,Bm1_08890,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096706,Bm1_08895,Bm1_08895,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096707,Bm1_08900,Bm1_08900,-,-,-,-,RNA binding protein,protein-coding,-,-,-,RNA binding protein,20210606,-
6279,6096708,Bm1_08905,Bm1_08905,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096709,Bm1_08910,Bm1_08910,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096710,Bm1_08915,Bm1_08915,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096711,Bm1_08920,Bm1_08920,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096712,Bm1_08925,Bm1_08925,-,-,-,-,Hypothetical zinc finger protein B0310.2 in chromosome X,protein-coding,-,-,-,Hypothetical zinc finger protein B0310.2 in chromosome X,20210606,-
6279,6096713,Bm1_08930,Bm1_08930,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096714,Bm1_08935,Bm1_08935,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096715,Bm1_08940,Bm1_08940,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096716,Bm1_08945,Bm1_08945,-,-,-,-,"transcriptional regulator, Sir2 family protein",protein-coding,-,-,-,"transcriptional regulator, Sir2 family protein",20210606,-
6279,6096717,Bm1_08785,Bm1_08785,-,-,-,-,Helix-loop-helix DNA-binding domain containing protein,protein-coding,-,-,-,Helix-loop-helix DNA-binding domain containing protein,20210606,-
6279,6096718,Bm1_08960,Bm1_08960,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096719,Bm1_08965,Bm1_08965,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096720,Bm1_08950,Bm1_08950,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096721,Bm1_08955,Bm1_08955,-,-,-,-,Hypothetical UPF0131 protein CG2811,protein-coding,-,-,-,Hypothetical UPF0131 protein CG2811,20210606,-
6279,6096722,Bm1_08970,Bm1_08970,-,-,-,-,Helix-loop-helix DNA-binding domain containing protein,protein-coding,-,-,-,Helix-loop-helix DNA-binding domain containing protein,20210606,-
6279,6096723,Bm1_08975,Bm1_08975,-,-,-,-,von Willebrand Factor,protein-coding,-,-,-,von Willebrand Factor,20210606,-
6279,6096724,Bm1_08980,Bm1_08980,-,-,-,-,Homeobox domain containing protein,protein-coding,-,-,-,Homeobox domain containing protein,20210606,-
6279,6096725,Bm1_08985,Bm1_08985,-,-,-,-,basement membrane proteoglycan precursor,protein-coding,-,-,-,basement membrane proteoglycan precursor,20210606,-
6279,6096726,Bm1_08990,Bm1_08990,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096727,Bm1_09000,Bm1_09000,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096728,Bm1_08995,Bm1_08995,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096729,Bm1_09015,Bm1_09015,-,-,-,-,"Williams-Beuren syndrome chromosome region 16 protein, putative",protein-coding,-,-,-,"Williams-Beuren syndrome chromosome region 16 protein, putative",20210606,-
6279,6096730,Bm1_09020,Bm1_09020,-,-,-,-,LMBR1-like conserved region family protein,protein-coding,-,-,-,LMBR1-like conserved region family protein,20210606,-
6279,6096731,Bm1_09025,Bm1_09025,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096732,Bm1_09010,Bm1_09010,-,-,-,-,ATP dependent DNA ligase C terminal region family protein,protein-coding,-,-,-,ATP dependent DNA ligase C terminal region family protein,20210606,-
6279,6096733,Bm1_09030,Bm1_09030,-,-,-,-,IQ calmodulin-binding motif family protein,protein-coding,-,-,-,IQ calmodulin-binding motif family protein,20210606,-
6279,6096734,Bm1_09035,Bm1_09035,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096735,Bm1_09040,Bm1_09040,-,-,-,-,RE40412p,protein-coding,-,-,-,RE40412p,20210606,-
6279,6096736,Bm1_09045,Bm1_09045,-,-,-,-,fructose-bisphosphate aldolase 2,protein-coding,-,-,-,fructose-bisphosphate aldolase 2,20210606,-
6279,6096737,Bm1_09050,Bm1_09050,-,-,-,-,ubiquitin,protein-coding,-,-,-,ubiquitin,20210606,-
6279,6096738,Bm1_09055,Bm1_09055,-,-,-,-,ShTK domain containing protein,protein-coding,-,-,-,ShTK domain containing protein,20210606,-
6279,6096739,Bm1_09005,Bm1_09005,-,-,-,-,Homeobox protein lin-39,protein-coding,-,-,-,Homeobox protein lin-39,20210606,-
6279,6096740,Bm1_09060,Bm1_09060,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096741,Bm1_09065,Bm1_09065,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096742,Bm1_09080,Bm1_09080,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096743,Bm1_09075,Bm1_09075,-,-,-,-,60S ribosomal protein L8,protein-coding,-,-,-,60S ribosomal protein L8,20210606,-
6279,6096744,Bm1_09070,Bm1_09070,-,-,-,-,UBASH3A protein homolog,protein-coding,-,-,-,UBASH3A protein homolog,20210606,-
6279,6096745,Bm1_09085,Bm1_09085,-,-,-,-,transporter,protein-coding,-,-,-,transporter,20210606,-
6279,6096746,Bm1_09090,Bm1_09090,-,-,-,-,"Zinc finger, C2H2 type family protein",protein-coding,-,-,-,"Zinc finger, C2H2 type family protein",20210606,-
6279,6096747,Bm1_09095,Bm1_09095,-,-,-,-,"Zinc finger, C2H2 type family protein",protein-coding,-,-,-,"Zinc finger, C2H2 type family protein",20210606,-
6279,6096748,Bm1_09100,Bm1_09100,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096749,Bm1_09105,Bm1_09105,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096750,Bm1_09110,Bm1_09110,-,-,-,-,Transmembrane GTPase fzo-1,protein-coding,-,-,-,Transmembrane GTPase fzo-1,20210606,-
6279,6096751,Bm1_09120,Bm1_09120,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096752,Bm1_09115,Bm1_09115,-,-,-,-,MGC80188 protein,protein-coding,-,-,-,MGC80188 protein,20210606,-
6279,6096753,Bm1_09125,Bm1_09125,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096754,Bm1_09135,Bm1_09135,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096755,Bm1_09130,Bm1_09130,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096756,Bm1_09145,Bm1_09145,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096757,Bm1_09140,Bm1_09140,-,-,-,-,"Zinc finger, C2H2 type family protein",protein-coding,-,-,-,"Zinc finger, C2H2 type family protein",20210606,-
6279,6096758,Bm1_09150,Bm1_09150,-,-,-,-,guanylate kinase,protein-coding,-,-,-,guanylate kinase,20210606,-
6279,6096759,Bm1_09160,Bm1_09160,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096760,Bm1_09155,Bm1_09155,-,-,-,-,ribosomal RNA adenine dimethylase family protein,protein-coding,-,-,-,ribosomal RNA adenine dimethylase family protein,20210606,-
6279,6096761,Bm1_09165,Bm1_09165,-,-,-,-,"Glycine-rich cell wall structural protein 2 precursor, putative",protein-coding,-,-,-,"Glycine-rich cell wall structural protein 2 precursor, putative",20210606,-
6279,6096762,Bm1_09170,Bm1_09170,-,-,-,-,"Ubiquitin carboxyl-terminal hydrolase, family 1 protein",protein-coding,-,-,-,"Ubiquitin carboxyl-terminal hydrolase, family 1 protein",20210606,-
6279,6096763,Bm1_09175,Bm1_09175,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096764,Bm1_09180,Bm1_09180,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096765,Bm1_09185,Bm1_09185,-,-,-,-,DEAD/DEAH box helicase family protein,protein-coding,-,-,-,DEAD/DEAH box helicase family protein,20210606,-
6279,6096766,Bm1_09190,Bm1_09190,-,-,-,-,Nucleolar complex-associated protein,protein-coding,-,-,-,Nucleolar complex-associated protein,20210606,-
6279,6096767,Bm1_09195,Bm1_09195,-,-,-,-,Thyroglobulin type-1 repeat family protein,protein-coding,-,-,-,Thyroglobulin type-1 repeat family protein,20210606,-
6279,6096768,Bm1_09200,Bm1_09200,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096769,Bm1_09215,Bm1_09215,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096770,Bm1_09210,Bm1_09210,-,-,-,-,"Partner of SLD five, PSF1 family protein",protein-coding,-,-,-,"Partner of SLD five, PSF1 family protein",20210606,-
6279,6096771,Bm1_09205,Bm1_09205,-,-,-,-,DAK1 domain containing protein,protein-coding,-,-,-,DAK1 domain containing protein,20210606,-
6279,6096772,Bm1_09220,Bm1_09220,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6096773,Bm1_09240,Bm1_09240,-,-,-,-,jmjC domain containing protein,protein-coding,-,-,-,jmjC domain containing protein,20210606,-
