#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1493510,24172146,AAJ58_gp002,AAJ58_gp002,Syn7803C2_2,-,-,-,base plate wedge component,protein-coding,-,-,-,base plate wedge component,20201221,-
1493510,24172317,AAJ58_gp173,AAJ58_gp173,Syn7803C2_173,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172318,AAJ58_gp174,AAJ58_gp174,Syn7803C2_174,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20201221,-
1493510,24172319,AAJ58_gp175,AAJ58_gp175,Syn7803C2_175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172320,AAJ58_gp176,AAJ58_gp176,Syn7803C2_176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172321,AAJ58_gp177,AAJ58_gp177,Syn7803C2_177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172322,AAJ58_gp178,AAJ58_gp178,Syn7803C2_178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172323,AAJ58_gp179,AAJ58_gp179,Syn7803C2_179,-,-,-,plasmid stability protein,protein-coding,-,-,-,plasmid stability protein,20201221,-
1493510,24172324,AAJ58_gp180,AAJ58_gp180,Syn7803C2_180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172325,AAJ58_gp181,AAJ58_gp181,Syn7803C2_181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172326,AAJ58_gp182,AAJ58_gp182,Syn7803C2_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172327,AAJ58_gp183,AAJ58_gp183,Syn7803C2_183,-,-,-,OMP1 protein,protein-coding,-,-,-,OMP1 protein,20201221,-
1493510,24172328,AAJ58_gp184,AAJ58_gp184,Syn7803C2_184,-,-,-,high light inducible protein,protein-coding,-,-,-,high light inducible protein,20201221,-
1493510,24172329,AAJ58_gp185,AAJ58_gp185,Syn7803C2_185,-,-,-,ferredoxin,protein-coding,-,-,-,ferredoxin,20201221,-
1493510,24172330,AAJ58_gp186,AAJ58_gp186,Syn7803C2_186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172331,AAJ58_gp187,AAJ58_gp187,Syn7803C2_187,-,-,-,high light inducible protein,protein-coding,-,-,-,high light inducible protein,20201221,-
1493510,24172332,AAJ58_gp188,AAJ58_gp188,Syn7803C2_188,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172333,AAJ58_gp189,AAJ58_gp189,Syn7803C2_189,-,-,-,photosystem II D1 protein,protein-coding,-,-,-,photosystem II D1 protein,20201221,-
1493510,24172334,AAJ58_gp190,AAJ58_gp190,Syn7803C2_190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172335,AAJ58_gp191,AAJ58_gp191,Syn7803C2_191,-,-,-,photosystem II D2 protein,protein-coding,-,-,-,photosystem II D2 protein,20201221,-
1493510,24172336,AAJ58_gp192,AAJ58_gp192,Syn7803C2_192,-,-,-,carboxylesterase,protein-coding,-,-,-,carboxylesterase,20201221,-
1493510,24172337,AAJ58_gp193,AAJ58_gp193,Syn7803C2_193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172338,AAJ58_gp194,AAJ58_gp194,Syn7803C2_194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172339,AAJ58_gp195,AAJ58_gp195,Syn7803C2_195,-,-,-,phosphoribosylaminoimidazole-succinocarboxamide synthase,protein-coding,-,-,-,phosphoribosylaminoimidazole-succinocarboxamide synthase,20201221,-
1493510,24172340,AAJ58_gp196,AAJ58_gp196,Syn7803C2_196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172341,AAJ58_gp197,AAJ58_gp197,Syn7803C2_197,-,-,-,phosphoribosylaminoimidazole synthetase,protein-coding,-,-,-,phosphoribosylaminoimidazole synthetase,20201221,-
1493510,24172342,AAJ58_gp198,AAJ58_gp198,Syn7803C2_198,-,-,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20201221,-
1493510,24172343,AAJ58_gp199,AAJ58_gp199,Syn7803C2_199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172344,AAJ58_gp200,AAJ58_gp200,Syn7803C2_200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172345,AAJ58_gp201,AAJ58_gp201,Syn7803C2_201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172346,AAJ58_gp202,AAJ58_gp202,Syn7803C2_202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172347,AAJ58_gp203,AAJ58_gp203,Syn7803C2_203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172348,AAJ58_gp204,AAJ58_gp204,Syn7803C2_204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172349,AAJ58_gp205,AAJ58_gp205,Syn7803C2_205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172350,AAJ58_gp206,AAJ58_gp206,Syn7803C2_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172351,AAJ58_gp207,AAJ58_gp207,Syn7803C2_207,-,-,-,thymidylate synthetase,protein-coding,-,-,-,thymidylate synthetase,20201221,-
1493510,24172352,AAJ58_gp208,AAJ58_gp208,Syn7803C2_208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172353,AAJ58_gp209,AAJ58_gp209,Syn7803C2_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172354,AAJ58_gp210,AAJ58_gp210,Syn7803C2_210,-,-,-,P-starvation inducible protein,protein-coding,-,-,-,P-starvation inducible protein,20201221,-
1493510,24172355,AAJ58_gp211,AAJ58_gp211,Syn7803C2_211,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20201221,-
1493510,24172356,AAJ58_gp212,AAJ58_gp212,Syn7803C2_212,-,-,-,late promoter transcription protein,protein-coding,-,-,-,late promoter transcription protein,20201221,-
1493510,24172357,AAJ58_gp213,AAJ58_gp213,Syn7803C2_213,-,-,-,DUF1825 domain-containing protein,protein-coding,-,-,-,DUF1825 domain-containing protein,20201221,-
1493510,24172358,AAJ58_gp001,AAJ58_gp001,Syn7803C2_1,-,-,-,ssDNA binding protein,protein-coding,-,-,-,ssDNA binding protein,20201221,-
1493510,24265288,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Synechococcus phage Syn7803C2).,other,-,-,-,-,20200513,-
