#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1551641,22475076,pSs1_002,pSs1_002,-,-,-,-,DNA topisomerase II medium subunit,protein-coding,-,-,-,DNA topisomerase II medium subunit,20201221,-
1551641,22475290,pSs1_00216,pSs1_00216,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475291,pSs1_00217,pSs1_00217,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475292,pSs1_00218,pSs1_00218,-,-,-,-,co-chaperone GroES,protein-coding,-,-,-,co-chaperone GroES,20210212,-
1551641,22475293,pSs1_00219,pSs1_00219,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1551641,22475294,pSs1_00220,pSs1_00220,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475295,pSs1_00221,pSs1_00221,-,-,-,-,dCMP deaminase,protein-coding,-,-,-,dCMP deaminase,20201221,-
1551641,22475296,pSs1_00222,pSs1_00222,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475297,pSs1_00223,pSs1_00223,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475298,pSs1_00224,pSs1_00224,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475299,pSs1_00225,pSs1_00225,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475300,pSs1_00226,pSs1_00226,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475301,pSs1_00227,pSs1_00227,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475302,pSs1_00228,pSs1_00228,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475303,pSs1_00229,pSs1_00229,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475304,pSs1_00230,pSs1_00230,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475305,pSs1_00231,pSs1_00231,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475306,pSs1_00232,pSs1_00232,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475307,pSs1_00233,pSs1_00233,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475308,pSs1_00234,pSs1_00234,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475309,pSs1_00235,pSs1_00235,-,-,-,-,GIY-YIG nuclease family protein,protein-coding,-,-,-,GIY-YIG nuclease family protein,20201221,-
1551641,22475310,pSs1_00236,pSs1_00236,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475311,pSs1_00237,pSs1_00237,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475312,pSs1_00238,pSs1_00238,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1551641,22475313,pSs1_00239,pSs1_00239,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475314,pSs1_00240,pSs1_00240,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1551641,22475315,pSs1_00241,pSs1_00241,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475316,pSs1_00242,pSs1_00242,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1551641,22475317,pSs1_00243,pSs1_00243,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475318,pSs1_00244,pSs1_00244,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475319,pSs1_00245,pSs1_00245,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475320,pSs1_00246,pSs1_00246,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475321,pSs1_00247,pSs1_00247,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475322,pSs1_00248,pSs1_00248,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475323,pSs1_00249,pSs1_00249,-,-,-,-,gp33 late promoter transcription accessory protein,protein-coding,-,-,-,gp33 late promoter transcription accessory protein,20201221,-
1551641,22475324,pSs1_00250,pSs1_00250,-,-,-,-,double-stranded DNA binding protein,protein-coding,-,-,-,double-stranded DNA binding protein,20201221,-
1551641,22475325,pSs1_00251,pSs1_00251,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475326,pSs1_00252,pSs1_00252,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475327,pSs1_00253,pSs1_00253,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475328,pSs1_00254,pSs1_00254,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475329,pSs1_00255,pSs1_00255,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475330,pSs1_00256,pSs1_00256,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475331,pSs1_00257,pSs1_00257,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475332,pSs1_00258,pSs1_00258,-,-,-,-,AsiA anti-sigma 70 protein,protein-coding,-,-,-,AsiA anti-sigma 70 protein,20210212,-
1551641,22475333,pSs1_00259,pSs1_00259,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475334,pSs1_00260,pSs1_00260,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475335,pSs1_00261,pSs1_00261,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475336,pSs1_00262,pSs1_00262,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475337,pSs1_00263,pSs1_00263,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475338,pSs1_00264,pSs1_00264,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475339,pSs1_00265,pSs1_00265,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1551641,22475340,pSs1_00266,pSs1_00266,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1551641,22475341,pSs1_001,pSs1_001,-,-,-,-,gp1,protein-coding,-,-,-,gp1,20200629,-
1551641,22551791,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Shigella phagepSs-1).,other,-,-,-,-,20200513,-
