#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2448909,65117360,KNU25_gp002,KNU25_gp002,-,-,-,-,long tail fiber distal subunit,protein-coding,-,-,-,long tail fiber distal subunit,20210607,-
2448909,65117555,KNU25_gp197,KNU25_gp197,-,-,-,-,RNA polymerase binding protein,protein-coding,-,-,-,RNA polymerase binding protein,20210607,-
2448909,65117556,KNU25_gp198,KNU25_gp198,-,-,-,-,sliding clamp DNA polymerase,protein-coding,-,-,-,sliding clamp DNA polymerase,20210607,-
2448909,65117557,KNU25_gp199,KNU25_gp199,-,-,-,-,clamp loader small subunit,protein-coding,-,-,-,clamp loader small subunit,20210609,-
2448909,65117558,KNU25_gp200,KNU25_gp200,-,-,-,-,DNA polymerase clamp loader subunit,protein-coding,-,-,-,DNA polymerase clamp loader subunit,20210607,-
2448909,65117559,KNU25_gp201,KNU25_gp201,-,-,-,-,translation repressor protein,protein-coding,-,-,-,translation repressor protein,20210612,-
2448909,65117560,KNU25_gp202,KNU25_gp202,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117561,KNU25_gp203,KNU25_gp203,-,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210607,-
2448909,65117562,KNU25_gp204,KNU25_gp204,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117563,KNU25_gp205,KNU25_gp205,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117564,KNU25_gp206,KNU25_gp206,-,-,-,-,superinfection immunity protein,protein-coding,-,-,-,superinfection immunity protein,20210607,-
2448909,65117565,KNU25_gp207,KNU25_gp207,-,-,-,-,dCMP hydroxymethylase,protein-coding,-,-,-,dCMP hydroxymethylase,20210607,-
2448909,65117566,KNU25_gp208,KNU25_gp208,-,-,-,-,beta-glucosyl-HMC-alpha-glucosyltransferase,protein-coding,-,-,-,beta-glucosyl-HMC-alpha-glucosyltransferase,20210607,-
2448909,65117567,KNU25_gp209,KNU25_gp209,-,-,-,-,RecA-like recombination protein,protein-coding,-,-,-,RecA-like recombination protein,20210607,-
2448909,65117568,KNU25_gp210,KNU25_gp210,-,-,-,-,head vertex assembly chaperone,protein-coding,-,-,-,head vertex assembly chaperone,20210607,-
2448909,65117569,KNU25_gp211,KNU25_gp211,-,-,-,-,replicative helicase,protein-coding,-,-,-,replicative helicase,20210607,-
2448909,65117570,KNU25_gp212,KNU25_gp212,-,-,-,-,discriminator of mRNA degradation,protein-coding,-,-,-,discriminator of mRNA degradation,20210607,-
2448909,65117571,KNU25_gp213,KNU25_gp213,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117572,KNU25_gp214,KNU25_gp214,-,-,-,-,spackle periplasmic protein,protein-coding,-,-,-,spackle periplasmic protein,20210607,-
2448909,65117573,KNU25_gp215,KNU25_gp215,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117574,KNU25_gp216,KNU25_gp216,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117575,KNU25_gp217,KNU25_gp217,-,-,-,-,DNA primase/helicase,protein-coding,-,-,-,DNA primase/helicase,20210607,-
2448909,65117576,KNU25_gp218,KNU25_gp218,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117577,KNU25_gp219,KNU25_gp219,-,-,-,-,dCTP pyrophosphatase,protein-coding,-,-,-,dCTP pyrophosphatase,20210607,-
2448909,65117578,KNU25_gp220,KNU25_gp220,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117579,KNU25_gp221,KNU25_gp221,-,-,-,-,small outer capsid protein,protein-coding,-,-,-,small outer capsid protein,20210607,-
2448909,65117580,KNU25_gp222,KNU25_gp222,-,-,-,-,small outer capsid protein,protein-coding,-,-,-,small outer capsid protein,20210607,-
2448909,65117581,KNU25_gp223,KNU25_gp223,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117582,KNU25_gp224,KNU25_gp224,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117583,KNU25_gp225,KNU25_gp225,-,-,-,-,transcription modulator under heat shock,protein-coding,-,-,-,transcription modulator under heat shock,20210607,-
2448909,65117584,KNU25_gp226,KNU25_gp226,-,-,-,-,transcription modulator,protein-coding,-,-,-,transcription modulator,20210607,-
2448909,65117585,KNU25_gp227,KNU25_gp227,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117586,KNU25_gp228,KNU25_gp228,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117587,KNU25_gp229,KNU25_gp229,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117588,KNU25_gp230,KNU25_gp230,-,-,-,-,ADP-ribosylase,protein-coding,-,-,-,ADP-ribosylase,20210607,-
2448909,65117589,KNU25_gp231,KNU25_gp231,-,-,-,-,RNA polymerase ADP-ribosylase,protein-coding,-,-,-,RNA polymerase ADP-ribosylase,20210607,-
2448909,65117590,KNU25_gp232,KNU25_gp232,-,-,-,-,anti-sigma factor,protein-coding,-,-,-,anti-sigma factor,20210607,-
2448909,65117591,KNU25_gp233,KNU25_gp233,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117592,KNU25_gp234,KNU25_gp234,-,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20210607,-
2448909,65117593,KNU25_gp235,KNU25_gp235,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117594,KNU25_gp236,KNU25_gp236,-,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210607,-
2448909,65117595,KNU25_gp237,KNU25_gp237,-,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210607,-
2448909,65117596,KNU25_gp238,KNU25_gp238,-,-,-,-,exonuclease A,protein-coding,-,-,-,exonuclease A,20210607,-
2448909,65117597,KNU25_gp239,KNU25_gp239,-,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210607,-
2448909,65117598,KNU25_gp240,KNU25_gp240,-,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210607,-
2448909,65117599,KNU25_gp241,KNU25_gp241,-,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210607,-
2448909,65117600,KNU25_gp242,KNU25_gp242,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117601,KNU25_gp243,KNU25_gp243,-,-,-,-,modifier of suppressor tRNAs,protein-coding,-,-,-,modifier of suppressor tRNAs,20210607,-
2448909,65117602,KNU25_gp244,KNU25_gp244,-,-,-,-,mRNA metabolism moderator,protein-coding,-,-,-,mRNA metabolism moderator,20210607,-
2448909,65117603,KNU25_gp245,KNU25_gp245,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117604,KNU25_gp246,KNU25_gp246,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117605,KNU25_gp247,KNU25_gp247,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117606,KNU25_gp248,KNU25_gp248,-,-,-,-,DNA gyrase subunit B,protein-coding,-,-,-,DNA gyrase subunit B,20210609,-
2448909,65117607,KNU25_gp249,KNU25_gp249,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117608,KNU25_gp250,KNU25_gp250,-,-,-,-,rIIA lysis inhibitor,protein-coding,-,-,-,rIIA lysis inhibitor,20210607,-
2448909,65117609,KNU25_gp251,KNU25_gp251,-,-,-,-,rIIB lysis inhibitor,protein-coding,-,-,-,rIIB lysis inhibitor,20210607,-
2448909,65117610,KNU25_gp252,KNU25_gp252,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117611,KNU25_gp253,KNU25_gp253,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117612,KNU25_gp254,KNU25_gp254,-,-,-,-,DNA endonuclease IV,protein-coding,-,-,-,DNA endonuclease IV,20210607,-
2448909,65117613,KNU25_gp255,KNU25_gp255,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117614,KNU25_gp256,KNU25_gp256,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117615,KNU25_gp257,KNU25_gp257,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117616,KNU25_gp258,KNU25_gp258,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117617,KNU25_gp259,KNU25_gp259,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117618,KNU25_gp260,KNU25_gp260,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117619,KNU25_gp261,KNU25_gp261,-,-,-,-,nucleoid disruption protein,protein-coding,-,-,-,nucleoid disruption protein,20210607,-
2448909,65117620,KNU25_gp262,KNU25_gp262,-,-,-,-,acridine resistance protein,protein-coding,-,-,-,acridine resistance protein,20210607,-
2448909,65117621,KNU25_gp263,KNU25_gp263,-,-,-,-,DNA topoisomerase,protein-coding,-,-,-,DNA topoisomerase,20210607,-
2448909,65117622,KNU25_gp264,KNU25_gp264,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117623,KNU25_gp265,KNU25_gp265,-,-,-,-,activator of middle period transcription,protein-coding,-,-,-,activator of middle period transcription,20210607,-
2448909,65117624,KNU25_gp266,KNU25_gp266,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117625,KNU25_gp267,KNU25_gp267,-,-,-,-,anti-restriction nuclease,protein-coding,-,-,-,anti-restriction nuclease,20210607,-
2448909,65117626,KNU25_gp268,KNU25_gp268,-,-,-,-,anti-restriction nuclease,protein-coding,-,-,-,anti-restriction nuclease,20210607,-
2448909,65117627,KNU25_gp269,KNU25_gp269,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117628,KNU25_gp270,KNU25_gp270,-,-,-,-,inhibitor of MrcBC restriction endonuclease,protein-coding,-,-,-,inhibitor of MrcBC restriction endonuclease,20210607,-
2448909,65117629,KNU25_gp271,KNU25_gp271,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210607,-
2448909,65117630,KNU25_gp272,KNU25_gp272,-,-,-,-,anti-sigma 70 protein,protein-coding,-,-,-,anti-sigma 70 protein,20210612,-
2448909,65117631,KNU25_gp273,KNU25_gp273,-,-,-,-,holin,protein-coding,-,-,-,holin,20210607,-
2448909,65117632,KNU25_gp001,KNU25_gp001,-,-,-,-,receptor recognition protein,protein-coding,-,-,-,receptor recognition protein,20210607,-
2448909,65242942,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
