#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1235461,14278081,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210407,-
1235461,25011314,C770_RS25185,C770_RS25185,C770_GR4pC1344,-,-,-,mechanosensitive ion channel protein MscS,protein-coding,-,-,-,-,20170906,-
1235461,25011315,C770_RS21755,C770_RS21755,C770_GR4pC0577,-,-,-,ABC transporter permease,protein-coding,-,-,-,-,20171117,-
1235461,25011316,C770_RS23365,C770_RS23365,C770_GR4pC0926,-,-,-,transcription regulator containing HTH domain,protein-coding,-,-,-,-,20160827,-
1235461,25011317,C770_RS22995,C770_RS22995,-,-,-,-,exodeoxyribonuclease III,pseudo,-,-,-,-,20150714,-
1235461,25011318,C770_RS25180,C770_RS25180,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011319,C770_RS20045,C770_RS20045,C770_GR4pC0217,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,-,20150714,-
1235461,25011320,C770_RS20840,C770_RS20840,C770_GR4pC0386,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25011321,C770_RS21725,C770_RS21725,C770_GR4pC0571,-,-,-,methyltransferase,protein-coding,-,-,-,-,20171117,-
1235461,25011322,C770_RS25140,C770_RS25140,C770_GR4pC1335,-,-,-,dehydrogenase,protein-coding,-,-,-,-,20160827,-
1235461,25011323,C770_RS24425,C770_RS24425,C770_GR4pC1177,-,-,-,signal-transduction protein containing cAMP-binding and CBS domains,pseudo,-,-,-,-,20150714,-
1235461,25011324,C770_RS22310,C770_RS22310,C770_GR4pC0691,-,-,-,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,protein-coding,-,-,-,-,20151028,-
1235461,25011325,C770_RS21575,C770_RS21575,-,-,-,-,NADH-quinone oxidoreductase subunit A 2,protein-coding,-,-,-,-,20210417,-
1235461,25011326,C770_RS19590,C770_RS19590,C770_GR4pC0114,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011327,C770_RS20300,C770_RS20300,C770_GR4pC0276,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011328,C770_RS20330,C770_RS20330,C770_GR4pC0282,-,-,-,cell division protein Fic,protein-coding,-,-,-,-,20150714,-
1235461,25011329,C770_RS21730,C770_RS21730,C770_GR4pC0572,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,-,20171220,-
1235461,25011330,C770_RS21715,C770_RS21715,C770_GR4pC0569,-,-,-,glycine cleavage system T protein (aminomethyltransferase),protein-coding,-,-,-,-,20160827,-
1235461,25011331,C770_RS22240,C770_RS22240,C770_GR4pC0677,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011332,C770_RS21350,C770_RS21350,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011333,C770_RS22805,C770_RS22805,C770_GR4pC0800,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011334,C770_RS19540,C770_RS19540,C770_GR4pC0104,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011335,C770_RS23485,C770_RS23485,C770_GR4pC0951,-,-,-,Arylsulfatase A-related enzyme,protein-coding,-,-,-,-,20160827,-
1235461,25011336,C770_RS22905,C770_RS22905,C770_GR4pC0823,-,-,-,Arabinose efflux permease,protein-coding,-,-,-,-,20160827,-
1235461,25011337,C770_RS21475,C770_RS21475,C770_GR4pC0520,-,-,-,pilus assembly protein,protein-coding,-,-,-,-,20171117,-
1235461,25011338,C770_RS19890,C770_RS19890,C770_GR4pC0181,-,-,-,ABC transporter permease,protein-coding,-,-,-,-,20171117,-
1235461,25011339,C770_RS21840,C770_RS21840,C770_GR4pC0594,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,-,20180124,-
1235461,25011340,C770_RS22275,C770_RS22275,C770_GR4pC0684,-,-,-,membrane protein,protein-coding,-,-,-,-,20171220,-
1235461,25011341,C770_RS24970,C770_RS24970,C770_GR4pC1299,-,-,-,ABC transporter permease,protein-coding,-,-,-,-,20171117,-
1235461,25011342,C770_RS25690,C770_RS25690,-,-,-,-,ncRNA,ncRNA,-,-,-,-,20150714,-
1235461,25011343,C770_RS22430,C770_RS22430,C770_GR4pC0717,-,-,-,nitrate reductase,protein-coding,-,-,-,-,20180124,-
1235461,25011344,C770_RS23910,C770_RS23910,C770_GR4pC1059,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
1235461,25011345,C770_RS22445,C770_RS22445,C770_GR4pC0720,-,-,-,periplasmic nitrate reductase,protein-coding,-,-,-,-,20201003,-
1235461,25011346,C770_RS22415,C770_RS22415,C770_GR4pC0714,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20180421,-
1235461,25011347,C770_RS21805,C770_RS21805,C770_GR4pC0587,-,-,-,MFS transporter,protein-coding,-,-,-,-,20201003,-
1235461,25011348,C770_RS21515,C770_RS21515,C770_GR4pC0528,-,-,-,diguanylate cyclase,protein-coding,-,-,-,-,20160827,-
1235461,25011349,C770_RS24050,C770_RS24050,C770_GR4pC1091,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011350,C770_RS22150,C770_RS22150,C770_GR4pC0657,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,-,20210116,-
1235461,25011351,C770_RS21190,C770_RS21190,C770_GR4pC0459,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20210417,-
1235461,25011352,C770_RS22245,C770_RS22245,C770_GR4pC0678,-,-,-,conjugal transfer protein TraJ,protein-coding,-,-,-,-,20171220,-
1235461,25011353,C770_RS24000,C770_RS24000,C770_GR4pC1076,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20201026,-
1235461,25011354,C770_RS22505,C770_RS22505,C770_GR4pC0733,-,-,-,cytochrome CBB3,protein-coding,-,-,-,-,20200905,-
1235461,25011355,C770_RS22625,C770_RS22625,C770_GR4pC0758,-,-,-,4-oxalocrotonate tautomerase,protein-coding,-,-,-,-,20171117,-
1235461,25011356,C770_RS20340,C770_RS20340,C770_GR4pC0284,-,-,-,Tripartite tricarboxylate transporter TctB family,protein-coding,-,-,-,-,20150714,-
1235461,25011357,C770_RS22370,C770_RS22370,-,-,-,-,labA-like protein,pseudo,-,-,-,-,20150714,-
1235461,25011358,C770_RS24080,C770_RS24080,C770_GR4pC1098,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
1235461,25011359,C770_RS22850,C770_RS22850,C770_GR4pC0811,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011360,C770_RS21780,C770_RS21780,C770_GR4pC0582,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
1235461,25011361,C770_RS21500,C770_RS21500,C770_GR4pC0525,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
1235461,25011362,C770_RS21790,C770_RS21790,C770_GR4pC0584,-,-,-,3-hydroxy-2-methylbutyryl-CoA dehydrogenase,protein-coding,-,-,-,-,20171220,-
1235461,25011363,C770_RS21155,C770_RS21155,-,-,-,-,hypothetical protein,pseudo,-,-,-,-,20150714,-
1235461,25011364,C770_RS20805,C770_RS20805,C770_GR4pC0379,-,-,-,glycine/D-amino acid oxidase (deaminating),protein-coding,-,-,-,-,20160827,-
1235461,25011365,C770_RS22490,C770_RS22490,C770_GR4pC0730,-,-,-,"cytochrome c oxidase subunit 1 homolog, bacteroid",protein-coding,-,-,-,-,20171220,-
1235461,25011366,C770_RS22270,C770_RS22270,C770_GR4pC0683,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,-,20171220,-
1235461,25011367,C770_RS21770,C770_RS21770,C770_GR4pC0580,-,-,-,lactate dehydrogenase,protein-coding,-,-,-,-,20160827,-
1235461,25011368,C770_RS20505,C770_RS20505,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160924,-
1235461,25011369,C770_RS23960,C770_RS23960,C770_GR4pC1069,-,-,-,FixQ1 nitrogen fixation protein,protein-coding,-,-,-,-,20171220,-
1235461,25011370,C770_RS21845,C770_RS21845,C770_GR4pC0595,-,-,-,glyoxalase,protein-coding,-,-,-,-,20210417,-
1235461,25011371,C770_RS20405,C770_RS20405,C770_GR4pC0295,-,-,-,Arabinose efflux permease,protein-coding,-,-,-,-,20160827,-
1235461,25011372,C770_RS24065,C770_RS24065,C770_GR4pC1095,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011373,C770_RS21760,C770_RS21760,C770_GR4pC0578,-,-,-,glycine/betaine ABC transporter substrate-binding protein,protein-coding,-,-,-,-,20171117,-
1235461,25011374,C770_RS21775,C770_RS21775,C770_GR4pC0581,-,-,-,XRE family transcriptional regulator,protein-coding,-,-,-,-,20210417,-
1235461,25011375,C770_RS25290,C770_RS25290,-,-,-,-,3-demethylubiquinone-9 3-methyltransferase,pseudo,-,-,-,-,20150714,-
1235461,25011376,C770_RS22935,C770_RS22935,C770_GR4pC0830,-,-,-,dehydrogenase,protein-coding,-,-,-,-,20160827,-
1235461,25011377,C770_RS22290,C770_RS22290,C770_GR4pC0687,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
1235461,25011378,C770_RS21400,C770_RS21400,C770_GR4pC0503,-,-,-,ester cyclase,protein-coding,-,-,-,-,20150715,-
1235461,25011379,C770_RS22970,C770_RS22970,C770_GR4pC0836,-,-,-,carbon monoxide dehydrogenase large subunit,protein-coding,-,-,-,-,20160827,-
1235461,25011380,C770_RS22195,C770_RS22195,C770_GR4pC0668,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20171220,-
1235461,25011381,C770_RS23380,C770_RS23380,C770_GR4pC0929,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25011382,C770_RS23055,C770_RS23055,C770_GR4pC0854,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011383,C770_RS22785,C770_RS22785,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011384,C770_RS23120,C770_RS23120,-,-,-,-,hypothetical protein,pseudo,-,-,-,-,20150714,-
1235461,25011385,C770_RS23680,C770_RS23680,C770_GR4pC1003,-,-,-,chitooligosaccharide deacetylase,protein-coding,-,-,-,-,20171220,-
1235461,25011386,C770_RS23290,C770_RS23290,-,-,-,-,hypothetical protein,pseudo,-,-,-,-,20150714,-
1235461,25011387,C770_RS21085,C770_RS21085,C770_GR4pC0436,-,-,-,similar to protein A of ISRm15 from S. meliloti,protein-coding,-,-,-,similar to protein A of ISRm15 from S. meliloti|transposase,20200926,-
1235461,25011388,C770_RS21150,C770_RS21150,C770_GR4pC0450,-,-,-,amidase,protein-coding,-,-,-,-,20150715,-
1235461,25011389,C770_RS23850,C770_RS23850,C770_GR4pC1046,-,-,-,nitrogenase cofactor biosynthesis protein NifB,protein-coding,-,-,-,-,20150715,-
1235461,25011390,C770_RS23745,C770_RS23745,C770_GR4pC1017,-,-,-,nodulation protein NodH,protein-coding,-,-,-,-,20210417,-
1235461,25011391,C770_RS20600,C770_RS20600,C770_GR4pC0335,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011392,C770_RS20955,C770_RS20955,C770_GR4pC0411,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25011393,C770_RS23980,C770_RS23980,C770_GR4pC1072,-,-,-,cAMP-binding protein,protein-coding,-,-,-,-,20201026,-
1235461,25011394,C770_RS22660,C770_RS22660,C770_GR4pC0768,-,-,-,transposase,protein-coding,-,-,-,-,20201003,-
1235461,25011395,C770_RS20935,C770_RS20935,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011396,C770_RS19735,C770_RS19735,C770_GR4pC0147,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25011397,C770_RS21735,C770_RS21735,C770_GR4pC0573,-,-,-,aminopeptidase,protein-coding,-,-,-,-,20171220,-
1235461,25011398,C770_RS23420,C770_RS23420,C770_GR4pC0937,-,-,-,nucleotidyltransferase,protein-coding,-,-,-,-,20160910,-
1235461,25011399,C770_RS20625,C770_RS20625,C770_GR4pC0341,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171117,-
1235461,25011400,C770_RS23865,C770_RS23865,C770_GR4pC1050,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20200912,-
1235461,25011401,C770_RS21110,C770_RS21110,C770_GR4pC0442,-,-,-,flavodoxin reductase (ferredoxin-NADPH reductase) family 1,protein-coding,-,-,-,-,20150715,-
1235461,25011402,C770_RS22355,C770_RS22355,C770_GR4pC0700,-,-,-,ATPase AAA,protein-coding,-,-,-,-,20210417,-
1235461,25011403,C770_RS23010,C770_RS23010,C770_GR4pC0845,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011404,C770_RS22360,C770_RS22360,C770_GR4pC0701,-,-,-,protein norD,protein-coding,-,-,-,-,20171220,-
1235461,25011405,C770_RS23600,C770_RS23600,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011406,C770_RS19660,C770_RS19660,C770_GR4pC0131,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25011407,C770_RS20320,C770_RS20320,C770_GR4pC0280,-,-,-,threonine efflux protein,protein-coding,-,-,-,-,20150715,-
1235461,25011408,C770_RS20470,C770_RS20470,C770_GR4pC0308,-,-,-,2-polyprenyl-6-methoxyphenol hydroxylase,protein-coding,-,-,-,-,20170923,-
1235461,25011409,C770_RS24370,C770_RS24370,C770_GR4pC1165,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
1235461,25011410,C770_RS20710,C770_RS20710,C770_GR4pC0358,-,-,-,sugar ABC transporter substrate-binding protein,protein-coding,-,-,-,-,20210417,-
1235461,25011411,C770_RS19865,C770_RS19865,C770_GR4pC0176,-,-,-,histidinol-phosphate aminotransferase,protein-coding,-,-,-,-,20150715,-
1235461,25011412,C770_RS20870,C770_RS20870,C770_GR4pC0392,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,-,20170908,-
1235461,25011413,C770_RS22220,C770_RS22220,C770_GR4pC0673,-,-,-,transporter,protein-coding,-,-,-,-,20160924,-
1235461,25011414,C770_RS22205,C770_RS22205,C770_GR4pC0670,-,-,-,VirB1 type IV secretion protein,protein-coding,-,-,-,-,20201010,-
1235461,25011415,C770_RS23790,C770_RS23790,C770_GR4pC1032,-,-,-,Retron-type reverse transcriptase,protein-coding,-,-,-,-,20201026,-
1235461,25011416,C770_RS23210,C770_RS23210,-,-,-,-,universal stress protein,pseudo,-,-,-,-,20150714,-
1235461,25011417,C770_RS23260,C770_RS23260,C770_GR4pC0901,-,-,-,transposase,protein-coding,-,-,-,-,20150714,-
1235461,25011418,C770_RS23835,C770_RS23835,C770_GR4pC1043,-,-,-,protein FixC,protein-coding,-,-,-,-,20201003,-
1235461,25011419,C770_RS23475,C770_RS23475,C770_GR4pC0948,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011420,C770_RS23235,C770_RS23235,C770_GR4pC0893,-,-,-,haloacid dehalogenase,protein-coding,-,-,-,-,20160924,-
1235461,25011421,C770_RS23785,C770_RS23785,C770_GR4pC1030,-,-,-,nitrogen fixation protein NifX,protein-coding,-,-,-,-,20180124,-
1235461,25011422,C770_RS23490,C770_RS23490,C770_GR4pC0952,-,-,-,chemotaxis protein CheY,protein-coding,-,-,-,-,20210424,-
1235461,25011423,C770_RS25715,C770_RS25715,-,-,-,-,ncRNA,ncRNA,-,-,-,-,20150714,-
1235461,25011424,C770_RS23265,C770_RS23265,C770_GR4pC0902,-,-,-,DUF1520 domain-containing protein,protein-coding,-,-,-,-,20201026,-
1235461,25011425,C770_RS22950,C770_RS22950,-,-,-,-,NADPH:quinone reductase,pseudo,-,-,-,-,20150714,-
1235461,25011426,C770_RS23310,C770_RS23310,C770_GR4pC0913,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
1235461,25011427,C770_RS22910,C770_RS22910,C770_GR4pC0824,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,-,20210417,-
1235461,25011428,C770_RS23270,C770_RS23270,C770_GR4pC0904,-,-,-,sensory protein,protein-coding,-,-,-,-,20210116,-
1235461,25011429,C770_RS22750,C770_RS22750,C770_GR4pC0788,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25011430,C770_RS23215,C770_RS23215,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011431,C770_RS23285,C770_RS23285,C770_GR4pC0907,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20210424,-
1235461,25011432,C770_RS23255,C770_RS23255,C770_GR4pC0899,-,-,-,reverse transcriptase,protein-coding,-,-,-,-,20170906,-
1235461,25011433,C770_RS22655,C770_RS22655,C770_GR4pC0767,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20150715,-
1235461,25011434,C770_RS23795,C770_RS23795,C770_GR4pC1036,-,-,-,nitrogenase molybdenum-iron cofactor biosynthesis protein NifE,protein-coding,-,-,-,-,20160827,-
1235461,25011435,C770_RS22755,C770_RS22755,-,-,-,-,hypothetical protein,pseudo,-,-,-,-,20150714,-
1235461,25011436,C770_RS25630,C770_RS25630,C770_GR4pC1439,-,-,-,selenocysteine-specific translation elongation factor,protein-coding,-,-,-,-,20160827,-
1235461,25011437,C770_RS23805,C770_RS23805,C770_GR4pC1038,-,-,-,nitrogenase molybdenum-iron protein alpha chain,protein-coding,-,-,-,-,20171025,-
1235461,25011438,C770_RS25600,C770_RS25600,C770_GR4pC1433,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011439,C770_RS25660,C770_RS25660,C770_GR4pC1445,-,-,-,Anaerobic dehydrogenase typically selenocysteine-containing,protein-coding,-,-,-,-,20160827,-
1235461,25011440,C770_RS23060,C770_RS23060,C770_GR4pC0855,-,-,-,periplasmic or lipoprotein,protein-coding,-,-,-,-,20160827,-
1235461,25011441,C770_RS25750,C770_RS25750,-,-,-,-,ncRNA,ncRNA,-,-,-,-,20150714,-
1235461,25011442,C770_RS19720,C770_RS19720,C770_GR4pC0143,-,-,-,chemotaxis protein CheY,protein-coding,-,-,-,-,20150715,-
1235461,25011443,C770_RS23090,C770_RS23090,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011444,C770_RS20590,C770_RS20590,C770_GR4pC0333,-,-,-,Na+/H+ antiporter NhaA,protein-coding,-,-,-,-,20150715,-
1235461,25011445,C770_RS19970,C770_RS19970,C770_GR4pC0199,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160827,-
1235461,25011446,C770_RS21665,C770_RS21665,C770_GR4pC0559,-,-,-,flavodoxin reductase (ferredoxin-NADPH reductase) family 1,protein-coding,-,-,-,-,20150715,-
1235461,25011447,C770_RS19995,C770_RS19995,C770_GR4pC0204,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011448,C770_RS22265,C770_RS22265,C770_GR4pC0682,-,-,-,MFS transporter,protein-coding,-,-,-,-,20201003,-
1235461,25011449,C770_RS20365,C770_RS20365,-,-,-,-,oxidoreductase,protein-coding,-,-,-,-,20150714,-
1235461,25011450,C770_RS25620,C770_RS25620,C770_GR4pC1437,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011451,C770_RS21815,C770_RS21815,C770_GR4pC0589,-,-,-,GntR family transcriptional regulator,protein-coding,-,-,-,-,20171220,-
1235461,25011452,C770_RS20800,C770_RS20800,C770_GR4pC0378,-,-,-,2-haloalkanoic acid dehalogenase type II,protein-coding,-,-,-,-,20210417,-
1235461,25011453,C770_RS24290,C770_RS24290,C770_GR4pC1145,-,-,-,cytochrome C,pseudo,-,-,-,-,20150714,-
1235461,25011454,C770_RS21505,C770_RS21505,C770_GR4pC0526,-,-,-,methyl-accepting chemotaxis methylase,protein-coding,-,-,-,-,20160827,-
1235461,25011455,C770_RS20210,C770_RS20210,C770_GR4pC0254,-,-,-,Short-chain dehydrogenase of various substrate specificities,protein-coding,-,-,-,-,20170906,-
1235461,25011456,C770_RS22520,C770_RS22520,C770_GR4pC0736,-,-,-,copper-translocating P-type ATPase,protein-coding,-,-,-,-,20171220,-
1235461,25011457,C770_RS21570,C770_RS21570,-,-,-,-,transposase,protein-coding,-,-,-,-,20171117,-
1235461,25011458,C770_RS24400,C770_RS24400,C770_GR4pC1172,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20170908,-
1235461,25011459,C770_RS23320,C770_RS23320,-,-,-,-,beta-lactamase,pseudo,-,-,-,-,20150714,-
1235461,25011460,C770_RS20860,C770_RS20860,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20160924,-
1235461,25011461,C770_RS21865,C770_RS21865,C770_GR4pC0599,-,-,-,ABC transporter permease,protein-coding,-,-,-,-,20171220,-
1235461,25011462,C770_RS19675,C770_RS19675,C770_GR4pC0134,-,-,-,esterase,protein-coding,-,-,-,-,20170908,-
1235461,25011463,C770_RS19110,C770_RS19110,C770_GR4pC0017,-,-,-,ABC transporter permease,protein-coding,-,-,-,-,20171117,-
1235461,25011464,C770_RS25070,C770_RS25070,C770_GR4pC1320,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011465,C770_RS23360,C770_RS23360,C770_GR4pC0925,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20201026,-
1235461,25011466,C770_RS19500,C770_RS19500,C770_GR4pC0094,-,-,-,toxin-antitoxin system antitoxin component TIGR02293 family,protein-coding,-,-,-,-,20160827,-
1235461,25011467,C770_RS23900,C770_RS23900,C770_GR4pC1057,-,-,-,carnitine dehydratase,protein-coding,-,-,-,-,20171220,-
1235461,25011468,C770_RS23105,C770_RS23105,C770_GR4pC0864,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20160924,-
1235461,25011469,C770_RS19445,C770_RS19445,C770_GR4pC0083,-,-,-,diguanylate cyclase,protein-coding,-,-,-,-,20160827,-
1235461,25011470,C770_RS20865,C770_RS20865,C770_GR4pC0391,-,-,-,transcriptional regulator,protein-coding,-,-,-,-,20210212,-
1235461,25011471,C770_RS24935,C770_RS24935,C770_GR4pC1292,-,-,-,NAD-dependent aldehyde dehydrogenase,protein-coding,-,-,-,-,20150715,-
1235461,25011472,C770_RS22225,C770_RS22225,C770_GR4pC0674,-,-,-,VirB5 type IV secretion protein,protein-coding,-,-,-,-,20210424,-
1235461,25011473,C770_RS20775,C770_RS20775,C770_GR4pC0373,-,-,-,ABC transporter permease,protein-coding,-,-,-,-,20171220,-
1235461,25011474,C770_RS22530,C770_RS22530,C770_GR4pC0738,-,-,-,Crp/Fnr family transcriptional regulator,protein-coding,-,-,-,-,20210212,-
1235461,25011475,C770_RS21670,C770_RS21670,C770_GR4pC0560,-,-,-,Gst12 glutathione-S-transferase,protein-coding,-,-,-,-,20171220,-
1235461,25011476,C770_RS24060,C770_RS24060,C770_GR4pC1094,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011477,C770_RS24530,C770_RS24530,C770_GR4pC1203,-,-,-,periplasmic protein,protein-coding,-,-,-,-,20150714,-
1235461,25011478,C770_RS22990,C770_RS22990,C770_GR4pC0840,-,-,-,carbon monoxide dehydrogenase small subunit,protein-coding,-,-,-,-,20201026,-
1235461,25011479,C770_RS24055,C770_RS24055,C770_GR4pC1092,-,-,-,cold-shock protein,protein-coding,-,-,-,-,20171220,-
1235461,25011480,C770_RS23110,C770_RS23110,C770_GR4pC0865,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011481,C770_RS19220,C770_RS19220,C770_GR4pC0040,-,-,-,rhizobactin siderophore biosynthesis protein RhbD,protein-coding,-,-,-,-,20201010,-
1235461,25011482,C770_RS20820,C770_RS20820,C770_GR4pC0382,-,-,-,NAD-dependent aldehyde dehydrogenase,protein-coding,-,-,-,-,20170908,-
1235461,25011483,C770_RS20535,C770_RS20535,C770_GR4pC0321,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150715,-
1235461,25011484,C770_RS19440,C770_RS19440,C770_GR4pC0082,-,-,-,ROK family transcriptional regulator,protein-coding,-,-,-,-,20150714,-
1235461,25011485,C770_RS25380,C770_RS25380,C770_GR4pC1385,-,-,-,nucleic acid-binding protein,protein-coding,-,-,-,-,20150715,-
1235461,25011486,C770_RS22535,C770_RS22535,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011487,C770_RS21745,C770_RS21745,C770_GR4pC0575,-,-,-,choline ABC transporter permease,protein-coding,-,-,-,-,20171220,-
1235461,25011488,C770_RS24250,C770_RS24250,C770_GR4pC1136,-,-,-,"polyphosphate kinase 2, PA0141 family",protein-coding,-,-,-,-,20150715,-
1235461,25011489,C770_RS21090,C770_RS21090,C770_GR4pC0438,-,-,-,transposase,protein-coding,-,-,-,-,20150714,-
1235461,25011490,C770_RS24525,C770_RS24525,C770_GR4pC1202,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
1235461,25011491,C770_RS22405,C770_RS22405,C770_GR4pC0712,-,-,-,protein involved in response to NO,protein-coding,-,-,-,-,20150715,-
1235461,25011492,C770_RS23525,C770_RS23525,C770_GR4pC0959,-,-,-,Small-conductance mechanosensitive channel,protein-coding,-,-,-,-,20160827,-
1235461,25011493,C770_RS21920,C770_RS21920,C770_GR4pC0610,-,-,-,glycerate kinase,protein-coding,-,-,-,-,20160827,-
1235461,25011494,C770_RS23440,C770_RS23440,C770_GR4pC0941,-,-,-,Thiamine pyrophosphate-requiring enzymes,protein-coding,-,-,-,-,20160827,-
1235461,25011495,C770_RS22145,C770_RS22145,C770_GR4pC0656,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,-,20210424,-
1235461,25011496,C770_RS22425,C770_RS22425,C770_GR4pC0716,-,-,-,pseudoazurin,protein-coding,-,-,-,-,20171220,-
1235461,25011497,C770_RS23670,C770_RS23670,C770_GR4pC1001,-,-,-,Nodulation protein D 1,protein-coding,-,-,-,-,20210417,-
1235461,25011498,C770_RS22420,C770_RS22420,C770_GR4pC0715,-,-,-,Crp/Fnr family transcriptional regulator,protein-coding,-,-,-,-,20171220,-
1235461,25011499,trkD,C770_RS20925,C770_GR4pC0403,-,-,-,K+ transporter,protein-coding,-,-,-,-,20150715,-
1235461,25011500,C770_RS21065,C770_RS21065,C770_GR4pC0432,-,-,-,iron-siderophore ABC transporter permease,protein-coding,-,-,-,-,20210212,-
1235461,25011501,C770_RS23075,C770_RS23075,C770_GR4pC0858,-,-,-,universal stress protein UspA,protein-coding,-,-,-,-,20150715,-
1235461,25011502,C770_RS20420,C770_RS20420,-,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,-,20150714,-
1235461,25011503,C770_RS22255,C770_RS22255,C770_GR4pC0680,-,-,-,type IV secretion protein VirB10,protein-coding,-,-,-,-,20171220,-
1235461,25011504,C770_RS20295,C770_RS20295,C770_GR4pC0275,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20150714,-
1235461,25011505,C770_RS23710,C770_RS23710,C770_GR4pC1009,-,-,-,bifunctional sulfate adenylyltransferase large subunit,protein-coding,-,-,-,-,20201026,-
1235461,25011506,C770_RS20525,C770_RS20525,C770_GR4pC0319,-,-,-,carbon monoxide dehydrogenase middle subunit,protein-coding,-,-,-,-,20160827,-
