#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2716727,65054117,KMB93_gp001,KMB93_gp001,PhiZZ23_001,-,-,-,rIIA protector from prophage-induced early lysis,protein-coding,-,-,-,rIIA protector from prophage-induced early lysis,20210608,-
2716727,65054289,KMB93_gp238,KMB93_gp238,PhiZZ23_184,-,-,-,prohead core scaffold protein and protease,protein-coding,-,-,-,prohead core scaffold protein and protease,20210612,-
2716727,65054290,KMB93_gp237,KMB93_gp237,PhiZZ23_185,-,-,-,prohead core scaffold protein,protein-coding,-,-,-,prohead core scaffold protein,20210608,-
2716727,65054291,KMB93_gp236,KMB93_gp236,PhiZZ23_186,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20210608,-
2716727,65054292,KMB93_gp235,KMB93_gp235,PhiZZ23_187,-,-,-,head vertex protein,protein-coding,-,-,-,head vertex protein,20210608,-
2716727,65054293,KMB93_gp234,KMB93_gp234,PhiZZ23_188,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20210608,-
2716727,65054294,KMB93_gp233,KMB93_gp233,PhiZZ23_189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054295,KMB93_gp232,KMB93_gp232,PhiZZ23_190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054296,KMB93_gp231,KMB93_gp231,PhiZZ23_191,-,-,-,large head outer capsid protein,protein-coding,-,-,-,large head outer capsid protein,20210608,-
2716727,65054297,KMB93_gp230,KMB93_gp230,PhiZZ23_192,-,-,-,inhibitor of prohead protease,protein-coding,-,-,-,inhibitor of prohead protease,20210608,-
2716727,65054298,KMB93_gp229,KMB93_gp229,PhiZZ23_193,-,-,-,helicase,protein-coding,-,-,-,helicase,20210608,-
2716727,65054299,KMB93_gp228,KMB93_gp228,PhiZZ23_194,-,-,-,RNA-DNA and DNA-DNA helicase,protein-coding,-,-,-,RNA-DNA and DNA-DNA helicase,20210609,-
2716727,65054300,KMB93_gp227,KMB93_gp227,PhiZZ23_195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054301,KMB93_gp226,KMB93_gp226,PhiZZ23_196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054302,KMB93_gp225,KMB93_gp225,PhiZZ23_197,-,-,-,"recombination, repair and ssDNA binding protein",protein-coding,-,-,-,"recombination, repair and ssDNA binding protein",20210609,-
2716727,65054303,KMB93_gp224,KMB93_gp224,PhiZZ23_198,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210609,-
2716727,65054304,KMB93_gp223,KMB93_gp223,PhiZZ23_199,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210608,-
2716727,65054305,KMB93_gp222,KMB93_gp222,PhiZZ23_200,-,-,-,baseplate protein,protein-coding,-,-,-,baseplate protein,20210608,-
2716727,65054306,KMB93_gp221,KMB93_gp221,PhiZZ23_201,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210609,-
2716727,65054307,KMB93_gp220,KMB93_gp220,PhiZZ23_202,-,-,-,baseplate hub distal subunit,protein-coding,-,-,-,baseplate hub distal subunit,20210609,-
2716727,65054308,KMB93_gp219,KMB93_gp219,PhiZZ23_203,-,-,-,baseplate hub subunit tail length determinator,protein-coding,-,-,-,baseplate hub subunit tail length determinator,20210608,-
2716727,65054309,KMB93_gp218,KMB93_gp218,PhiZZ23_204,-,-,-,baseplate tail tube cap,protein-coding,-,-,-,baseplate tail tube cap,20210609,-
2716727,65054310,KMB93_gp217,KMB93_gp217,PhiZZ23_205,-,-,-,baseplate-tail tube initiator,protein-coding,-,-,-,baseplate-tail tube initiator,20210608,-
2716727,65054311,KMB93_gp216,KMB93_gp216,PhiZZ23_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2716727,65054312,KMB93_gp215,KMB93_gp215,PhiZZ23_207,-,-,-,RNA polymerase-ADP-ribosyltransferase,protein-coding,-,-,-,RNA polymerase-ADP-ribosyltransferase,20210608,-
2716727,65054313,KMB93_gp214,KMB93_gp214,PhiZZ23_208,-,-,-,adenosylribosyl-transferase packaged injected with DNA,protein-coding,-,-,-,adenosylribosyl-transferase packaged injected with DNA,20210608,-
2716727,65054314,KMB93_gp213,KMB93_gp213,PhiZZ23_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054315,KMB93_gp212,KMB93_gp212,PhiZZ23_210,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20210608,-
2716727,65054316,KMB93_gp211,KMB93_gp211,PhiZZ23_211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054317,KMB93_gp210,KMB93_gp210,PhiZZ23_212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054318,KMB93_gp209,KMB93_gp209,PhiZZ23_213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054319,KMB93_gp208,KMB93_gp208,PhiZZ23_214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054320,KMB93_gp207,KMB93_gp207,PhiZZ23_215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054321,KMB93_gp206,KMB93_gp206,PhiZZ23_216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054322,KMB93_gp205,KMB93_gp205,PhiZZ23_217,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054323,KMB93_gp204,KMB93_gp204,PhiZZ23_218,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054324,KMB93_gp203,KMB93_gp203,PhiZZ23_219,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054325,KMB93_gp202,KMB93_gp202,PhiZZ23_220,-,-,-,rIII lysis inhibition accessory protein,protein-coding,-,-,-,rIII lysis inhibition accessory protein,20210608,-
2716727,65054326,KMB93_gp201,KMB93_gp201,PhiZZ23_221,-,-,-,putative head assembly cochaperone with GroEL,protein-coding,-,-,-,putative head assembly cochaperone with GroEL,20210612,-
2716727,65054327,KMB93_gp200,KMB93_gp200,PhiZZ23_222,-,-,-,tail fiber protein,protein-coding,-,-,-,tail fiber protein,20210612,-
2716727,65054328,KMB93_gp199,KMB93_gp199,PhiZZ23_223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054329,KMB93_gp198,KMB93_gp198,PhiZZ23_224,-,-,-,deoxycytidylate deaminase,protein-coding,-,-,-,deoxycytidylate deaminase,20210609,-
2716727,65054330,KMB93_gp197,KMB93_gp197,PhiZZ23_225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054331,KMB93_gp196,KMB93_gp196,PhiZZ23_226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054332,KMB93_gp195,KMB93_gp195,PhiZZ23_227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054333,KMB93_gp194,KMB93_gp194,PhiZZ23_228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054334,KMB93_gp193,KMB93_gp193,PhiZZ23_229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054335,KMB93_gp192,KMB93_gp192,PhiZZ23_230,-,-,-,3'-phosphatase 5'-polynucleotide kinase,protein-coding,-,-,-,3'-phosphatase 5'-polynucleotide kinase,20210608,-
2716727,65054336,KMB93_gp191,KMB93_gp191,PhiZZ23_231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054337,KMB93_gp190,KMB93_gp190,PhiZZ23_232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054338,KMB93_gp189,KMB93_gp189,PhiZZ23_233,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054339,KMB93_gp188,KMB93_gp188,PhiZZ23_234,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054340,KMB93_gp187,KMB93_gp187,PhiZZ23_235,-,-,-,inhibitor of host transcription,protein-coding,-,-,-,inhibitor of host transcription,20210608,-
2716727,65054341,KMB93_gp186,KMB93_gp186,PhiZZ23_236,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20210608,-
2716727,65054342,KMB93_gp185,KMB93_gp185,PhiZZ23_237,-,-,-,endonuclease II,protein-coding,-,-,-,endonuclease II,20210608,-
2716727,65054343,KMB93_gp184,KMB93_gp184,PhiZZ23_238,-,-,-,ribonucleoside-diphosphate reductase 1 subunit beta,protein-coding,-,-,-,ribonucleoside-diphosphate reductase 1 subunit beta,20210608,-
2716727,65054344,KMB93_gp183,KMB93_gp183,PhiZZ23_239,-,-,-,ribonucleoside-diphosphate reductase 1 subunit alpha,protein-coding,-,-,-,ribonucleoside-diphosphate reductase 1 subunit alpha,20210608,-
2716727,65054345,KMB93_gp182,KMB93_gp182,PhiZZ23_240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054346,KMB93_gp181,KMB93_gp181,PhiZZ23_241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054347,KMB93_gp180,KMB93_gp180,PhiZZ23_242,-,-,-,putative thymidylate synthase,protein-coding,-,-,-,putative thymidylate synthase,20210608,-
2716727,65054348,KMB93_gp179,KMB93_gp179,PhiZZ23_243,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054349,KMB93_gp178,KMB93_gp178,PhiZZ23_244,-,-,-,dihydrofolate reductase,protein-coding,-,-,-,dihydrofolate reductase,20210608,-
2716727,65054350,KMB93_gp177,KMB93_gp177,PhiZZ23_245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054351,KMB93_gp176,KMB93_gp176,PhiZZ23_246,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054352,KMB93_gp175,KMB93_gp175,PhiZZ23_247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054353,KMB93_gp174,KMB93_gp174,PhiZZ23_248,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054354,KMB93_gp173,KMB93_gp173,PhiZZ23_249,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2716727,65054355,KMB93_gp172,KMB93_gp172,PhiZZ23_250,-,-,-,"putative ssDNA binding, DNA repair, recombination and pre-synthesis protein",protein-coding,-,-,-,"putative ssDNA binding, DNA repair, recombination and pre-synthesis protein",20210608,-
2716727,65054356,KMB93_gp171,KMB93_gp171,PhiZZ23_251,-,-,-,DNA helicase loader protein,protein-coding,-,-,-,DNA helicase loader protein,20210608,-
2716727,65054357,KMB93_gp170,KMB93_gp170,PhiZZ23_252,-,-,-,late promoter transcription factor,protein-coding,-,-,-,late promoter transcription factor,20210608,-
2716727,65054358,KMB93_gp169,KMB93_gp169,PhiZZ23_253,-,-,-,double-stranded DNA binding protein,protein-coding,-,-,-,double-stranded DNA binding protein,20210612,-
2716727,65054359,KMB93_gp168,KMB93_gp168,PhiZZ23_254,-,-,-,ribonuclease,protein-coding,-,-,-,ribonuclease,20210609,-
2716727,65054360,KMB93_gp167,KMB93_gp167,PhiZZ23_255,-,-,-,long tail fiber proximal subunit,protein-coding,-,-,-,long tail fiber proximal subunit,20210608,-
2716727,65054361,KMB93_gp166,KMB93_gp166,PhiZZ23_256,-,-,-,hinge connector of long tail fiber proximal connector,protein-coding,-,-,-,hinge connector of long tail fiber proximal connector,20210608,-
2716727,65054362,KMB93_gp165,KMB93_gp165,PhiZZ23_257,-,-,-,tail fiber protein,protein-coding,-,-,-,tail fiber protein,20210608,-
2716727,65054363,KMB93_gp164,KMB93_gp164,PhiZZ23_258,-,-,-,receptor-recognition protein,protein-coding,-,-,-,receptor-recognition protein,20210608,-
2716727,65054364,KMB93_gp163,KMB93_gp163,PhiZZ23_259,-,-,-,receptor-recognition protein assembly protein,protein-coding,-,-,-,receptor-recognition protein assembly protein,20210608,-
2716727,65054365,KMB93_gp162,KMB93_gp162,PhiZZ23_260,-,-,-,holin,protein-coding,-,-,-,holin,20210608,-
2716727,65054366,KMB93_gp161,KMB93_gp161,PhiZZ23_261,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2716727,65054367,KMB93_gp160,KMB93_gp160,PhiZZ23_262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054368,KMB93_gp159,KMB93_gp159,PhiZZ23_263,-,-,-,inhibitor of MrcBC restriction endonuclease,protein-coding,-,-,-,inhibitor of MrcBC restriction endonuclease,20210608,-
2716727,65054369,KMB93_gp158,KMB93_gp158,PhiZZ23_264,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054370,KMB93_gp157,KMB93_gp157,PhiZZ23_265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054371,KMB93_gp156,KMB93_gp156,PhiZZ23_266,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054372,KMB93_gp155,KMB93_gp155,PhiZZ23_267,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054373,KMB93_gp154,KMB93_gp154,PhiZZ23_268,-,-,-,activator of middle period transcription,protein-coding,-,-,-,activator of middle period transcription,20210608,-
2716727,65054374,KMB93_gp153,KMB93_gp153,PhiZZ23_269,-,-,-,putative periplasmic protein,protein-coding,-,-,-,putative periplasmic protein,20210608,-
2716727,65054375,KMB93_gp152,KMB93_gp152,PhiZZ23_270,-,-,-,DNA topoisomerase,protein-coding,-,-,-,DNA topoisomerase,20210608,-
2716727,65054376,KMB93_gp151,KMB93_gp151,PhiZZ23_271,-,-,-,acridine resistance protein,protein-coding,-,-,-,acridine resistance protein,20210608,-
2716727,65054377,KMB93_gp150,KMB93_gp150,PhiZZ23_272,-,-,-,nuclear disruption protein,protein-coding,-,-,-,nuclear disruption protein,20210608,-
2716727,65054378,KMB93_gp149,KMB93_gp149,PhiZZ23_273,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054379,KMB93_gp148,KMB93_gp148,PhiZZ23_274,-,-,-,putative outer membrane protein,protein-coding,-,-,-,putative outer membrane protein,20210608,-
2716727,65054380,KMB93_gp147,KMB93_gp147,PhiZZ23_275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054381,KMB93_gp146,KMB93_gp146,PhiZZ23_276,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054382,KMB93_gp145,KMB93_gp145,PhiZZ23_277,-,-,-,putative outer membrane protein,protein-coding,-,-,-,putative outer membrane protein,20210608,-
2716727,65054383,KMB93_gp144,KMB93_gp144,PhiZZ23_278,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054384,KMB93_gp143,KMB93_gp143,PhiZZ23_279,-,-,-,endonuclease,protein-coding,-,-,-,endonuclease,20210608,-
2716727,65054385,KMB93_gp142,KMB93_gp142,PhiZZ23_280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65054386,KMB93_gp141,KMB93_gp141,PhiZZ23_281,-,-,-,rIIB putative protector from prophage-induced early lysis,protein-coding,-,-,-,rIIB putative protector from prophage-induced early lysis,20210608,-
2716727,65054387,KMB93_gt002,KMB93_gt002,PhiZZ23_142,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054388,KMB93_gt003,KMB93_gt003,PhiZZ23_143,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054389,KMB93_gt004,KMB93_gt004,PhiZZ23_144,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054390,KMB93_gt005,KMB93_gt005,PhiZZ23_145,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054391,KMB93_gt006,KMB93_gt006,PhiZZ23_146,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054392,KMB93_gt007,KMB93_gt007,PhiZZ23_147,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054393,KMB93_gt008,KMB93_gt008,PhiZZ23_148,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054394,KMB93_gt009,KMB93_gt009,PhiZZ23_149,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054395,KMB93_gt010,KMB93_gt010,PhiZZ23_150,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054396,KMB93_gt011,KMB93_gt011,PhiZZ23_151,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716727,65054397,KMB93_gp270,KMB93_gp270,PhiZZ23_152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716727,65243367,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
