#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
242507,2674091,MGG_00839,MGG_00839,-,-,5,-,vacuolar protein sorting-associated protein 74,protein-coding,-,-,-,vacuolar protein sorting-associated protein 74,20200919,-
242507,2676364,MGG_10840,MGG_10840,-,-,2,-,peroxisomal targeting signal receptor,protein-coding,-,-,-,peroxisomal targeting signal receptor,20200919,-
242507,2676368,MGG_10852,MGG_10852,-,-,3,-,methionine synthase,protein-coding,-,-,-,methionine synthase,20200919,-
242507,2676369,MGG_10853,MGG_10853,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676370,MGG_10854,MGG_10854,-,-,3,-,arginase,protein-coding,-,-,-,arginase,20200919,-
242507,2676371,MGG_10855,MGG_10855,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2676372,MGG_10856,MGG_10856,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2676373,MGG_10857,MGG_10857,-,-,3,-,anucleate primary sterigmata protein B,protein-coding,-,-,-,anucleate primary sterigmata protein B,20200919,-
242507,2676375,MGG_10859,MGG_10859,-,-,3,-,heme peroxidase,protein-coding,-,-,-,heme peroxidase,20200919,-
242507,2676376,MGG_10860,MGG_10860,-,-,3,-,sterol 24-C-methyltransferase,protein-coding,-,-,-,sterol 24-C-methyltransferase,20200919,-
242507,2676378,MGG_10846,MGG_10846,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2676379,MGG_10847,MGG_10847,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676380,MGG_10848,MGG_10848,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
242507,2676381,MGG_10867,MGG_10867,-,-,2,-,zinc-regulated transporter 1,protein-coding,-,-,-,zinc-regulated transporter 1,20200919,-
242507,2676382,MGG_10868,MGG_10868,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200924,-
242507,2676383,MGG_10869,MGG_10869,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676388,MGG_14099,MGG_14099,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676390,MGG_14097,MGG_14097,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200924,-
242507,2676391,MGG_10865,MGG_10865,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676393,MGG_10881,MGG_10881,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676394,MGG_14288,MGG_14288,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676398,MGG_10876,MGG_10876,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676399,MGG_10877,MGG_10877,-,-,6,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676400,MGG_10878,MGG_10878,-,-,6,-,galactose oxidase,protein-coding,-,-,-,galactose oxidase,20200919,-
242507,2676401,MGG_10879,MGG_10879,-,-,6,-,bifunctional P-450:NADPH-P450 reductase,protein-coding,-,-,-,bifunctional P-450:NADPH-P450 reductase,20200919,-
242507,2676403,MGG_03247,MGG_03247,-,-,4,-,peroxisomal membrane protein PMP47A,protein-coding,-,-,-,peroxisomal membrane protein PMP47A,20200919,-
242507,2676404,MGG_03248,MGG_03248,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676405,MGG_03249,MGG_03249,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676406,MGG_03250,MGG_03250,-,-,4,-,enoyl reductase TSC13,protein-coding,-,-,-,enoyl reductase TSC13,20200919,-
242507,2676407,MGG_03251,MGG_03251,-,-,4,-,40S ribosomal protein S8,protein-coding,-,-,-,40S ribosomal protein S8,20200919,-
242507,2676408,MGG_03252,MGG_03252,-,-,4,-,E3 ubiquitin-protein ligase ptr1 + RNA transporter 1,protein-coding,-,-,-,E3 ubiquitin-protein ligase ptr1 + RNA transporter 1,20200919,-
242507,2676409,MGG_03253,MGG_03253,-,-,4,-,GTPase-activating protein GYP5,protein-coding,-,-,-,GTPase-activating protein GYP5,20200919,-
242507,2676410,MGG_03137,MGG_03137,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676411,MGG_03138,MGG_03138,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676412,MGG_03139,MGG_03139,-,-,4,-,autophagy-like protein 18,protein-coding,-,-,-,autophagy-like protein 18,20200924,-
242507,2676413,MGG_03140,MGG_03140,-,-,4,-,leucine carboxyl methyltransferase 2,protein-coding,-,-,-,leucine carboxyl methyltransferase 2,20200919,-
242507,2676414,MGG_03141,MGG_03141,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676415,MGG_12770,MGG_12770,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676416,MGG_03143,MGG_03143,-,-,4,-,phenol 2-monooxygenase,protein-coding,-,-,-,phenol 2-monooxygenase,20200919,-
242507,2676417,MGG_03218,MGG_03218,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676418,MGG_03219,MGG_03219,-,-,4,-,conidiophore development protein hymA,protein-coding,-,-,-,conidiophore development protein hymA,20200919,-
242507,2676419,MGG_03220,MGG_03220,-,-,4,-,isoleucyl-tRNA synthetase,protein-coding,-,-,-,isoleucyl-tRNA synthetase,20200919,-
242507,2676421,MGG_03222,MGG_03222,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676422,MGG_03223,MGG_03223,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676423,MGG_03224,MGG_03224,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676424,MGG_03549,MGG_03549,-,-,4,-,DNA repair protein rhp54,protein-coding,-,-,-,DNA repair protein rhp54,20200919,-
242507,2676425,MGG_03550,MGG_03550,-,-,4,-,CDP-diacylglycerol-serine O-phosphatidyltransferase,protein-coding,-,-,-,CDP-diacylglycerol-serine O-phosphatidyltransferase,20200919,-
242507,2676426,MGG_03551,MGG_03551,-,-,4,-,threonyl-tRNA synthetase,protein-coding,-,-,-,threonyl-tRNA synthetase,20200919,-
242507,2676427,MGG_03552,MGG_03552,-,-,4,-,F-box domain-containing protein,protein-coding,-,-,-,F-box domain-containing protein,20200919,-
242507,2676428,MGG_03553,MGG_03553,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676429,MGG_03554,MGG_03554,-,-,4,-,60S ribosomal protein L36,protein-coding,-,-,-,60S ribosomal protein L36,20200924,-
242507,2676430,MGG_03555,MGG_03555,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676431,MGG_03501,MGG_03501,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676432,MGG_03502,MGG_03502,-,-,4,-,feruloyl esterase B,protein-coding,-,-,-,feruloyl esterase B,20200919,-
242507,2676433,MGG_03503,MGG_03503,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676434,MGG_03504,MGG_03504,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676435,MGG_03505,MGG_03505,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676436,MGG_03506,MGG_03506,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676437,MGG_03507,MGG_03507,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676438,MGG_03481,MGG_03481,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676439,MGG_03482,MGG_03482,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676440,MGG_03483,MGG_03483,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676441,MGG_03484,MGG_03484,-,-,4,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20200919,-
242507,2676442,MGG_03485,MGG_03485,-,-,4,-,RNA polymerase II subunit A domain phosphatase,protein-coding,-,-,-,RNA polymerase II subunit A domain phosphatase,20200919,-
242507,2676443,MGG_03486,MGG_03486,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676444,MGG_03487,MGG_03487,-,-,4,-,condensin complex subunit 1,protein-coding,-,-,-,condensin complex subunit 1,20200919,-
242507,2676445,MGG_03433,MGG_03433,-,-,4,-,averantin oxidoreductase,protein-coding,-,-,-,averantin oxidoreductase,20200919,-
242507,2676446,MGG_03434,MGG_03434,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676447,MGG_03435,MGG_03435,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676448,MGG_03436,MGG_03436,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676449,MGG_03437,MGG_03437,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676450,MGG_03438,MGG_03438,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676451,MGG_03439,MGG_03439,-,-,4,-,acid phosphatase,protein-coding,-,-,-,acid phosphatase,20200919,-
242507,2676452,MGG_03306,MGG_03306,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676453,MGG_03307,MGG_03307,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676454,MGG_03308,MGG_03308,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676455,MGG_03309,MGG_03309,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676456,MGG_03310,MGG_03310,-,-,4,-,T-complex protein 1 subunit eta,protein-coding,-,-,-,T-complex protein 1 subunit eta,20200919,-
242507,2676457,MGG_03311,MGG_03311,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676458,MGG_03312,MGG_03312,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676459,MGG_03225,MGG_03225,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676460,MGG_03226,MGG_03226,-,-,4,-,cytochrome b-c1 complex subunit 2,protein-coding,-,-,-,cytochrome b-c1 complex subunit 2,20200919,-
242507,2676461,MGG_03227,MGG_03227,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676462,MGG_03228,MGG_03228,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676463,MGG_03229,MGG_03229,-,-,4,-,ATP-dependent RNA helicase dbp6,protein-coding,-,-,-,ATP-dependent RNA helicase dbp6,20200919,-
242507,2676464,MGG_03230,MGG_03230,-,-,4,-,seryl-tRNA synthetase,protein-coding,-,-,-,seryl-tRNA synthetase,20200919,-
242507,2676465,MGG_03231,MGG_03231,-,-,4,-,pentachlorophenol 4-monooxygenase,protein-coding,-,-,-,pentachlorophenol 4-monooxygenase,20200919,-
242507,2676466,MGG_03193,MGG_03193,-,-,4,-,60S ribosomal protein L3,protein-coding,-,-,-,60S ribosomal protein L3,20200919,-
242507,2676467,MGG_03194,MGG_03194,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676468,MGG_03195,MGG_03195,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676469,MGG_03196,MGG_03196,-,-,4,-,RCM-1,protein-coding,-,-,-,RCM-1,20200919,-
242507,2676470,MGG_03197,MGG_03197,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676471,MGG_03198,MGG_03198,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676472,MGG_03440,MGG_03440,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676473,MGG_03441,MGG_03441,-,-,4,-,trehalose-phosphatase,protein-coding,-,-,-,trehalose-phosphatase,20200919,-
242507,2676474,MGG_03442,MGG_03442,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676475,MGG_03443,MGG_03443,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676476,MGG_03444,MGG_03444,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676478,MGG_03446,MGG_03446,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676479,MGG_03347,MGG_03347,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676480,MGG_03348,MGG_03348,-,-,4,-,phosphate-repressible phosphate permease,protein-coding,-,-,-,phosphate-repressible phosphate permease,20200919,-
242507,2676481,MGG_03349,MGG_03349,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676482,MGG_03350,MGG_03350,-,-,4,-,cu/Zn superoxide dismutase,protein-coding,-,-,-,cu/Zn superoxide dismutase,20200919,-
242507,2676483,MGG_03351,MGG_03351,-,-,4,-,glycosyl hydrolase,protein-coding,-,-,-,glycosyl hydrolase,20200919,-
242507,2676484,MGG_03352,MGG_03352,-,-,4,-,3-hydroxyphenylacetate 6 hydroxylase,protein-coding,-,-,-,3-hydroxyphenylacetate 6 hydroxylase,20200919,-
242507,2676485,MGG_03144,MGG_03144,-,-,4,-,Ulp1 protease,protein-coding,-,-,-,Ulp1 protease,20200919,-
242507,2676487,MGG_03146,MGG_03146,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676488,MGG_03147,MGG_03147,-,-,4,-,glycerol-3-phosphate dehydrogenase,protein-coding,-,-,-,glycerol-3-phosphate dehydrogenase,20200919,-
242507,2676489,MGG_03148,MGG_03148,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676490,MGG_03683,MGG_03683,-,-,4,-,adenylate kinase,protein-coding,-,-,-,adenylate kinase,20200924,-
242507,2676491,MGG_03684,MGG_03684,-,-,4,-,mitochondrial distribution and morphology protein 38,protein-coding,-,-,-,mitochondrial distribution and morphology protein 38,20200919,-
242507,2676492,MGG_03685,MGG_03685,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676493,MGG_03686,MGG_03686,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676494,MGG_03687,MGG_03687,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676496,MGG_03689,MGG_03689,-,-,4,-,3-oxoacyl-[acyl-carrier-protein] reductase,protein-coding,-,-,-,3-oxoacyl-[acyl-carrier-protein] reductase,20200919,-
242507,2676497,MGG_03488,MGG_03488,-,-,4,-,CDC7 protein kinase,protein-coding,-,-,-,CDC7 protein kinase,20200919,-
242507,2676498,MGG_03489,MGG_03489,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676499,MGG_13543,MGG_13543,-,-,4,-,LysR family regulatory protein,protein-coding,-,-,-,LysR family regulatory protein,20200919,-
242507,2676500,MGG_03491,MGG_03491,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676501,MGG_03492,MGG_03492,-,-,4,-,acetamidase,protein-coding,-,-,-,acetamidase,20200919,-
242507,2676502,MGG_03493,MGG_03493,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676503,MGG_03199,MGG_03199,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676504,MGG_03200,MGG_03200,-,-,4,-,zinc metalloprotease mde10,protein-coding,-,-,-,zinc metalloprotease mde10,20200919,-
242507,2676505,MGG_03201,MGG_03201,-,-,4,-,acetyl-coenzyme A synthetase,protein-coding,-,-,-,acetyl-coenzyme A synthetase,20200919,-
242507,2676506,MGG_03202,MGG_03202,-,-,4,-,replication factor C subunit 5,protein-coding,-,-,-,replication factor C subunit 5,20200919,-
242507,2676507,MGG_03203,MGG_03203,-,-,4,-,54S ribosomal protein L16,protein-coding,-,-,-,54S ribosomal protein L16,20200919,-
242507,2676508,MGG_03204,MGG_03204,-,-,4,-,replication factor C subunit 1,protein-coding,-,-,-,replication factor C subunit 1,20200919,-
242507,2676509,MGG_03205,MGG_03205,-,-,4,-,polyamine transporter 2,protein-coding,-,-,-,polyamine transporter 2,20200919,-
242507,2676510,MGG_03634,MGG_03634,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676511,MGG_03635,MGG_03635,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676512,MGG_03636,MGG_03636,-,-,4,-,pre-mRNA-splicing factor 38A,protein-coding,-,-,-,pre-mRNA-splicing factor 38A,20200919,-
242507,2676513,MGG_03637,MGG_03637,-,-,4,-,TATA-binding protein associated factor Taf2,protein-coding,-,-,-,TATA-binding protein associated factor Taf2,20200919,-
242507,2676514,MGG_03638,MGG_03638,-,-,4,-,sorting nexin-4,protein-coding,-,-,-,sorting nexin-4,20200924,-
242507,2676515,MGG_03639,MGG_03639,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676516,MGG_03640,MGG_03640,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676517,MGG_03419,MGG_03419,-,-,4,-,DNA-repair protein rad2,protein-coding,-,-,-,DNA-repair protein rad2,20200926,-
242507,2676518,MGG_13563,MGG_13563,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676519,MGG_03421,MGG_03421,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676520,MGG_03422,MGG_03422,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676521,MGG_03423,MGG_03423,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676522,MGG_03424,MGG_03424,-,-,4,-,enoyl reductase,protein-coding,-,-,-,enoyl reductase,20200919,-
242507,2676523,MGG_03425,MGG_03425,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676524,MGG_03426,MGG_03426,-,-,4,-,3-oxoacyl-[acyl-carrier-protein] reductase,protein-coding,-,-,-,3-oxoacyl-[acyl-carrier-protein] reductase,20200919,-
242507,2676525,MGG_03427,MGG_03427,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676526,MGG_03428,MGG_03428,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676527,MGG_03429,MGG_03429,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676528,MGG_03430,MGG_03430,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676529,MGG_03431,MGG_03431,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676530,MGG_03432,MGG_03432,-,-,4,-,geranylgeranyl pyrophosphate synthetase,protein-coding,-,-,-,geranylgeranyl pyrophosphate synthetase,20200919,-
242507,2676531,MGG_03662,MGG_03662,-,-,4,-,phosphoadenosine phosphosulfate reductase,protein-coding,-,-,-,phosphoadenosine phosphosulfate reductase,20200919,-
242507,2676532,MGG_03663,MGG_03663,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676533,MGG_03664,MGG_03664,-,-,4,-,palmitoyltransferase ERF2,protein-coding,-,-,-,palmitoyltransferase ERF2,20200919,-
242507,2676534,MGG_03665,MGG_03665,-,-,4,-,tRNA wybutosine-synthesizing protein 3,protein-coding,-,-,-,tRNA wybutosine-synthesizing protein 3,20200919,-
242507,2676535,MGG_03666,MGG_03666,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676536,MGG_03667,MGG_03667,-,-,4,-,FreB protein,protein-coding,-,-,-,FreB protein,20200919,-
242507,2676537,MGG_03668,MGG_03668,-,-,4,-,importin subunit beta-1,protein-coding,-,-,-,importin subunit beta-1,20200919,-
242507,2676538,MGG_03711,MGG_03711,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676539,MGG_03712,MGG_03712,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676540,MGG_03713,MGG_03713,-,-,4,-,inner membrane transporter yfaV,protein-coding,-,-,-,inner membrane transporter yfaV,20200919,-
242507,2676541,MGG_03714,MGG_03714,-,-,4,-,annexin ANXC4,protein-coding,-,-,-,annexin ANXC4,20200919,-
242507,2676542,MGG_03715,MGG_03715,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676543,MGG_03716,MGG_03716,-,-,4,-,phosphatidylinositol N-acetylglucosaminyltransferase subunit C,protein-coding,-,-,-,phosphatidylinositol N-acetylglucosaminyltransferase subunit C,20200919,-
242507,2676546,MGG_03393,MGG_03393,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676547,MGG_03394,MGG_03394,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676548,MGG_03395,MGG_03395,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676549,MGG_03396,MGG_03396,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676550,MGG_03397,MGG_03397,-,-,4,-,citrinin biosynthesis oxydoreductase CtnB,protein-coding,-,-,-,citrinin biosynthesis oxydoreductase CtnB,20200919,-
242507,2676551,MGG_03398,MGG_03398,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676552,MGG_03399,MGG_03399,-,-,4,-,arsenical-resistance protein,protein-coding,-,-,-,arsenical-resistance protein,20200919,-
242507,2676554,MGG_03181,MGG_03181,-,-,4,-,ER to Golgi transporter,protein-coding,-,-,-,ER to Golgi transporter,20200919,-
242507,2676555,MGG_03182,MGG_03182,-,-,4,-,splicing factor 3B subunit 2,protein-coding,-,-,-,splicing factor 3B subunit 2,20200919,-
242507,2676556,MGG_03183,MGG_03183,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676557,MGG_03184,MGG_03184,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676558,MGG_03185,MGG_03185,-,-,4,-,ATP synthase subunit beta,protein-coding,-,-,-,ATP synthase subunit beta,20200924,-
242507,2676559,MGG_03274,MGG_03274,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676560,MGG_03275,MGG_03275,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676564,MGG_03279,MGG_03279,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676565,MGG_03406,MGG_03406,-,-,4,-,iron-sulfur clusters transporter ATM1,protein-coding,-,-,-,iron-sulfur clusters transporter ATM1,20200919,-
242507,2676566,MGG_03407,MGG_03407,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676570,MGG_03411,MGG_03411,-,-,4,-,riboflavin transporter MCH5,protein-coding,-,-,-,riboflavin transporter MCH5,20200919,-
242507,2676571,MGG_03412,MGG_03412,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676572,MGG_03267,MGG_03267,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676573,MGG_03268,MGG_03268,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676574,MGG_03269,MGG_03269,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676575,MGG_03270,MGG_03270,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676576,MGG_03271,MGG_03271,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676577,MGG_03272,MGG_03272,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676578,MGG_12737,MGG_12737,-,-,4,-,creatine transporter,protein-coding,-,-,-,creatine transporter,20200919,-
242507,2676579,MGG_03156,MGG_03156,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676580,MGG_03157,MGG_03157,-,-,4,-,ribonuclease 3,protein-coding,-,-,-,ribonuclease 3,20200919,-
242507,2676581,MGG_12764,MGG_12764,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676582,MGG_03159,MGG_03159,-,-,4,-,YdiU domain-containing protein,protein-coding,-,-,-,YdiU domain-containing protein,20200919,-
242507,2676583,MGG_03160,MGG_03160,-,-,4,-,aldehyde reductase 1,protein-coding,-,-,-,aldehyde reductase 1,20200919,-
242507,2676584,MGG_03161,MGG_03161,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
242507,2676585,MGG_03254,MGG_03254,-,-,4,-,TBC1 domain family member 10A,protein-coding,-,-,-,TBC1 domain family member 10A,20200919,-
242507,2676586,MGG_03255,MGG_03255,-,-,4,-,ubiquitin conjugation factor E4,protein-coding,-,-,-,ubiquitin conjugation factor E4,20200919,-
242507,2676587,MGG_03256,MGG_03256,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
242507,2676588,MGG_03257,MGG_03257,-,-,4,-,plasma alpha-L-fucosidase,protein-coding,-,-,-,plasma alpha-L-fucosidase,20200919,-
242507,2676589,MGG_03258,MGG_03258,-,-,4,-,molybdopterin biosynthesis protein moeA,protein-coding,-,-,-,molybdopterin biosynthesis protein moeA,20200919,-
242507,2676590,MGG_03259,MGG_03259,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676591,MGG_03669,MGG_03669,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
242507,2676592,MGG_03670,MGG_03670,-,-,4,-,subtilisin-like proteinase Spm1,protein-coding,-,-,-,subtilisin-like proteinase Spm1,20200924,-
242507,2676593,MGG_03671,MGG_03671,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
