#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2716729,65064363,KMC30_gp001,KMC30_gp001,PhiZZ30_001,-,-,-,rIIA lysis inhibitor,protein-coding,-,-,-,rIIA lysis inhibitor,20210608,-
2716729,65064536,KMC30_gp229,KMC30_gp229,PhiZZ30_184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064537,KMC30_gp228,KMC30_gp228,PhiZZ30_185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064538,KMC30_gp227,KMC30_gp227,PhiZZ30_186,-,-,-,large head outer capsid protein,protein-coding,-,-,-,large head outer capsid protein,20210608,-
2716729,65064539,KMC30_gp226,KMC30_gp226,PhiZZ30_187,-,-,-,inhibitor of prohead protease,protein-coding,-,-,-,inhibitor of prohead protease,20210608,-
2716729,65064540,KMC30_gp225,KMC30_gp225,PhiZZ30_188,-,-,-,putative homing endonuclease,protein-coding,-,-,-,putative homing endonuclease,20210608,-
2716729,65064541,KMC30_gp224,KMC30_gp224,PhiZZ30_189,-,-,-,putative RNA-DNA and DNA-DNA helicase ATPase,protein-coding,-,-,-,putative RNA-DNA and DNA-DNA helicase ATPase,20210608,-
2716729,65064542,KMC30_gp223,KMC30_gp223,PhiZZ30_190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210609,-
2716729,65064543,KMC30_gp222,KMC30_gp222,PhiZZ30_191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064544,KMC30_gp221,KMC30_gp221,PhiZZ30_192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064545,KMC30_gp220,KMC30_gp220,PhiZZ30_193,-,-,-,"recombination, repair and ssDNA binding protein",protein-coding,-,-,-,"recombination, repair and ssDNA binding protein",20210609,-
2716729,65064546,KMC30_gp219,KMC30_gp219,PhiZZ30_194,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210612,-
2716729,65064547,KMC30_gp218,KMC30_gp218,PhiZZ30_195,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210612,-
2716729,65064548,KMC30_gp217,KMC30_gp217,PhiZZ30_196,-,-,-,baseplate hub assembly catalyst,protein-coding,-,-,-,baseplate hub assembly catalyst,20210608,-
2716729,65064549,KMC30_gp216,KMC30_gp216,PhiZZ30_197,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210608,-
2716729,65064550,KMC30_gp215,KMC30_gp215,PhiZZ30_198,-,-,-,putative baseplate distal hub subunit,protein-coding,-,-,-,putative baseplate distal hub subunit,20210608,-
2716729,65064551,KMC30_gp214,KMC30_gp214,PhiZZ30_199,-,-,-,putative baseplate hub subunit and tail length determinator,protein-coding,-,-,-,putative baseplate hub subunit and tail length determinator,20210608,-
2716729,65064552,KMC30_gp213,KMC30_gp213,PhiZZ30_200,-,-,-,putative baseplate tail tube cap,protein-coding,-,-,-,putative baseplate tail tube cap,20210609,-
2716729,65064553,KMC30_gp211,KMC30_gp211,PhiZZ30_203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2716729,65064554,KMC30_gp210,KMC30_gp210,PhiZZ30_204,-,-,-,RNA polymerase-ADP-ribosyltransferase,protein-coding,-,-,-,RNA polymerase-ADP-ribosyltransferase,20210608,-
2716729,65064555,KMC30_gp209,KMC30_gp209,PhiZZ30_205,-,-,-,RNA polymerase-ADP-ribosyltransferase,protein-coding,-,-,-,RNA polymerase-ADP-ribosyltransferase,20210608,-
2716729,65064556,KMC30_gp208,KMC30_gp208,PhiZZ30_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064557,KMC30_gp207,KMC30_gp207,PhiZZ30_207,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20210608,-
2716729,65064558,KMC30_gp206,KMC30_gp206,PhiZZ30_208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210609,-
2716729,65064559,KMC30_gp205,KMC30_gp205,PhiZZ30_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064560,KMC30_gp204,KMC30_gp204,PhiZZ30_210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210609,-
2716729,65064561,KMC30_gp203,KMC30_gp203,PhiZZ30_211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064562,KMC30_gp202,KMC30_gp202,PhiZZ30_212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064563,KMC30_gp201,KMC30_gp201,PhiZZ30_213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064564,KMC30_gp200,KMC30_gp200,PhiZZ30_214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064565,KMC30_gp199,KMC30_gp199,PhiZZ30_215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064566,KMC30_gp198,KMC30_gp198,PhiZZ30_216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064567,KMC30_gp197,KMC30_gp197,PhiZZ30_217,-,-,-,rIII lysis inhibition accessory protein,protein-coding,-,-,-,rIII lysis inhibition accessory protein,20210608,-
2716729,65064568,KMC30_gp196,KMC30_gp196,PhiZZ30_218,-,-,-,putative head assembly cochaperone with GroEL,protein-coding,-,-,-,putative head assembly cochaperone with GroEL,20210608,-
2716729,65064569,KMC30_gp195,KMC30_gp195,PhiZZ30_219,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064570,KMC30_gp194,KMC30_gp194,PhiZZ30_220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064571,KMC30_gp193,KMC30_gp193,PhiZZ30_221,-,-,-,deoxycytidylate deaminase,protein-coding,-,-,-,deoxycytidylate deaminase,20210609,-
2716729,65064572,KMC30_gp192,KMC30_gp192,PhiZZ30_222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064573,KMC30_gp191,KMC30_gp191,PhiZZ30_223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064574,KMC30_gp190,KMC30_gp190,PhiZZ30_224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064575,KMC30_gp189,KMC30_gp189,PhiZZ30_225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064576,KMC30_gp188,KMC30_gp188,PhiZZ30_226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064577,KMC30_gp187,KMC30_gp187,PhiZZ30_227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064578,KMC30_gp186,KMC30_gp186,PhiZZ30_228,-,-,-,3'-phosphatase 5'-polynucleotide kinase,protein-coding,-,-,-,3'-phosphatase 5'-polynucleotide kinase,20210608,-
2716729,65064579,KMC30_gp185,KMC30_gp185,PhiZZ30_229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064580,KMC30_gp184,KMC30_gp184,PhiZZ30_230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064581,KMC30_gp183,KMC30_gp183,PhiZZ30_231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064582,KMC30_gp182,KMC30_gp182,PhiZZ30_232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064583,KMC30_gp181,KMC30_gp181,PhiZZ30_233,-,-,-,inhibitor of host transcription,protein-coding,-,-,-,inhibitor of host transcription,20210608,-
2716729,65064584,KMC30_gp180,KMC30_gp180,PhiZZ30_234,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20210608,-
2716729,65064585,KMC30_gp179,KMC30_gp179,PhiZZ30_235,-,-,-,endonuclease II,protein-coding,-,-,-,endonuclease II,20210608,-
2716729,65064586,KMC30_gp178,KMC30_gp178,PhiZZ30_236,-,-,-,aerobic ribonucleoside diphosphate reductase small subunit,protein-coding,-,-,-,aerobic ribonucleoside diphosphate reductase small subunit,20210608,-
2716729,65064587,KMC30_gp177,KMC30_gp177,PhiZZ30_237,-,-,-,ribonucleoside-diphosphate reductase subunit alpha,protein-coding,-,-,-,ribonucleoside-diphosphate reductase subunit alpha,20210609,-
2716729,65064588,KMC30_gp176,KMC30_gp176,PhiZZ30_238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064589,KMC30_gp175,KMC30_gp175,PhiZZ30_239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064590,KMC30_gp174,KMC30_gp174,PhiZZ30_240,-,-,-,thymidylate synthetase,protein-coding,-,-,-,thymidylate synthetase,20210608,-
2716729,65064591,KMC30_gp173,KMC30_gp173,PhiZZ30_241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064592,KMC30_gp172,KMC30_gp172,PhiZZ30_242,-,-,-,dihydrofolate reductase,protein-coding,-,-,-,dihydrofolate reductase,20210608,-
2716729,65064593,KMC30_gp171,KMC30_gp171,PhiZZ30_243,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064594,KMC30_gp170,KMC30_gp170,PhiZZ30_244,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064595,KMC30_gp169,KMC30_gp169,PhiZZ30_245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064596,KMC30_gp168,KMC30_gp168,PhiZZ30_246,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064597,KMC30_gp167,KMC30_gp167,PhiZZ30_247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210612,-
2716729,65064598,KMC30_gp166,KMC30_gp166,PhiZZ30_248,-,-,-,single-stranded DNA binding protein,protein-coding,-,-,-,single-stranded DNA binding protein,20210608,-
2716729,65064599,KMC30_gp165,KMC30_gp165,PhiZZ30_249,-,-,-,loader of DNA helicase,protein-coding,-,-,-,loader of DNA helicase,20210608,-
2716729,65064600,KMC30_gp164,KMC30_gp164,PhiZZ30_250,-,-,-,late promoter transcription factor,protein-coding,-,-,-,late promoter transcription factor,20210608,-
2716729,65064601,KMC30_gp163,KMC30_gp163,PhiZZ30_251,-,-,-,double-stranded DNA binding protein,protein-coding,-,-,-,double-stranded DNA binding protein,20210612,-
2716729,65064602,KMC30_gp162,KMC30_gp162,PhiZZ30_252,-,-,-,ribonuclease,protein-coding,-,-,-,ribonuclease,20210609,-
2716729,65064603,KMC30_gp161,KMC30_gp161,PhiZZ30_253,-,-,-,long tail fiber proximal subunit,protein-coding,-,-,-,long tail fiber proximal subunit,20210608,-
2716729,65064604,KMC30_gp160,KMC30_gp160,PhiZZ30_254,-,-,-,tail connector protein,protein-coding,-,-,-,tail connector protein,20210608,-
2716729,65064605,KMC30_gp159,KMC30_gp159,PhiZZ30_255,-,-,-,distal hinge connector of long tail fiber,protein-coding,-,-,-,distal hinge connector of long tail fiber,20210608,-
2716729,65064606,KMC30_gp158,KMC30_gp158,PhiZZ30_256,-,-,-,host-recognition protein,protein-coding,-,-,-,host-recognition protein,20210608,-
2716729,65064607,KMC30_gp157,KMC30_gp157,PhiZZ30_257,-,-,-,host-recognition protein assembly protein,protein-coding,-,-,-,host-recognition protein assembly protein,20210608,-
2716729,65064608,KMC30_gp156,KMC30_gp156,PhiZZ30_258,-,-,-,holin,protein-coding,-,-,-,holin,20210608,-
2716729,65064609,KMC30_gp155,KMC30_gp155,PhiZZ30_259,-,-,-,anti-sigma factor,protein-coding,-,-,-,anti-sigma factor,20210612,-
2716729,65064610,KMC30_gp154,KMC30_gp154,PhiZZ30_260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064611,KMC30_gp153,KMC30_gp153,PhiZZ30_261,-,-,-,inhibitor of MrcBC restriction endonuclease,protein-coding,-,-,-,inhibitor of MrcBC restriction endonuclease,20210608,-
2716729,65064612,KMC30_gp152,KMC30_gp152,PhiZZ30_262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064613,KMC30_gp151,KMC30_gp151,PhiZZ30_263,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064614,KMC30_gp150,KMC30_gp150,PhiZZ30_264,-,-,-,anti-restriction nuclease,protein-coding,-,-,-,anti-restriction nuclease,20210608,-
2716729,65064615,KMC30_gp149,KMC30_gp149,PhiZZ30_265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064616,KMC30_gp148,KMC30_gp148,PhiZZ30_266,-,-,-,activator of middle period transcription,protein-coding,-,-,-,activator of middle period transcription,20210608,-
2716729,65064617,KMC30_gp147,KMC30_gp147,PhiZZ30_267,-,-,-,putative periplasmic protein,protein-coding,-,-,-,putative periplasmic protein,20210608,-
2716729,65064618,KMC30_gp146,KMC30_gp146,PhiZZ30_268,-,-,-,topoisomerase II medium subunit,protein-coding,-,-,-,topoisomerase II medium subunit,20210608,-
2716729,65064619,KMC30_gp145,KMC30_gp145,PhiZZ30_269,-,-,-,acridine resistance protein,protein-coding,-,-,-,acridine resistance protein,20210608,-
2716729,65064620,KMC30_gp144,KMC30_gp144,PhiZZ30_270,-,-,-,nucleoid disruption protein,protein-coding,-,-,-,nucleoid disruption protein,20210608,-
2716729,65064621,KMC30_gp143,KMC30_gp143,PhiZZ30_271,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064622,KMC30_gp142,KMC30_gp142,PhiZZ30_272,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064623,KMC30_gp141,KMC30_gp141,PhiZZ30_273,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064624,KMC30_gp140,KMC30_gp140,PhiZZ30_274,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064625,KMC30_gp139,KMC30_gp139,PhiZZ30_275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064626,KMC30_gp138,KMC30_gp138,PhiZZ30_276,-,-,-,putative DNA endonuclease IV,protein-coding,-,-,-,putative DNA endonuclease IV,20210608,-
2716729,65064627,KMC30_gp137,KMC30_gp137,PhiZZ30_277,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65064628,KMC30_gp136,KMC30_gp136,PhiZZ30_278,-,-,-,rIIB lysis inhibitor,protein-coding,-,-,-,rIIB lysis inhibitor,20210608,-
2716729,65064629,KMC30_gp212,KMC30_gp212,PhiZZ30_202,-,-,-,baseplate subunit,protein-coding,-,-,-,baseplate subunit,20210608,-
2716729,65064630,KMC30_gt002,KMC30_gt002,PhiZZ30_137,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716729,65064631,KMC30_gt003,KMC30_gt003,PhiZZ30_138,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716729,65064632,KMC30_gt004,KMC30_gt004,PhiZZ30_139,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716729,65064633,KMC30_gt005,KMC30_gt005,PhiZZ30_140,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716729,65064634,KMC30_gt006,KMC30_gt006,PhiZZ30_141,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716729,65064635,KMC30_gt007,KMC30_gt007,PhiZZ30_143,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716729,65064636,KMC30_gt008,KMC30_gt008,PhiZZ30_144,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716729,65064637,KMC30_gt009,KMC30_gt009,PhiZZ30_145,-,-,-,tRNA,tRNA,-,-,-,-,20210608,-
2716729,65064638,KMC30_gp267,KMC30_gp267,PhiZZ30_146,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210608,-
2716729,65243371,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
