#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1777059,65105912,KNT13_gp002,KNT13_gp002,phiE142_2,-,-,-,long tail fiber distal subunit,protein-coding,-,-,-,long tail fiber distal subunit,20210607,-
1777059,65106093,KNT13_gp183,KNT13_gp183,phiE142_183,-,-,-,baseplate wedge subunit and tail pin,protein-coding,-,-,-,baseplate wedge subunit and tail pin,20210607,-
1777059,65106094,KNT13_gp184,KNT13_gp184,phiE142_184,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
1777059,65106095,KNT13_gp185,KNT13_gp185,phiE142_185,-,-,-,short tail fibers,protein-coding,-,-,-,short tail fibers,20210607,-
1777059,65106096,KNT13_gp186,KNT13_gp186,phiE142_186,-,-,-,fibritin neck whiskers,protein-coding,-,-,-,fibritin neck whiskers,20210607,-
1777059,65106097,KNT13_gp187,KNT13_gp187,phiE142_187,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20210607,-
1777059,65106098,KNT13_gp188,KNT13_gp188,phiE142_188,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
1777059,65106099,KNT13_gp189,KNT13_gp189,phiE142_189,-,-,-,baseplate wedge initiator,protein-coding,-,-,-,baseplate wedge initiator,20210607,-
1777059,65106100,KNT13_gp190,KNT13_gp190,phiE142_190,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
1777059,65106101,KNT13_gp191,KNT13_gp191,phiE142_191,-,-,-,baseplate wedge connector for long tail fiber,protein-coding,-,-,-,baseplate wedge connector for long tail fiber,20210607,-
1777059,65106102,KNT13_gp192,KNT13_gp192,phiE142_192,-,-,-,baseplate wedge subunit and tail pin,protein-coding,-,-,-,baseplate wedge subunit and tail pin,20210607,-
1777059,65106103,KNT13_gp193,KNT13_gp193,phiE142_193,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210607,-
1777059,65106104,KNT13_gp194,KNT13_gp194,phiE142_194,-,-,-,short tail fibers,protein-coding,-,-,-,short tail fibers,20210607,-
1777059,65106105,KNT13_gp001,KNT13_gp001,phiE142_1,-,-,-,hinge connector of long tail fiber distal connector,protein-coding,-,-,-,hinge connector of long tail fiber distal connector,20210607,-
1777059,65242423,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
