#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2713306,55818207,HYQ36_gp002,HYQ36_gp002,moki_2,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210123,-
2713306,55818386,HYQ36_gp181,HYQ36_gp181,moki_181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818387,HYQ36_gp182,HYQ36_gp182,moki_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818388,HYQ36_gp183,HYQ36_gp183,moki_183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818389,HYQ36_gp184,HYQ36_gp184,moki_184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818390,HYQ36_gp185,HYQ36_gp185,moki_185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818391,HYQ36_gp186,HYQ36_gp186,moki_186,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713306,55818392,HYQ36_gp187,HYQ36_gp187,moki_187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818393,HYQ36_gp188,HYQ36_gp188,moki_188,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818394,HYQ36_gp189,HYQ36_gp189,moki_189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818395,HYQ36_gp190,HYQ36_gp190,moki_190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818396,HYQ36_gp191,HYQ36_gp191,moki_191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818397,HYQ36_gp192,HYQ36_gp192,moki_192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
2713306,55818398,HYQ36_gp193,HYQ36_gp193,moki_193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818399,HYQ36_gp194,HYQ36_gp194,moki_194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818400,HYQ36_gp195,HYQ36_gp195,moki_195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
2713306,55818401,HYQ36_gp196,HYQ36_gp196,moki_196,-,-,-,putative thioredoxin,protein-coding,-,-,-,putative thioredoxin,20200910,-
2713306,55818402,HYQ36_gp197,HYQ36_gp197,moki_197,-,-,-,putative 5'(3') deoxyribonucleotidase,protein-coding,-,-,-,putative 5'(3') deoxyribonucleotidase,20210313,-
2713306,55818403,HYQ36_gp198,HYQ36_gp198,moki_198,-,-,-,putative lipoprotein,protein-coding,-,-,-,putative lipoprotein,20200910,-
2713306,55818404,HYQ36_gp199,HYQ36_gp199,moki_199,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210313,-
2713306,55818405,HYQ36_gp200,HYQ36_gp200,moki_200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818406,HYQ36_gp201,HYQ36_gp201,moki_201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818407,HYQ36_gp202,HYQ36_gp202,moki_202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818408,HYQ36_gp203,HYQ36_gp203,moki_203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818409,HYQ36_gp204,HYQ36_gp204,moki_204,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713306,55818410,HYQ36_gp205,HYQ36_gp205,moki_205,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210320,-
2713306,55818411,HYQ36_gp206,HYQ36_gp206,moki_206,-,-,-,putative threonine ammonia lyase,protein-coding,-,-,-,putative threonine ammonia lyase,20210320,-
2713306,55818412,HYQ36_gp207,HYQ36_gp207,moki_207,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818413,HYQ36_gp208,HYQ36_gp208,moki_208,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210313,-
2713306,55818414,HYQ36_gp209,HYQ36_gp209,moki_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818415,HYQ36_gt001,HYQ36_gt001,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2713306,55818416,HYQ36_gt004,HYQ36_gt004,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2713306,55818417,HYQ36_gt002,HYQ36_gt002,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2713306,55818418,HYQ36_gt003,HYQ36_gt003,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
2713306,55818419,HYQ36_gp210,HYQ36_gp210,moki_211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55818420,HYQ36_gp001,HYQ36_gp001,moki_1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713306,55863694,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200909,-
