#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
83462,55635504,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Myxococcus exiguus.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200622,-
83462,64078479,JYJ95_RS12000,JYJ95_RS12000,JYJ95_12000,-,-,-,glycine--tRNA ligase subunit beta,protein-coding,-,-,-,glycine--tRNA ligase subunit beta,20210422,-
83462,64078480,JYJ95_RS12005,JYJ95_RS12005,JYJ95_12005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078481,JYJ95_RS12010,JYJ95_RS12010,JYJ95_12010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078482,JYJ95_RS12015,JYJ95_RS12015,JYJ95_12015,-,-,-,FHA domain-containing protein,protein-coding,-,-,-,FHA domain-containing protein,20210422,-
83462,64078483,JYJ95_RS12020,JYJ95_RS12020,JYJ95_12020,-,-,-,prepilin peptidase,protein-coding,-,-,-,prepilin peptidase,20210422,-
83462,64078484,JYJ95_RS12025,JYJ95_RS12025,JYJ95_12025,-,-,-,pilus assembly protein N-terminal domain-containing protein,protein-coding,-,-,-,pilus assembly protein N-terminal domain-containing protein,20210424,-
83462,64078485,tadA,JYJ95_RS12030,JYJ95_12030,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20210422,-
83462,64078486,JYJ95_RS12035,JYJ95_RS12035,JYJ95_12035,-,-,-,FHA domain-containing protein,protein-coding,-,-,-,FHA domain-containing protein,20210422,-
83462,64078487,polA,JYJ95_RS12040,JYJ95_12040,-,-,-,DNA polymerase I,protein-coding,-,-,-,DNA polymerase I,20210422,-
83462,64078488,JYJ95_RS12045,JYJ95_RS12045,JYJ95_12045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078489,JYJ95_RS12050,JYJ95_RS12050,JYJ95_12050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078490,JYJ95_RS12055,JYJ95_RS12055,JYJ95_12055,-,-,-,YggU family protein,protein-coding,-,-,-,YggU family protein,20210426,-
83462,64078491,JYJ95_RS12060,JYJ95_RS12060,JYJ95_12060,-,-,-,DivIVA domain-containing protein,protein-coding,-,-,-,DivIVA domain-containing protein,20210426,-
83462,64078492,JYJ95_RS12065,JYJ95_RS12065,JYJ95_12065,-,-,-,HEAT repeat domain-containing protein,protein-coding,-,-,-,HEAT repeat domain-containing protein,20210422,-
83462,64078493,JYJ95_RS12070,JYJ95_RS12070,JYJ95_12070,-,-,-,J domain-containing protein,protein-coding,-,-,-,J domain-containing protein,20210424,-
83462,64078494,JYJ95_RS12075,JYJ95_RS12075,JYJ95_12075,-,-,-,stage II sporulation protein M,protein-coding,-,-,-,stage II sporulation protein M,20210422,-
83462,64078495,JYJ95_RS12080,JYJ95_RS12080,JYJ95_12080,-,-,-,RDD family protein,protein-coding,-,-,-,RDD family protein,20210422,-
83462,64078496,JYJ95_RS12085,JYJ95_RS12085,JYJ95_12085,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210424,-
83462,64078497,JYJ95_RS12090,JYJ95_RS12090,JYJ95_12090,-,-,-,MbtH family protein,protein-coding,-,-,-,MbtH family protein,20210426,-
83462,64078498,JYJ95_RS12095,JYJ95_RS12095,JYJ95_12095,-,-,-,DUF4105 domain-containing protein,protein-coding,-,-,-,DUF4105 domain-containing protein,20210422,-
83462,64078499,JYJ95_RS12100,JYJ95_RS12100,JYJ95_12100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078500,JYJ95_RS12105,JYJ95_RS12105,JYJ95_12105,-,-,-,YdeI/OmpD-associated family protein,protein-coding,-,-,-,YdeI/OmpD-associated family protein,20210422,-
83462,64078501,JYJ95_RS12110,JYJ95_RS12110,JYJ95_12110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078502,JYJ95_RS12115,JYJ95_RS12115,JYJ95_12115,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210422,-
83462,64078503,JYJ95_RS12120,JYJ95_RS12120,JYJ95_12120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
83462,64078504,JYJ95_RS12125,JYJ95_RS12125,JYJ95_12125,-,-,-,cyclic nucleotide-binding domain-containing protein,protein-coding,-,-,-,cyclic nucleotide-binding domain-containing protein,20210422,-
83462,64078505,JYJ95_RS12130,JYJ95_RS12130,JYJ95_12130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078506,JYJ95_RS12135,JYJ95_RS12135,JYJ95_12135,-,-,-,right-handed parallel beta-helix repeat-containing protein,protein-coding,-,-,-,right-handed parallel beta-helix repeat-containing protein,20210422,-
83462,64078507,JYJ95_RS12140,JYJ95_RS12140,JYJ95_12140,-,-,-,alanine racemase,protein-coding,-,-,-,alanine racemase,20210422,-
83462,64078508,JYJ95_RS12145,JYJ95_RS12145,JYJ95_12145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078509,JYJ95_RS12150,JYJ95_RS12150,JYJ95_12150,-,-,-,prolyl oligopeptidase family serine peptidase,protein-coding,-,-,-,prolyl oligopeptidase family serine peptidase,20210422,-
83462,64078510,dacB,JYJ95_RS12155,JYJ95_12155,-,-,-,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,protein-coding,-,-,-,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,20210422,-
83462,64078511,rdgC,JYJ95_RS12160,JYJ95_12160,-,-,-,recombination-associated protein RdgC,protein-coding,-,-,-,recombination-associated protein RdgC,20210422,-
83462,64078512,JYJ95_RS12165,JYJ95_RS12165,JYJ95_12165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078513,JYJ95_RS12170,JYJ95_RS12170,JYJ95_12170,-,-,-,alkaline phosphatase family protein,protein-coding,-,-,-,alkaline phosphatase family protein,20210422,-
83462,64078514,JYJ95_RS12175,JYJ95_RS12175,JYJ95_12175,-,-,-,acyl-CoA thioesterase,protein-coding,-,-,-,acyl-CoA thioesterase,20210424,-
83462,64078515,glpX,JYJ95_RS12180,JYJ95_12180,-,-,-,class II fructose-bisphosphatase,protein-coding,-,-,-,class II fructose-bisphosphatase,20210422,-
83462,64078516,JYJ95_RS12185,JYJ95_RS12185,JYJ95_12185,-,-,-,SRPBCC family protein,protein-coding,-,-,-,SRPBCC family protein,20210422,-
83462,64078517,JYJ95_RS12190,JYJ95_RS12190,JYJ95_12190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078518,JYJ95_RS12195,JYJ95_RS12195,JYJ95_12195,-,-,-,ADP-ribosylglycohydrolase family protein,protein-coding,-,-,-,ADP-ribosylglycohydrolase family protein,20210422,-
83462,64078519,eno,JYJ95_RS12200,JYJ95_12200,-,-,-,phosphopyruvate hydratase,protein-coding,-,-,-,phosphopyruvate hydratase,20210422,-
83462,64078520,surE,JYJ95_RS12205,JYJ95_12205,-,-,-,5'/3'-nucleotidase SurE,protein-coding,-,-,-,5'/3'-nucleotidase SurE,20210422,-
83462,64078521,JYJ95_RS12210,JYJ95_RS12210,JYJ95_12210,-,-,-,peptidoglycan DD-metalloendopeptidase family protein,protein-coding,-,-,-,peptidoglycan DD-metalloendopeptidase family protein,20210422,-
83462,64078522,JYJ95_RS12215,JYJ95_RS12215,JYJ95_12215,-,-,-,CHRD domain-containing protein,protein-coding,-,-,-,CHRD domain-containing protein,20210422,-
83462,64078523,JYJ95_RS12220,JYJ95_RS12220,JYJ95_12220,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210422,-
83462,64078524,JYJ95_RS12225,JYJ95_RS12225,JYJ95_12225,-,-,-,2-dehydropantoate 2-reductase,protein-coding,-,-,-,2-dehydropantoate 2-reductase,20210422,-
83462,64078525,JYJ95_RS12230,JYJ95_RS12230,JYJ95_12230,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210422,-
83462,64078526,JYJ95_RS12235,JYJ95_RS12235,JYJ95_12235,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210424,-
83462,64078527,JYJ95_RS12240,JYJ95_RS12240,JYJ95_12240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078528,JYJ95_RS12245,JYJ95_RS12245,JYJ95_12245,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20210422,-
83462,64078529,JYJ95_RS12250,JYJ95_RS12250,JYJ95_12250,-,-,-,AHH domain-containing protein,protein-coding,-,-,-,AHH domain-containing protein,20210422,-
83462,64078530,JYJ95_RS12255,JYJ95_RS12255,JYJ95_12255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078531,JYJ95_RS12260,JYJ95_RS12260,JYJ95_12260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078532,JYJ95_RS12265,JYJ95_RS12265,JYJ95_12265,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210422,-
83462,64078533,lexA,JYJ95_RS12270,JYJ95_12270,-,-,-,transcriptional repressor LexA,protein-coding,-,-,-,transcriptional repressor LexA,20210422,-
83462,64078534,JYJ95_RS12275,JYJ95_RS12275,JYJ95_12275,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210422,-
83462,64078535,JYJ95_RS12280,JYJ95_RS12280,JYJ95_12280,-,-,-,HAMP domain-containing protein,protein-coding,-,-,-,HAMP domain-containing protein,20210422,-
83462,64078536,JYJ95_RS12285,JYJ95_RS12285,JYJ95_12285,-,-,-,FecR domain-containing protein,protein-coding,-,-,-,FecR domain-containing protein,20210422,-
83462,64078537,JYJ95_RS12290,JYJ95_RS12290,JYJ95_12290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078538,JYJ95_RS12295,JYJ95_RS12295,JYJ95_12295,-,-,-,flagellar motor protein,protein-coding,-,-,-,flagellar motor protein,20210422,-
83462,64078539,JYJ95_RS12300,JYJ95_RS12300,JYJ95_12300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078540,JYJ95_RS12305,JYJ95_RS12305,JYJ95_12305,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210422,-
83462,64078541,JYJ95_RS12310,JYJ95_RS12310,JYJ95_12310,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210422,-
83462,64078542,JYJ95_RS12315,JYJ95_RS12315,JYJ95_12315,-,-,-,general secretion pathway protein GspE,protein-coding,-,-,-,general secretion pathway protein GspE,20210422,-
83462,64078543,JYJ95_RS12320,JYJ95_RS12320,JYJ95_12320,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210422,-
83462,64078544,JYJ95_RS12325,JYJ95_RS12325,JYJ95_12325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078545,JYJ95_RS12330,JYJ95_RS12330,JYJ95_12330,-,-,-,trypsin-like serine protease,protein-coding,-,-,-,trypsin-like serine protease,20210422,-
83462,64078546,JYJ95_RS12335,JYJ95_RS12335,JYJ95_12335,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078547,JYJ95_RS12340,JYJ95_RS12340,JYJ95_12340,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20210422,-
83462,64078548,JYJ95_RS12345,JYJ95_RS12345,JYJ95_12345,-,-,-,PEGA domain-containing protein,protein-coding,-,-,-,PEGA domain-containing protein,20210422,-
83462,64078549,JYJ95_RS12350,JYJ95_RS12350,JYJ95_12350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078550,JYJ95_RS12355,JYJ95_RS12355,JYJ95_12355,-,-,-,PIG-L family deacetylase,protein-coding,-,-,-,PIG-L family deacetylase,20210422,-
83462,64078551,JYJ95_RS12360,JYJ95_RS12360,JYJ95_12360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078552,JYJ95_RS12365,JYJ95_RS12365,JYJ95_12365,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210422,-
83462,64078553,JYJ95_RS12370,JYJ95_RS12370,JYJ95_12370,-,-,-,RedB protein,protein-coding,-,-,-,RedB protein,20210422,-
83462,64078554,JYJ95_RS12375,JYJ95_RS12375,JYJ95_12375,-,-,-,chemotaxis protein,protein-coding,-,-,-,chemotaxis protein,20210422,-
83462,64078555,JYJ95_RS12380,JYJ95_RS12380,JYJ95_12380,-,-,-,proprotein convertase P-domain-containing protein,protein-coding,-,-,-,proprotein convertase P-domain-containing protein,20210422,-
83462,64078556,JYJ95_RS12385,JYJ95_RS12385,JYJ95_12385,-,-,-,DoxX family protein,protein-coding,-,-,-,DoxX family protein,20210422,-
83462,64078557,JYJ95_RS12390,JYJ95_RS12390,JYJ95_12390,-,-,-,tenascin-X,protein-coding,-,-,-,tenascin-X,20210422,-
83462,64078558,JYJ95_RS12395,JYJ95_RS12395,JYJ95_12395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078559,JYJ95_RS12400,JYJ95_RS12400,JYJ95_12400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078560,JYJ95_RS12405,JYJ95_RS12405,JYJ95_12405,-,-,-,fimbrial protein,protein-coding,-,-,-,fimbrial protein,20210422,-
83462,64078561,JYJ95_RS12410,JYJ95_RS12410,JYJ95_12410,-,-,-,ricin-type beta-trefoil lectin domain protein,protein-coding,-,-,-,ricin-type beta-trefoil lectin domain protein,20210422,-
83462,64078562,JYJ95_RS12415,JYJ95_RS12415,JYJ95_12415,-,-,-,SRPBCC domain-containing protein,protein-coding,-,-,-,SRPBCC domain-containing protein,20210422,-
83462,64078563,JYJ95_RS12420,JYJ95_RS12420,JYJ95_12420,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20210426,-
83462,64078564,JYJ95_RS12425,JYJ95_RS12425,JYJ95_12425,-,-,-,OmpA family protein,protein-coding,-,-,-,OmpA family protein,20210422,-
83462,64078565,JYJ95_RS12430,JYJ95_RS12430,JYJ95_12430,-,-,-,SAM-dependent methyltransferase,protein-coding,-,-,-,SAM-dependent methyltransferase,20210422,-
83462,64078566,JYJ95_RS12435,JYJ95_RS12435,JYJ95_12435,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210422,-
83462,64078567,JYJ95_RS12440,JYJ95_RS12440,JYJ95_12440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078568,JYJ95_RS12445,JYJ95_RS12445,JYJ95_12445,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
83462,64078569,JYJ95_RS12450,JYJ95_RS12450,JYJ95_12450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078570,JYJ95_RS12455,JYJ95_RS12455,JYJ95_12455,-,-,-,crotonase/enoyl-CoA hydratase family protein,protein-coding,-,-,-,crotonase/enoyl-CoA hydratase family protein,20210422,-
83462,64078571,JYJ95_RS12460,JYJ95_RS12460,JYJ95_12460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078572,JYJ95_RS12465,JYJ95_RS12465,JYJ95_12465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078573,JYJ95_RS12470,JYJ95_RS12470,JYJ95_12470,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
83462,64078574,JYJ95_RS12475,JYJ95_RS12475,JYJ95_12475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078575,JYJ95_RS12480,JYJ95_RS12480,JYJ95_12480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078576,JYJ95_RS12485,JYJ95_RS12485,JYJ95_12485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078577,JYJ95_RS12490,JYJ95_RS12490,JYJ95_12490,-,-,-,SAM-dependent methyltransferase,protein-coding,-,-,-,SAM-dependent methyltransferase,20210422,-
83462,64078578,JYJ95_RS12495,JYJ95_RS12495,JYJ95_12495,-,-,-,SAM-dependent methyltransferase,protein-coding,-,-,-,SAM-dependent methyltransferase,20210422,-
83462,64078579,JYJ95_RS12500,JYJ95_RS12500,JYJ95_12500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078580,JYJ95_RS12505,JYJ95_RS12505,JYJ95_12505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078581,JYJ95_RS12510,JYJ95_RS12510,JYJ95_12510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078582,JYJ95_RS12515,JYJ95_RS12515,JYJ95_12515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078583,JYJ95_RS12520,JYJ95_RS12520,JYJ95_12520,-,-,-,endonuclease/exonuclease/phosphatase family protein,protein-coding,-,-,-,endonuclease/exonuclease/phosphatase family protein,20210422,-
83462,64078584,katG,JYJ95_RS12525,JYJ95_12525,-,-,-,catalase/peroxidase HPI,protein-coding,-,-,-,catalase/peroxidase HPI,20210422,-
83462,64078585,JYJ95_RS12530,JYJ95_RS12530,JYJ95_12530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078586,JYJ95_RS12535,JYJ95_RS12535,JYJ95_12535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078587,JYJ95_RS12540,JYJ95_RS12540,JYJ95_12540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078588,JYJ95_RS12545,JYJ95_RS12545,JYJ95_12545,-,-,-,M20/M25/M40 family metallo-hydrolase,protein-coding,-,-,-,M20/M25/M40 family metallo-hydrolase,20210422,-
83462,64078589,JYJ95_RS12550,JYJ95_RS12550,JYJ95_12550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078590,JYJ95_RS12555,JYJ95_RS12555,JYJ95_12555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078591,JYJ95_RS12560,JYJ95_RS12560,JYJ95_12560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078592,JYJ95_RS12565,JYJ95_RS12565,JYJ95_12565,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210422,-
83462,64078593,JYJ95_RS12570,JYJ95_RS12570,JYJ95_12570,-,-,-,glutathione S-transferase N-terminal domain-containing protein,protein-coding,-,-,-,glutathione S-transferase N-terminal domain-containing protein,20210422,-
83462,64078594,JYJ95_RS12575,JYJ95_RS12575,JYJ95_12575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078595,JYJ95_RS12580,JYJ95_RS12580,JYJ95_12580,-,-,-,endonuclease/exonuclease/phosphatase family protein,protein-coding,-,-,-,endonuclease/exonuclease/phosphatase family protein,20210422,-
83462,64078596,JYJ95_RS12585,JYJ95_RS12585,JYJ95_12585,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078597,JYJ95_RS12590,JYJ95_RS12590,JYJ95_12590,-,-,-,PQQ-dependent sugar dehydrogenase,protein-coding,-,-,-,PQQ-dependent sugar dehydrogenase,20210422,-
83462,64078598,JYJ95_RS12595,JYJ95_RS12595,JYJ95_12595,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078599,JYJ95_RS12600,JYJ95_RS12600,JYJ95_12600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078600,JYJ95_RS12605,JYJ95_RS12605,JYJ95_12605,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
83462,64078601,JYJ95_RS12610,JYJ95_RS12610,JYJ95_12610,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078602,JYJ95_RS12615,JYJ95_RS12615,JYJ95_12615,-,-,-,ankyrin repeat domain-containing protein,protein-coding,-,-,-,ankyrin repeat domain-containing protein,20210422,-
83462,64078603,JYJ95_RS12620,JYJ95_RS12620,JYJ95_12620,-,-,-,VWD domain-containing protein,protein-coding,-,-,-,VWD domain-containing protein,20210422,-
83462,64078604,JYJ95_RS12625,JYJ95_RS12625,JYJ95_12625,-,-,-,serine hydrolase,protein-coding,-,-,-,serine hydrolase,20210422,-
83462,64078605,JYJ95_RS12630,JYJ95_RS12630,JYJ95_12630,-,-,-,NAD(P)H-binding protein,protein-coding,-,-,-,NAD(P)H-binding protein,20210422,-
83462,64078606,JYJ95_RS12635,JYJ95_RS12635,JYJ95_12635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078607,JYJ95_RS12640,JYJ95_RS12640,JYJ95_12640,-,-,-,TonB family protein,protein-coding,-,-,-,TonB family protein,20210422,-
83462,64078608,JYJ95_RS12645,JYJ95_RS12645,JYJ95_12645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078609,JYJ95_RS12650,JYJ95_RS12650,JYJ95_12650,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210422,-
83462,64078610,JYJ95_RS12655,JYJ95_RS12655,JYJ95_12655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078611,JYJ95_RS12660,JYJ95_RS12660,JYJ95_12660,-,-,-,M36 family metallopeptidase,protein-coding,-,-,-,M36 family metallopeptidase,20210422,-
83462,64078612,JYJ95_RS12665,JYJ95_RS12665,JYJ95_12665,-,-,-,choice-of-anchor A family protein,protein-coding,-,-,-,choice-of-anchor A family protein,20210422,-
83462,64078613,JYJ95_RS12670,JYJ95_RS12670,JYJ95_12670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078614,JYJ95_RS12675,JYJ95_RS12675,JYJ95_12675,-,-,-,S8 family serine peptidase,protein-coding,-,-,-,S8 family serine peptidase,20210422,-
83462,64078615,JYJ95_RS12680,JYJ95_RS12680,JYJ95_12680,-,-,-,sigma-70 family RNA polymerase sigma factor,protein-coding,-,-,-,sigma-70 family RNA polymerase sigma factor,20210422,-
83462,64078616,JYJ95_RS12685,JYJ95_RS12685,JYJ95_12685,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20210422,-
83462,64078617,JYJ95_RS12690,JYJ95_RS12690,JYJ95_12690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078618,JYJ95_RS12695,JYJ95_RS12695,JYJ95_12695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078619,JYJ95_RS12700,JYJ95_RS12700,JYJ95_12700,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210422,-
83462,64078620,JYJ95_RS12705,JYJ95_RS12705,JYJ95_12705,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210422,-
83462,64078621,JYJ95_RS12710,JYJ95_RS12710,JYJ95_12710,-,-,-,metalloregulator ArsR/SmtB family transcription factor,protein-coding,-,-,-,metalloregulator ArsR/SmtB family transcription factor,20210422,-
83462,64078622,JYJ95_RS12715,JYJ95_RS12715,JYJ95_12715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078623,JYJ95_RS12720,JYJ95_RS12720,JYJ95_12720,-,-,-,DinB family protein,protein-coding,-,-,-,DinB family protein,20210422,-
83462,64078624,JYJ95_RS12725,JYJ95_RS12725,JYJ95_12725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078625,JYJ95_RS12730,JYJ95_RS12730,JYJ95_12730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078626,JYJ95_RS12735,JYJ95_RS12735,JYJ95_12735,-,-,-,alpha/beta hydrolase fold domain-containing protein,protein-coding,-,-,-,alpha/beta hydrolase fold domain-containing protein,20210422,-
83462,64078627,JYJ95_RS12740,JYJ95_RS12740,JYJ95_12740,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210422,-
83462,64078628,JYJ95_RS12745,JYJ95_RS12745,JYJ95_12745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078629,JYJ95_RS12750,JYJ95_RS12750,JYJ95_12750,-,-,-,peptidoglycan-binding protein,protein-coding,-,-,-,peptidoglycan-binding protein,20210422,-
83462,64078630,JYJ95_RS12755,JYJ95_RS12755,JYJ95_12755,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078631,JYJ95_RS12760,JYJ95_RS12760,JYJ95_12760,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078632,JYJ95_RS12765,JYJ95_RS12765,JYJ95_12765,-,-,-,A-macroglobulin complement component,protein-coding,-,-,-,A-macroglobulin complement component,20210422,-
83462,64078633,JYJ95_RS12770,JYJ95_RS12770,JYJ95_12770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078634,JYJ95_RS12775,JYJ95_RS12775,JYJ95_12775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078635,JYJ95_RS12780,JYJ95_RS12780,JYJ95_12780,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078636,JYJ95_RS12785,JYJ95_RS12785,JYJ95_12785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078637,JYJ95_RS12790,JYJ95_RS12790,JYJ95_12790,-,-,-,succinylglutamate desuccinylase/aspartoacylase family protein,protein-coding,-,-,-,succinylglutamate desuccinylase/aspartoacylase family protein,20210422,-
83462,64078638,JYJ95_RS12795,JYJ95_RS12795,JYJ95_12795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
83462,64078639,JYJ95_RS12800,JYJ95_RS12800,JYJ95_12800,-,-,-,VCBS repeat-containing protein,protein-coding,-,-,-,VCBS repeat-containing protein,20210422,-
83462,64078640,JYJ95_RS12805,JYJ95_RS12805,JYJ95_12805,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210422,-
83462,64078641,JYJ95_RS12810,JYJ95_RS12810,JYJ95_12810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
