#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448319,63856202,BO72DRAFT_10,BO72DRAFT_10,-,-,Unknown,-,DUF757 domain protein,protein-coding,-,-,-,DUF757 domain protein,20210421,-
1448319,63860064,BO72DRAFT_420731,BO72DRAFT_420731,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20210421,-
1448319,63860065,BO72DRAFT_420737,BO72DRAFT_420737,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860066,BO72DRAFT_420760,BO72DRAFT_420760,-,-,Unknown,-,acyl-CoA dehydrogenase NM domain-like protein,protein-coding,-,-,-,acyl-CoA dehydrogenase NM domain-like protein,20210421,-
1448319,63860067,BO72DRAFT_420769,BO72DRAFT_420769,-,-,Unknown,-,demethylmenaquinone methyltransferase family protein,protein-coding,-,-,-,demethylmenaquinone methyltransferase family protein,20210421,-
1448319,63860068,BO72DRAFT_420773,BO72DRAFT_420773,-,-,Unknown,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210421,-
1448319,63860069,BO72DRAFT_420795,BO72DRAFT_420795,-,-,Unknown,-,glucose transporter,protein-coding,-,-,-,glucose transporter,20210421,-
1448319,63860070,BO72DRAFT_420824,BO72DRAFT_420824,-,-,Unknown,-,endonuclease/exonuclease/phosphatase family protein,protein-coding,-,-,-,endonuclease/exonuclease/phosphatase family protein,20210421,-
1448319,63860071,BO72DRAFT_420841,BO72DRAFT_420841,-,-,Unknown,-,auxin efflux carrier superfamily,protein-coding,-,-,-,auxin efflux carrier superfamily,20210421,-
1448319,63860072,BO72DRAFT_420898,BO72DRAFT_420898,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860073,BO72DRAFT_4209,BO72DRAFT_4209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860074,BO72DRAFT_420910,BO72DRAFT_420910,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63860075,BO72DRAFT_420917,BO72DRAFT_420917,-,-,Unknown,-,major facilitator superfamily transporter,protein-coding,-,-,-,major facilitator superfamily transporter,20210421,-
1448319,63860076,BO72DRAFT_420936,BO72DRAFT_420936,-,-,Unknown,-,alcohol dehydrogenase,protein-coding,-,-,-,alcohol dehydrogenase,20210421,-
1448319,63860077,BO72DRAFT_420943,BO72DRAFT_420943,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860078,BO72DRAFT_420947,BO72DRAFT_420947,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860079,BO72DRAFT_420986,BO72DRAFT_420986,-,-,Unknown,-,phosphoglycerate mutase-like protein,protein-coding,-,-,-,phosphoglycerate mutase-like protein,20210421,-
1448319,63860080,BO72DRAFT_420992,BO72DRAFT_420992,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860081,BO72DRAFT_420998,BO72DRAFT_420998,-,-,Unknown,-,NmrA-domain-containing protein,protein-coding,-,-,-,NmrA-domain-containing protein,20210421,-
1448319,63860082,BO72DRAFT_421040,BO72DRAFT_421040,-,-,Unknown,-,glucooligosaccharide oxidase,protein-coding,-,-,-,glucooligosaccharide oxidase,20210421,-
1448319,63860083,BO72DRAFT_421052,BO72DRAFT_421052,-,-,Unknown,-,MFS multidrug transporter,protein-coding,-,-,-,MFS multidrug transporter,20210421,-
1448319,63860084,BO72DRAFT_421068,BO72DRAFT_421068,-,-,Unknown,-,TRP-domain-containing protein,protein-coding,-,-,-,TRP-domain-containing protein,20210421,-
1448319,63860085,BO72DRAFT_421107,BO72DRAFT_421107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860086,BO72DRAFT_421111,BO72DRAFT_421111,-,-,Unknown,-,putative O-methyltransferase,protein-coding,-,-,-,putative O-methyltransferase,20210421,-
1448319,63860087,BO72DRAFT_421171,BO72DRAFT_421171,-,-,Unknown,-,putative polyketide synthase,protein-coding,-,-,-,putative polyketide synthase,20210421,-
1448319,63860088,BO72DRAFT_421176,BO72DRAFT_421176,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63860089,BO72DRAFT_421185,BO72DRAFT_421185,-,-,Unknown,-,putative MFS multidrug transporter,protein-coding,-,-,-,putative MFS multidrug transporter,20210421,-
1448319,63860090,BO72DRAFT_421189,BO72DRAFT_421189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860091,BO72DRAFT_421269,BO72DRAFT_421269,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63860092,BO72DRAFT_421271,BO72DRAFT_421271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860093,BO72DRAFT_421298,BO72DRAFT_421298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860094,BO72DRAFT_421346,BO72DRAFT_421346,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860095,BO72DRAFT_421364,BO72DRAFT_421364,-,-,Unknown,-,DNA replication licensing factor mcm3,protein-coding,-,-,-,DNA replication licensing factor mcm3,20210421,-
1448319,63860096,BO72DRAFT_421440,BO72DRAFT_421440,-,-,Unknown,-,nuclear transport receptor,protein-coding,-,-,-,nuclear transport receptor,20210421,-
1448319,63860097,BO72DRAFT_421500,BO72DRAFT_421500,-,-,Unknown,-,DMATS type aromatic prenyltransferase,protein-coding,-,-,-,DMATS type aromatic prenyltransferase,20210421,-
1448319,63860098,BO72DRAFT_421509,BO72DRAFT_421509,-,-,Unknown,-,aromatic prenyltransferase,protein-coding,-,-,-,aromatic prenyltransferase,20210421,-
1448319,63860099,BO72DRAFT_421512,BO72DRAFT_421512,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20210421,-
1448319,63860100,BO72DRAFT_421545,BO72DRAFT_421545,-,-,Unknown,-,elymoclavine monooxygenase,protein-coding,-,-,-,elymoclavine monooxygenase,20210421,-
1448319,63860101,BO72DRAFT_421572,BO72DRAFT_421572,-,-,Unknown,-,ribosome associated DnaJ chaperone Zuotin,protein-coding,-,-,-,ribosome associated DnaJ chaperone Zuotin,20210421,-
1448319,63860102,BO72DRAFT_421585,BO72DRAFT_421585,-,-,Unknown,-,MNNG and nitrosoguanidine resistance protein,protein-coding,-,-,-,MNNG and nitrosoguanidine resistance protein,20210421,-
1448319,63860103,BO72DRAFT_421622,BO72DRAFT_421622,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63860104,BO72DRAFT_421639,BO72DRAFT_421639,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860105,BO72DRAFT_421663,BO72DRAFT_421663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860106,BO72DRAFT_421669,BO72DRAFT_421669,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860107,BO72DRAFT_421689,BO72DRAFT_421689,-,-,Unknown,-,alcohol dehydrogenase,protein-coding,-,-,-,alcohol dehydrogenase,20210421,-
1448319,63860108,BO72DRAFT_421697,BO72DRAFT_421697,-,-,Unknown,-,benzoate 4-monooxygenase cytochrome P450,protein-coding,-,-,-,benzoate 4-monooxygenase cytochrome P450,20210421,-
1448319,63860109,BO72DRAFT_421704,BO72DRAFT_421704,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860110,BO72DRAFT_421729,BO72DRAFT_421729,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860111,BO72DRAFT_421736,BO72DRAFT_421736,-,-,Unknown,-,alpha-glucosidase,protein-coding,-,-,-,alpha-glucosidase,20210421,-
1448319,63860112,BO72DRAFT_421761,BO72DRAFT_421761,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860113,BO72DRAFT_421762,BO72DRAFT_421762,-,-,Unknown,-,citrate synthase,protein-coding,-,-,-,citrate synthase,20210421,-
1448319,63860114,BO72DRAFT_421803,BO72DRAFT_421803,-,-,Unknown,-,putative mitochondrial solute carrier,protein-coding,-,-,-,putative mitochondrial solute carrier,20210421,-
1448319,63860115,BO72DRAFT_421820,BO72DRAFT_421820,-,-,Unknown,-,putative 4-hydroxy-2-oxovalerate aldolase,protein-coding,-,-,-,putative 4-hydroxy-2-oxovalerate aldolase,20210421,-
1448319,63860116,BO72DRAFT_421824,BO72DRAFT_421824,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860117,BO72DRAFT_421836,BO72DRAFT_421836,-,-,Unknown,-,tfdA family taurine dioxygenase,protein-coding,-,-,-,tfdA family taurine dioxygenase,20210421,-
1448319,63860118,BO72DRAFT_421843,BO72DRAFT_421843,-,-,Unknown,-,unusual buried polar cluster in A family of fungal lipase,protein-coding,-,-,-,unusual buried polar cluster in A family of fungal lipase,20210421,-
1448319,63860119,BO72DRAFT_421855,BO72DRAFT_421855,-,-,Unknown,-,fungal-specific transcription factor domain protein,protein-coding,-,-,-,fungal-specific transcription factor domain protein,20210421,-
1448319,63860120,BO72DRAFT_421868,BO72DRAFT_421868,-,-,Unknown,-,Zn(II)2Cys6 transcription factor,protein-coding,-,-,-,Zn(II)2Cys6 transcription factor,20210421,-
1448319,63860121,BO72DRAFT_421878,BO72DRAFT_421878,-,-,Unknown,-,phytoene desaturase,protein-coding,-,-,-,phytoene desaturase,20210421,-
1448319,63860122,BO72DRAFT_421904,BO72DRAFT_421904,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210421,-
1448319,63860123,BO72DRAFT_421951,BO72DRAFT_421951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860124,BO72DRAFT_421956,BO72DRAFT_421956,-,-,Unknown,-,beta subunit of putative 3-methylcrotonyl-CoA carboxylase,protein-coding,-,-,-,beta subunit of putative 3-methylcrotonyl-CoA carboxylase,20210421,-
1448319,63860125,BO72DRAFT_421962,BO72DRAFT_421962,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210421,-
1448319,63860126,BO72DRAFT_422001,BO72DRAFT_422001,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860127,BO72DRAFT_422004,BO72DRAFT_422004,-,-,Unknown,-,amidase signature enzyme,protein-coding,-,-,-,amidase signature enzyme,20210421,-
1448319,63860128,BO72DRAFT_422015,BO72DRAFT_422015,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1448319,63860129,BO72DRAFT_422045,BO72DRAFT_422045,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860130,BO72DRAFT_422047,BO72DRAFT_422047,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20210421,-
1448319,63860131,BO72DRAFT_422087,BO72DRAFT_422087,-,-,Unknown,-,ribosomal protein L1,protein-coding,-,-,-,ribosomal protein L1,20210421,-
1448319,63860132,BO72DRAFT_422096,BO72DRAFT_422096,-,-,Unknown,-,alcohol dehydrogenase,protein-coding,-,-,-,alcohol dehydrogenase,20210421,-
1448319,63860133,BO72DRAFT_422120,BO72DRAFT_422120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860134,BO72DRAFT_422148,BO72DRAFT_422148,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860135,BO72DRAFT_422193,BO72DRAFT_422193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860136,BO72DRAFT_422223,BO72DRAFT_422223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860137,BO72DRAFT_422257,BO72DRAFT_422257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860138,BO72DRAFT_422358,BO72DRAFT_422358,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210421,-
1448319,63860139,BO72DRAFT_422366,BO72DRAFT_422366,-,-,Unknown,-,plasma membrane low affinity zinc ion transporter,protein-coding,-,-,-,plasma membrane low affinity zinc ion transporter,20210421,-
1448319,63860140,BO72DRAFT_422370,BO72DRAFT_422370,-,-,Unknown,-,putative FKBP-type peptidyl-prolyl isomerase,protein-coding,-,-,-,putative FKBP-type peptidyl-prolyl isomerase,20210421,-
1448319,63860141,BO72DRAFT_422401,BO72DRAFT_422401,-,-,Unknown,-,cyclophilin type CYPA peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,cyclophilin type CYPA peptidyl-prolyl cis-trans isomerase,20210421,-
1448319,63860142,BO72DRAFT_422483,BO72DRAFT_422483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860143,BO72DRAFT_422495,BO72DRAFT_422495,-,-,Unknown,-,Six-hairpin glycosidase,protein-coding,-,-,-,Six-hairpin glycosidase,20210421,-
1448319,63860144,BO72DRAFT_422503,BO72DRAFT_422503,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860145,BO72DRAFT_422542,BO72DRAFT_422542,-,-,Unknown,-,XLF-domain-containing protein,protein-coding,-,-,-,XLF-domain-containing protein,20210421,-
1448319,63860146,BO72DRAFT_422561,BO72DRAFT_422561,-,-,Unknown,-,putative DNA mismatch repair protein Msh6,protein-coding,-,-,-,putative DNA mismatch repair protein Msh6,20210421,-
1448319,63860147,BO72DRAFT_422578,BO72DRAFT_422578,-,-,Unknown,-,enolase C-terminal domain-like protein,protein-coding,-,-,-,enolase C-terminal domain-like protein,20210421,-
1448319,63860148,BO72DRAFT_422581,BO72DRAFT_422581,-,-,Unknown,-,2-deoxy-D-gluconate 3-dehydrogenase,protein-coding,-,-,-,2-deoxy-D-gluconate 3-dehydrogenase,20210421,-
1448319,63860149,BO72DRAFT_422612,BO72DRAFT_422612,-,-,Unknown,-,3-phytase B precursor,protein-coding,-,-,-,3-phytase B precursor,20210421,-
1448319,63860150,BO72DRAFT_422626,BO72DRAFT_422626,-,-,Unknown,-,glycylpeptide N-tetradecanoyltransferase,protein-coding,-,-,-,glycylpeptide N-tetradecanoyltransferase,20210421,-
1448319,63860151,BO72DRAFT_422632,BO72DRAFT_422632,-,-,Unknown,-,phosphoinositide phosphatase,protein-coding,-,-,-,phosphoinositide phosphatase,20210421,-
1448319,63860152,BO72DRAFT_422637,BO72DRAFT_422637,-,-,Unknown,-,aryl-alcohol oxidase,protein-coding,-,-,-,aryl-alcohol oxidase,20210421,-
1448319,63860153,BO72DRAFT_422699,BO72DRAFT_422699,-,-,Unknown,-,3-hydroxyacyl-CoA dehydrogenase,protein-coding,-,-,-,3-hydroxyacyl-CoA dehydrogenase,20210421,-
1448319,63860154,BO72DRAFT_422701,BO72DRAFT_422701,-,-,Unknown,-,cation chloride cotransporter,protein-coding,-,-,-,cation chloride cotransporter,20210421,-
1448319,63860155,BO72DRAFT_422733,BO72DRAFT_422733,-,-,Unknown,-,cyclophilin-like peptidyl prolyl cis-trans isomerase,protein-coding,-,-,-,cyclophilin-like peptidyl prolyl cis-trans isomerase,20210421,-
1448319,63860156,BO72DRAFT_422757,BO72DRAFT_422757,-,-,Unknown,-,60S ribosome biogenesis protein Mak11,protein-coding,-,-,-,60S ribosome biogenesis protein Mak11,20210421,-
1448319,63860157,BO72DRAFT_422790,BO72DRAFT_422790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860158,BO72DRAFT_422792,BO72DRAFT_422792,-,-,Unknown,-,N-terminal nucleophile aminohydrolase,protein-coding,-,-,-,N-terminal nucleophile aminohydrolase,20210421,-
1448319,63860159,BO72DRAFT_422834,BO72DRAFT_422834,-,-,Unknown,-,"37S ribosomal protein S25, mitochondrial",protein-coding,-,-,-,"37S ribosomal protein S25, mitochondrial",20210421,-
1448319,63860160,BO72DRAFT_422836,BO72DRAFT_422836,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860161,BO72DRAFT_422864,BO72DRAFT_422864,-,-,Unknown,-,cytochrome c and c1 heme-lyase,protein-coding,-,-,-,cytochrome c and c1 heme-lyase,20210421,-
1448319,63860162,BO72DRAFT_422867,BO72DRAFT_422867,-,-,Unknown,-,SNARE domain protein,protein-coding,-,-,-,SNARE domain protein,20210421,-
1448319,63860163,BO72DRAFT_422987,BO72DRAFT_422987,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860164,BO72DRAFT_423031,BO72DRAFT_423031,-,-,Unknown,-,glutamine-dependent NAD(+) synthetase,protein-coding,-,-,-,glutamine-dependent NAD(+) synthetase,20210421,-
1448319,63860165,BO72DRAFT_423033,BO72DRAFT_423033,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860166,BO72DRAFT_423210,BO72DRAFT_423210,-,-,Unknown,-,terpene synthase,protein-coding,-,-,-,terpene synthase,20210421,-
1448319,63860167,BO72DRAFT_423215,BO72DRAFT_423215,-,-,Unknown,-,PQ-loop-domain-containing protein,protein-coding,-,-,-,PQ-loop-domain-containing protein,20210421,-
1448319,63860168,BO72DRAFT_423219,BO72DRAFT_423219,-,-,Unknown,-,sir2 family transcriptional regulator,protein-coding,-,-,-,sir2 family transcriptional regulator,20210421,-
1448319,63860169,BO72DRAFT_423306,BO72DRAFT_423306,-,-,Unknown,-,ER lumen protein retaining receptor,protein-coding,-,-,-,ER lumen protein retaining receptor,20210421,-
1448319,63860170,BO72DRAFT_423423,BO72DRAFT_423423,-,-,Unknown,-,DUF382-domain-containing protein,protein-coding,-,-,-,DUF382-domain-containing protein,20210421,-
1448319,63860171,BO72DRAFT_423448,BO72DRAFT_423448,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63860172,BO72DRAFT_423456,BO72DRAFT_423456,-,-,Unknown,-,sure-like protein,protein-coding,-,-,-,sure-like protein,20210421,-
1448319,63860173,BO72DRAFT_423457,BO72DRAFT_423457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860174,BO72DRAFT_423464,BO72DRAFT_423464,-,-,Unknown,-,DJ-1/PfpI family protein,protein-coding,-,-,-,DJ-1/PfpI family protein,20210421,-
1448319,63860175,BO72DRAFT_423497,BO72DRAFT_423497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860176,BO72DRAFT_423500,BO72DRAFT_423500,-,-,Unknown,-,glycoside hydrolase family 2 protein,protein-coding,-,-,-,glycoside hydrolase family 2 protein,20210421,-
1448319,63860177,BO72DRAFT_42353,BO72DRAFT_42353,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860178,BO72DRAFT_423542,BO72DRAFT_423542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860179,BO72DRAFT_423560,BO72DRAFT_423560,-,-,Unknown,-,cyclin-dependent protein kinase PhoA,protein-coding,-,-,-,cyclin-dependent protein kinase PhoA,20210421,-
1448319,63860180,BO72DRAFT_423563,BO72DRAFT_423563,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210421,-
1448319,63860181,BO72DRAFT_423599,BO72DRAFT_423599,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860182,BO72DRAFT_423612,BO72DRAFT_423612,-,-,Unknown,-,aromatic compound dioxygenase,protein-coding,-,-,-,aromatic compound dioxygenase,20210421,-
1448319,63860183,BO72DRAFT_423667,BO72DRAFT_423667,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860184,BO72DRAFT_423780,BO72DRAFT_423780,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210421,-
1448319,63860185,BO72DRAFT_423796,BO72DRAFT_423796,-,-,Unknown,-,dicer-like protein 1,protein-coding,-,-,-,dicer-like protein 1,20210421,-
1448319,63860186,BO72DRAFT_423800,BO72DRAFT_423800,-,-,Unknown,-,TOR signaling pathway regulator,protein-coding,-,-,-,TOR signaling pathway regulator,20210421,-
1448319,63860187,BO72DRAFT_423806,BO72DRAFT_423806,-,-,Unknown,-,ATP-dependent protease La,protein-coding,-,-,-,ATP-dependent protease La,20210421,-
1448319,63860188,BO72DRAFT_423853,BO72DRAFT_423853,-,-,Unknown,-,transcription factor TFIIH complex subunit,protein-coding,-,-,-,transcription factor TFIIH complex subunit,20210421,-
1448319,63860189,BO72DRAFT_423878,BO72DRAFT_423878,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860190,BO72DRAFT_423908,BO72DRAFT_423908,-,-,Unknown,-,nagb/rpia/CoA transferase-like protein,protein-coding,-,-,-,nagb/rpia/CoA transferase-like protein,20210421,-
1448319,63860191,BO72DRAFT_423951,BO72DRAFT_423951,-,-,Unknown,-,SEN34 subunit of tRNA-splicing endonuclease,protein-coding,-,-,-,SEN34 subunit of tRNA-splicing endonuclease,20210421,-
1448319,63860192,BO72DRAFT_423998,BO72DRAFT_423998,-,-,Unknown,-,acyltransferase ChoActase/COT/CPT,protein-coding,-,-,-,acyltransferase ChoActase/COT/CPT,20210421,-
1448319,63860193,BO72DRAFT_424035,BO72DRAFT_424035,-,-,Unknown,-,amidase,protein-coding,-,-,-,amidase,20210421,-
1448319,63860194,BO72DRAFT_424048,BO72DRAFT_424048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860195,BO72DRAFT_424059,BO72DRAFT_424059,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860196,BO72DRAFT_424087,BO72DRAFT_424087,-,-,Unknown,-,protease inhibitor,protein-coding,-,-,-,protease inhibitor,20210421,-
1448319,63860197,BO72DRAFT_424137,BO72DRAFT_424137,-,-,Unknown,-,2-deoxyglucose-6-phosphate phosphatase,protein-coding,-,-,-,2-deoxyglucose-6-phosphate phosphatase,20210421,-
1448319,63860198,BO72DRAFT_424145,BO72DRAFT_424145,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860199,BO72DRAFT_424152,BO72DRAFT_424152,-,-,Unknown,-,glycan biosynthesis protein,protein-coding,-,-,-,glycan biosynthesis protein,20210421,-
1448319,63860200,BO72DRAFT_424156,BO72DRAFT_424156,-,-,Unknown,-,"putative alpha-1,6-mannosyltransferase",protein-coding,-,-,-,"putative alpha-1,6-mannosyltransferase",20210421,-
1448319,63860201,BO72DRAFT_424168,BO72DRAFT_424168,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860202,BO72DRAFT_424177,BO72DRAFT_424177,-,-,Unknown,-,ferric-chelate reductase,protein-coding,-,-,-,ferric-chelate reductase,20210421,-
1448319,63860203,BO72DRAFT_424248,BO72DRAFT_424248,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860204,BO72DRAFT_424256,BO72DRAFT_424256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860205,BO72DRAFT_424315,BO72DRAFT_424315,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20210421,-
1448319,63860206,BO72DRAFT_424336,BO72DRAFT_424336,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860207,BO72DRAFT_424428,BO72DRAFT_424428,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860208,BO72DRAFT_424453,BO72DRAFT_424453,-,-,Unknown,-,cytochrome P450 oxidoreductase,protein-coding,-,-,-,cytochrome P450 oxidoreductase,20210421,-
1448319,63860209,BO72DRAFT_424468,BO72DRAFT_424468,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860210,BO72DRAFT_424488,BO72DRAFT_424488,-,-,Unknown,-,PAP2-domain-containing protein,protein-coding,-,-,-,PAP2-domain-containing protein,20210421,-
1448319,63860211,BO72DRAFT_424501,BO72DRAFT_424501,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860212,BO72DRAFT_424510,BO72DRAFT_424510,-,-,Unknown,-,DUF1777-domain-containing protein,protein-coding,-,-,-,DUF1777-domain-containing protein,20210421,-
1448319,63860213,BO72DRAFT_424512,BO72DRAFT_424512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860214,BO72DRAFT_424531,BO72DRAFT_424531,-,-,Unknown,-,YebC-like protein,protein-coding,-,-,-,YebC-like protein,20210421,-
1448319,63860215,BO72DRAFT_424590,BO72DRAFT_424590,-,-,Unknown,-,Acireductone dioxygenase,protein-coding,-,-,-,Acireductone dioxygenase,20210421,-
1448319,63860216,BO72DRAFT_424653,BO72DRAFT_424653,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860217,BO72DRAFT_424683,BO72DRAFT_424683,-,-,Unknown,-,Pet127-domain-containing protein,protein-coding,-,-,-,Pet127-domain-containing protein,20210421,-
1448319,63860218,BO72DRAFT_424718,BO72DRAFT_424718,-,-,Unknown,-,hypercellular protein HypA,protein-coding,-,-,-,hypercellular protein HypA,20210421,-
1448319,63860219,BO72DRAFT_424750,BO72DRAFT_424750,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210421,-
1448319,63860220,BO72DRAFT_424763,BO72DRAFT_424763,-,-,Unknown,-,activator 1 37 kDa subunit,protein-coding,-,-,-,activator 1 37 kDa subunit,20210421,-
1448319,63860221,BO72DRAFT_424805,BO72DRAFT_424805,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860222,BO72DRAFT_424820,BO72DRAFT_424820,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
