#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2601680,55621193,HWC58_gp002,HWC58_gp002,CPT_Moby_002,-,-,-,terminase,protein-coding,-,-,-,terminase,20200912,-
2601680,55621371,HWC58_gp218,HWC58_gp218,CPT_Moby_180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621372,HWC58_gp217,HWC58_gp217,CPT_Moby_181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621373,HWC58_gp216,HWC58_gp216,CPT_Moby_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621374,HWC58_gp215,HWC58_gp215,CPT_Moby_183,-,-,-,YbiA-like N-glycosidase,protein-coding,-,-,-,YbiA-like N-glycosidase,20200912,-
2601680,55621375,HWC58_gp214,HWC58_gp214,CPT_Moby_184,-,-,-,QueD-like queosine biosynthesis protein,protein-coding,-,-,-,QueD-like queosine biosynthesis protein,20210424,-
2601680,55621376,HWC58_gp213,HWC58_gp213,CPT_Moby_185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621377,HWC58_gp212,HWC58_gp212,CPT_Moby_186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621378,HWC58_gp211,HWC58_gp211,CPT_Moby_187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621379,HWC58_gp210,HWC58_gp210,CPT_Moby_188,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621380,HWC58_gp209,HWC58_gp209,CPT_Moby_189,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621381,HWC58_gp208,HWC58_gp208,CPT_Moby_190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621382,HWC58_gp207,HWC58_gp207,CPT_Moby_191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621383,HWC58_gp206,HWC58_gp206,CPT_Moby_192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621384,HWC58_gp205,HWC58_gp205,CPT_Moby_193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621385,HWC58_gp204,HWC58_gp204,CPT_Moby_194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621386,HWC58_gp203,HWC58_gp203,CPT_Moby_195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621387,HWC58_gp202,HWC58_gp202,CPT_Moby_196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621388,HWC58_gp201,HWC58_gp201,CPT_Moby_197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621389,HWC58_gp200,HWC58_gp200,CPT_Moby_198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621390,HWC58_gp199,HWC58_gp199,CPT_Moby_199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621391,HWC58_gp198,HWC58_gp198,CPT_Moby_200,-,-,-,virion-associated protein,protein-coding,-,-,-,virion-associated protein,20200910,-
2601680,55621392,HWC58_gp197,HWC58_gp197,CPT_Moby_201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621393,HWC58_gp196,HWC58_gp196,CPT_Moby_202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621394,HWC58_gp195,HWC58_gp195,CPT_Moby_203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621395,HWC58_gp194,HWC58_gp194,CPT_Moby_204,-,-,-,cell wall hydrolase,protein-coding,-,-,-,cell wall hydrolase,20200912,-
2601680,55621396,HWC58_gp193,HWC58_gp193,CPT_Moby_205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621397,HWC58_gp192,HWC58_gp192,CPT_Moby_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621398,HWC58_gp191,HWC58_gp191,CPT_Moby_207,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20210424,-
2601680,55621399,HWC58_gp190,HWC58_gp190,CPT_Moby_208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621400,HWC58_gp189,HWC58_gp189,CPT_Moby_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621401,HWC58_gp188,HWC58_gp188,CPT_Moby_210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621402,HWC58_gp187,HWC58_gp187,CPT_Moby_211,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621403,HWC58_gp186,HWC58_gp186,CPT_Moby_212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621404,HWC58_gp185,HWC58_gp185,CPT_Moby_213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621405,HWC58_gp184,HWC58_gp184,CPT_Moby_214,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2601680,55621406,HWC58_gp183,HWC58_gp183,CPT_Moby_215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621407,HWC58_gp182,HWC58_gp182,CPT_Moby_216,-,-,-,terminal DNA protecting protein,protein-coding,-,-,-,terminal DNA protecting protein,20200919,-
2601680,55621408,HWC58_gp181,HWC58_gp181,CPT_Moby_217,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
2601680,55621409,HWC58_gp180,HWC58_gp180,CPT_Moby_218,-,-,-,baseplate tail tube junction protein,protein-coding,-,-,-,baseplate tail tube junction protein,20200910,-
2601680,55621410,HWC58_gp179,HWC58_gp179,CPT_Moby_219,-,-,-,baseplate wedge protein,protein-coding,-,-,-,baseplate wedge protein,20210424,-
2601680,55621411,HWC58_gp178,HWC58_gp178,CPT_Moby_220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621412,HWC58_gp177,HWC58_gp177,CPT_Moby_221,-,-,-,baseplate central spike complex protein,protein-coding,-,-,-,baseplate central spike complex protein,20200912,-
2601680,55621413,HWC58_gp176,HWC58_gp176,CPT_Moby_222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621414,HWC58_gp175,HWC58_gp175,CPT_Moby_223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621415,HWC58_gp174,HWC58_gp174,CPT_Moby_224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621416,HWC58_gp173,HWC58_gp173,CPT_Moby_225,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210424,-
2601680,55621417,HWC58_gp172,HWC58_gp172,CPT_Moby_226,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621418,HWC58_gp171,HWC58_gp171,CPT_Moby_227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621419,HWC58_gp170,HWC58_gp170,CPT_Moby_228,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2601680,55621420,HWC58_gp169,HWC58_gp169,CPT_Moby_229,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621421,HWC58_gp168,HWC58_gp168,CPT_Moby_230,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210424,-
2601680,55621422,HWC58_gp167,HWC58_gp167,CPT_Moby_231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621423,HWC58_gp166,HWC58_gp166,CPT_Moby_232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621424,HWC58_gp165,HWC58_gp165,CPT_Moby_233,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621425,HWC58_gp164,HWC58_gp164,CPT_Moby_234,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621426,HWC58_gp163,HWC58_gp163,CPT_Moby_235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621427,HWC58_gp162,HWC58_gp162,CPT_Moby_236,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621428,HWC58_gp161,HWC58_gp161,CPT_Moby_237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621429,HWC58_gp160,HWC58_gp160,CPT_Moby_238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621430,HWC58_gp159,HWC58_gp159,CPT_Moby_239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621431,HWC58_gp158,HWC58_gp158,CPT_Moby_240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621432,HWC58_gp157,HWC58_gp157,CPT_Moby_241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621433,HWC58_gp156,HWC58_gp156,CPT_Moby_242,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621434,HWC58_gp155,HWC58_gp155,CPT_Moby_243,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621435,HWC58_gp154,HWC58_gp154,CPT_Moby_244,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621436,HWC58_gp153,HWC58_gp153,CPT_Moby_245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621437,HWC58_gp152,HWC58_gp152,CPT_Moby_246,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621438,HWC58_gp151,HWC58_gp151,CPT_Moby_247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621439,HWC58_gp150,HWC58_gp150,CPT_Moby_248,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621440,HWC58_gp149,HWC58_gp149,CPT_Moby_249,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621441,HWC58_gp148,HWC58_gp148,CPT_Moby_250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621442,HWC58_gp147,HWC58_gp147,CPT_Moby_251,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621443,HWC58_gp146,HWC58_gp146,CPT_Moby_252,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621444,HWC58_gp145,HWC58_gp145,CPT_Moby_253,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621445,HWC58_gp144,HWC58_gp144,CPT_Moby_254,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621446,HWC58_gp143,HWC58_gp143,CPT_Moby_255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2601680,55621447,HWC58_gp142,HWC58_gp142,CPT_Moby_256,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621448,HWC58_gp141,HWC58_gp141,CPT_Moby_257,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621449,HWC58_gp140,HWC58_gp140,CPT_Moby_258,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621450,HWC58_gp139,HWC58_gp139,CPT_Moby_259,-,-,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20200912,-
2601680,55621451,HWC58_gp138,HWC58_gp138,CPT_Moby_260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621452,HWC58_gp137,HWC58_gp137,CPT_Moby_261,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621453,HWC58_gp136,HWC58_gp136,CPT_Moby_262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621454,HWC58_gp135,HWC58_gp135,CPT_Moby_263,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621455,HWC58_gp134,HWC58_gp134,CPT_Moby_264,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621456,HWC58_gp133,HWC58_gp133,CPT_Moby_265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621457,HWC58_gp132,HWC58_gp132,CPT_Moby_266,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621458,HWC58_gp131,HWC58_gp131,CPT_Moby_267,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621459,HWC58_gp130,HWC58_gp130,CPT_Moby_268,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621460,HWC58_gp129,HWC58_gp129,CPT_Moby_269,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621461,HWC58_gp128,HWC58_gp128,CPT_Moby_270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621462,HWC58_gp127,HWC58_gp127,CPT_Moby_271,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621463,HWC58_gp126,HWC58_gp126,CPT_Moby_272,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621464,HWC58_gp125,HWC58_gp125,CPT_Moby_273,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621465,HWC58_gp124,HWC58_gp124,CPT_Moby_274,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621466,HWC58_gp123,HWC58_gp123,CPT_Moby_275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621467,HWC58_gp122,HWC58_gp122,CPT_Moby_276,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621468,HWC58_gp121,HWC58_gp121,CPT_Moby_277,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2601680,55621469,HWC58_gp120,HWC58_gp120,CPT_Moby_278,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621470,HWC58_gp119,HWC58_gp119,CPT_Moby_279,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621471,HWC58_gp118,HWC58_gp118,CPT_Moby_280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621472,HWC58_gp117,HWC58_gp117,CPT_Moby_281,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621473,HWC58_gp116,HWC58_gp116,CPT_Moby_282,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621474,HWC58_gp115,HWC58_gp115,CPT_Moby_283,-,-,-,baseplate puncturing device,protein-coding,-,-,-,baseplate puncturing device,20200912,-
2601680,55621475,HWC58_gp114,HWC58_gp114,CPT_Moby_284,-,-,-,baseplate wedge protein,protein-coding,-,-,-,baseplate wedge protein,20210424,-
2601680,55621476,HWC58_gp113,HWC58_gp113,CPT_Moby_285,-,-,-,baseplate wedge protein,protein-coding,-,-,-,baseplate wedge protein,20210424,-
2601680,55621477,HWC58_gp112,HWC58_gp112,CPT_Moby_286,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621478,HWC58_gp111,HWC58_gp111,CPT_Moby_287,-,-,-,baseplate wedge protein,protein-coding,-,-,-,baseplate wedge protein,20200910,-
2601680,55621479,HWC58_gp110,HWC58_gp110,CPT_Moby_288,-,-,-,virion-associated protein,protein-coding,-,-,-,virion-associated protein,20200912,-
2601680,55621480,HWC58_gp109,HWC58_gp109,CPT_Moby_289,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621481,HWC58_gp108,HWC58_gp108,CPT_Moby_290,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20200912,-
2601680,55621482,HWC58_gp107,HWC58_gp107,CPT_Moby_291,-,-,-,RyR domain-containing protein,protein-coding,-,-,-,RyR domain-containing protein,20210424,-
2601680,55621483,HWC58_gp106,HWC58_gp106,CPT_Moby_292,-,-,-,neck protein,protein-coding,-,-,-,neck protein,20200912,-
2601680,55621484,HWC58_gp105,HWC58_gp105,CPT_Moby_293,-,-,-,tail completion protein,protein-coding,-,-,-,tail completion protein,20210424,-
2601680,55621485,HWC58_gp104,HWC58_gp104,CPT_Moby_294,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55621486,HWC58_gp001,HWC58_gp001,CPT_Moby_001,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2601680,55636040,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200909,-
