#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2041413,40091951,FDI73_gp001,FDI73_gp001,CPT_Melville_001,-,-,-,rIIa-like protector from prophage-induced early lysis,protein-coding,-,-,-,rIIa-like protector from prophage-induced early lysis,20200910,-
2041413,40092125,FDI73_gp226,FDI73_gp226,CPT_Melville_175,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20200910,-
2041413,40092126,FDI73_gp225,FDI73_gp225,CPT_Melville_176,-,-,-,capsid vertex protein,protein-coding,-,-,-,capsid vertex protein,20200910,-
2041413,40092127,FDI73_gp224,FDI73_gp224,CPT_Melville_177,-,-,-,capsid vertex protein,protein-coding,-,-,-,capsid vertex protein,20200910,-
2041413,40092128,FDI73_gp223,FDI73_gp223,CPT_Melville_178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092129,FDI73_gp222,FDI73_gp222,CPT_Melville_179,-,-,-,RlnB-like RNA ligase,protein-coding,-,-,-,RlnB-like RNA ligase,20200910,-
2041413,40092130,FDI73_gp221,FDI73_gp221,CPT_Melville_180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092131,FDI73_gp220,FDI73_gp220,CPT_Melville_181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092132,FDI73_gp219,FDI73_gp219,CPT_Melville_182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092133,FDI73_gp218,FDI73_gp218,CPT_Melville_183,-,-,-,Hoc-like capsid decoration protein,protein-coding,-,-,-,Hoc-like capsid decoration protein,20200910,-
2041413,40092134,FDI73_gp217,FDI73_gp217,CPT_Melville_184,-,-,-,inhibitor of prohead protease,protein-coding,-,-,-,inhibitor of prohead protease,20200910,-
2041413,40092135,FDI73_gp216,FDI73_gp216,CPT_Melville_185,-,-,-,UvsW-like helicase,protein-coding,-,-,-,UvsW-like helicase,20200910,-
2041413,40092136,FDI73_gp215,FDI73_gp215,CPT_Melville_186,-,-,-,UvsW.1-like helicase,protein-coding,-,-,-,UvsW.1-like helicase,20200910,-
2041413,40092137,FDI73_gp214,FDI73_gp214,CPT_Melville_187,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092138,FDI73_gp213,FDI73_gp213,CPT_Melville_188,-,-,-,UvsY-like recombination and ssDNA binding protein,protein-coding,-,-,-,UvsY-like recombination and ssDNA binding protein,20200910,-
2041413,40092139,FDI73_gp212,FDI73_gp212,CPT_Melville_189,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20200910,-
2041413,40092140,FDI73_gp211,FDI73_gp211,CPT_Melville_190,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20200910,-
2041413,40092141,FDI73_gp210,FDI73_gp210,CPT_Melville_191,-,-,-,baseplate hub assembly protein,protein-coding,-,-,-,baseplate hub assembly protein,20200910,-
2041413,40092142,FDI73_gp209,FDI73_gp209,CPT_Melville_192,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20200910,-
2041413,40092143,FDI73_gp208,FDI73_gp208,CPT_Melville_193,-,-,-,baseplate hub distal subunit,protein-coding,-,-,-,baseplate hub distal subunit,20200910,-
2041413,40092144,FDI73_gp207,FDI73_gp207,CPT_Melville_194,-,-,-,tail tape measure protein,protein-coding,-,-,-,tail tape measure protein,20200910,-
2041413,40092145,FDI73_gp206,FDI73_gp206,CPT_Melville_195,-,-,-,baseplate tail tube cap,protein-coding,-,-,-,baseplate tail tube cap,20200910,-
2041413,40092146,FDI73_gp205,FDI73_gp205,CPT_Melville_196,-,-,-,baseplate tail tube initiator,protein-coding,-,-,-,baseplate tail tube initiator,20200910,-
2041413,40092147,FDI73_gp204,FDI73_gp204,CPT_Melville_197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092148,FDI73_gp203,FDI73_gp203,CPT_Melville_198,-,-,-,ADP-ribosyltransferase,protein-coding,-,-,-,ADP-ribosyltransferase,20200910,-
2041413,40092149,FDI73_gp202,FDI73_gp202,CPT_Melville_199,-,-,-,ADP-ribosyltransferase,protein-coding,-,-,-,ADP-ribosyltransferase,20200910,-
2041413,40092150,FDI73_gp201,FDI73_gp201,CPT_Melville_200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092151,FDI73_gp200,FDI73_gp200,CPT_Melville_201,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20200910,-
2041413,40092152,FDI73_gp199,FDI73_gp199,CPT_Melville_202,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092153,FDI73_gp198,FDI73_gp198,CPT_Melville_203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092154,FDI73_gp197,FDI73_gp197,CPT_Melville_204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092155,FDI73_gp196,FDI73_gp196,CPT_Melville_205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092156,FDI73_gp195,FDI73_gp195,CPT_Melville_206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092157,FDI73_gp194,FDI73_gp194,CPT_Melville_207,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092158,FDI73_gp193,FDI73_gp193,CPT_Melville_208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092159,FDI73_gp192,FDI73_gp192,CPT_Melville_209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092160,FDI73_gp191,FDI73_gp191,CPT_Melville_210,-,-,-,rIII-like cytoplasmic antiholin,protein-coding,-,-,-,rIII-like cytoplasmic antiholin,20200910,-
2041413,40092161,FDI73_gp190,FDI73_gp190,CPT_Melville_211,-,-,-,head assembly cochaperone with GroEL,protein-coding,-,-,-,head assembly cochaperone with GroEL,20200910,-
2041413,40092162,FDI73_gp189,FDI73_gp189,CPT_Melville_212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092163,FDI73_gp188,FDI73_gp188,CPT_Melville_213,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092164,FDI73_gp187,FDI73_gp187,CPT_Melville_214,-,-,-,deoxycytidylate deaminase,protein-coding,-,-,-,deoxycytidylate deaminase,20200910,-
2041413,40092165,FDI73_gp186,FDI73_gp186,CPT_Melville_215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092166,FDI73_gp185,FDI73_gp185,CPT_Melville_216,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092167,FDI73_gp184,FDI73_gp184,CPT_Melville_217,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092168,FDI73_gp183,FDI73_gp183,CPT_Melville_218,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092169,FDI73_gp182,FDI73_gp182,CPT_Melville_219,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092170,FDI73_gp181,FDI73_gp181,CPT_Melville_220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092171,FDI73_gp180,FDI73_gp180,CPT_Melville_221,-,-,-,polynucleotide kinase,protein-coding,-,-,-,polynucleotide kinase,20200910,-
2041413,40092172,FDI73_gp179,FDI73_gp179,CPT_Melville_222,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092173,FDI73_gp178,FDI73_gp178,CPT_Melville_223,-,-,-,spanin outer membrane subunit,protein-coding,-,-,-,spanin outer membrane subunit,20200910,-
2041413,40092174,FDI73_gp177,FDI73_gp177,CPT_Melville_224,-,-,-,spanin inner membrane subunit,protein-coding,-,-,-,spanin inner membrane subunit,20200910,-
2041413,40092175,FDI73_gp176,FDI73_gp176,CPT_Melville_225,-,-,-,Alc-like inhibitor of host transcription,protein-coding,-,-,-,Alc-like inhibitor of host transcription,20200910,-
2041413,40092176,FDI73_gp175,FDI73_gp175,CPT_Melville_226,-,-,-,RnlA-like RNA ligase,protein-coding,-,-,-,RnlA-like RNA ligase,20200910,-
2041413,40092177,FDI73_gp174,FDI73_gp174,CPT_Melville_227,-,-,-,DenA-like endonuclease,protein-coding,-,-,-,DenA-like endonuclease,20200910,-
2041413,40092178,FDI73_gp173,FDI73_gp173,CPT_Melville_228,-,-,-,aerobic NDP reductase small subunit,protein-coding,-,-,-,aerobic NDP reductase small subunit,20200910,-
2041413,40092179,FDI73_gp172,FDI73_gp172,CPT_Melville_229,-,-,-,MobB-like homing endonuclease,protein-coding,-,-,-,MobB-like homing endonuclease,20200910,-
2041413,40092180,FDI73_gp171,FDI73_gp171,CPT_Melville_230,-,-,-,ribonucleoside-diphosphate reductase subunit alpha,protein-coding,-,-,-,ribonucleoside-diphosphate reductase subunit alpha,20200910,-
2041413,40092181,FDI73_gp170,FDI73_gp170,CPT_Melville_231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092182,FDI73_gp169,FDI73_gp169,CPT_Melville_232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092183,FDI73_gp168,FDI73_gp168,CPT_Melville_233,-,-,-,dTMP thymidylate synthase,protein-coding,-,-,-,dTMP thymidylate synthase,20200910,-
2041413,40092184,FDI73_gp167,FDI73_gp167,CPT_Melville_234,-,-,-,I-TevI-like homing endonuclease,protein-coding,-,-,-,I-TevI-like homing endonuclease,20200910,-
2041413,40092185,FDI73_gp166,FDI73_gp166,CPT_Melville_235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092186,FDI73_gp165,FDI73_gp165,CPT_Melville_236,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092187,FDI73_gp164,FDI73_gp164,CPT_Melville_237,-,-,-,dihydrofolate reductase,protein-coding,-,-,-,dihydrofolate reductase,20200910,-
2041413,40092188,FDI73_gp163,FDI73_gp163,CPT_Melville_238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092189,FDI73_gp162,FDI73_gp162,CPT_Melville_239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092190,FDI73_gp161,FDI73_gp161,CPT_Melville_240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092191,FDI73_gp160,FDI73_gp160,CPT_Melville_241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092192,FDI73_gp159,FDI73_gp159,CPT_Melville_242,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092193,FDI73_gp158,FDI73_gp158,CPT_Melville_243,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092194,FDI73_gp157,FDI73_gp157,CPT_Melville_244,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092195,FDI73_gp156,FDI73_gp156,CPT_Melville_245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092196,FDI73_gp155,FDI73_gp155,CPT_Melville_246,-,-,-,single-stranded DNA binding protein,protein-coding,-,-,-,single-stranded DNA binding protein,20200910,-
2041413,40092197,FDI73_gp154,FDI73_gp154,CPT_Melville_247,-,-,-,loader of DNA helicase,protein-coding,-,-,-,loader of DNA helicase,20200910,-
2041413,40092198,FDI73_gp153,FDI73_gp153,CPT_Melville_248,-,-,-,late promoter transcription accessory protein,protein-coding,-,-,-,late promoter transcription accessory protein,20201026,-
2041413,40092199,FDI73_gp152,FDI73_gp152,CPT_Melville_249,-,-,-,DsbA-like double-stranded DNA binding protein,protein-coding,-,-,-,DsbA-like double-stranded DNA binding protein,20200910,-
2041413,40092200,FDI73_gp151,FDI73_gp151,CPT_Melville_250,-,-,-,RnaseH,protein-coding,-,-,-,RnaseH,20200910,-
2041413,40092201,FDI73_gp150,FDI73_gp150,CPT_Melville_251,-,-,-,long tail fiber proximal subunit,protein-coding,-,-,-,long tail fiber proximal subunit,20200910,-
2041413,40092202,FDI73_gp149,FDI73_gp149,CPT_Melville_252,-,-,-,hinge connector of long tail fiber proximal connector,protein-coding,-,-,-,hinge connector of long tail fiber proximal connector,20200910,-
2041413,40092203,FDI73_gp148,FDI73_gp148,CPT_Melville_253,-,-,-,hinge connector of long tail fiber,protein-coding,-,-,-,hinge connector of long tail fiber,20201026,-
2041413,40092204,FDI73_gp147,FDI73_gp147,CPT_Melville_254,-,-,-,long tail fiber distal subunit,protein-coding,-,-,-,long tail fiber distal subunit,20200910,-
2041413,40092205,FDI73_gp146,FDI73_gp146,CPT_Melville_255,-,-,-,putative receptor binding protein,protein-coding,-,-,-,putative receptor binding protein,20200910,-
2041413,40092206,FDI73_gp145,FDI73_gp145,CPT_Melville_256,-,-,-,t-like holin protein,protein-coding,-,-,-,t-like holin protein,20200910,-
2041413,40092207,FDI73_gp144,FDI73_gp144,CPT_Melville_257,-,-,-,AsiA-like anti-sigma 70 protein,protein-coding,-,-,-,AsiA-like anti-sigma 70 protein,20201026,-
2041413,40092208,FDI73_gp143,FDI73_gp143,CPT_Melville_258,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092209,FDI73_gp142,FDI73_gp142,CPT_Melville_259,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092210,FDI73_gp141,FDI73_gp141,CPT_Melville_260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092211,FDI73_gp140,FDI73_gp140,CPT_Melville_261,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092212,FDI73_gp139,FDI73_gp139,CPT_Melville_262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092213,FDI73_gp138,FDI73_gp138,CPT_Melville_263,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092214,FDI73_gp137,FDI73_gp137,CPT_Melville_264,-,-,-,MotA-like activator of middle period transcription,protein-coding,-,-,-,MotA-like activator of middle period transcription,20200910,-
2041413,40092215,FDI73_gp136,FDI73_gp136,CPT_Melville_265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092216,FDI73_gp135,FDI73_gp135,CPT_Melville_266,-,-,-,DNA topoisomerase II,protein-coding,-,-,-,DNA topoisomerase II,20200910,-
2041413,40092217,FDI73_gp134,FDI73_gp134,CPT_Melville_267,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092218,FDI73_gp133,FDI73_gp133,CPT_Melville_268,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092219,FDI73_gp132,FDI73_gp132,CPT_Melville_269,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092220,FDI73_gp131,FDI73_gp131,CPT_Melville_270,-,-,-,Ndd-like nucleoid disruption protein,protein-coding,-,-,-,Ndd-like nucleoid disruption protein,20200910,-
2041413,40092221,FDI73_gp130,FDI73_gp130,CPT_Melville_271,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092222,FDI73_gp129,FDI73_gp129,CPT_Melville_272,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092223,FDI73_gp128,FDI73_gp128,CPT_Melville_273,-,-,-,DenB-like endonuclease,protein-coding,-,-,-,DenB-like endonuclease,20200910,-
2041413,40092224,FDI73_gp127,FDI73_gp127,CPT_Melville_274,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2041413,40092225,FDI73_gp126,FDI73_gp126,CPT_Melville_275,-,-,-,rIIb-like protector from prophage-induced early lysis,protein-coding,-,-,-,rIIb-like protector from prophage-induced early lysis,20200910,-
2041413,40120498,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200513,-
