#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1138383,11933450,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Mycobacterium intracellulare genotype INT-1.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1138383,45452912,OCQ_RS03095,OCQ_RS03095,OCQ_06280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452913,OCQ_RS03100,OCQ_RS03100,OCQ_06290,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210327,-
1138383,45452914,OCQ_RS03105,OCQ_RS03105,OCQ_06300,-,-,-,DUF429 domain-containing protein,protein-coding,-,-,-,DUF429 domain-containing protein,20210129,-
1138383,45452915,OCQ_RS03110,OCQ_RS03110,OCQ_06310,-,-,-,adenylosuccinate lyase,protein-coding,-,-,-,adenylosuccinate lyase,20210201,-
1138383,45452916,OCQ_RS03115,OCQ_RS03115,OCQ_06320,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210201,-
1138383,45452917,OCQ_RS03120,OCQ_RS03120,OCQ_06330,-,-,-,tellurite resistance/C4-dicarboxylate transporter family protein,protein-coding,-,-,-,tellurite resistance/C4-dicarboxylate transporter family protein,20210201,-
1138383,45452918,OCQ_RS03125,OCQ_RS03125,OCQ_06340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452919,OCQ_RS03130,OCQ_RS03130,OCQ_06350,-,-,-,phosphoribosylaminoimidazolesuccinocarboxamide synthase,protein-coding,-,-,-,phosphoribosylaminoimidazolesuccinocarboxamide synthase,20210201,-
1138383,45452920,OCQ_RS03135,OCQ_RS03135,OCQ_06360,-,-,-,S9 family peptidase,protein-coding,-,-,-,S9 family peptidase,20210201,-
1138383,45452921,OCQ_RS03140,OCQ_RS03140,OCQ_06370,-,-,-,DHA2 family efflux MFS transporter permease subunit,protein-coding,-,-,-,DHA2 family efflux MFS transporter permease subunit,20210201,-
1138383,45452922,OCQ_RS03145,OCQ_RS03145,OCQ_06380,-,-,-,DHA2 family efflux MFS transporter permease subunit,protein-coding,-,-,-,DHA2 family efflux MFS transporter permease subunit,20210201,-
1138383,45452923,OCQ_RS03150,OCQ_RS03150,OCQ_06390,-,-,-,DUF2334 domain-containing protein,protein-coding,-,-,-,DUF2334 domain-containing protein,20210129,-
1138383,45452924,OCQ_RS03155,OCQ_RS03155,OCQ_06400,-,-,-,FAD-binding dehydrogenase,protein-coding,-,-,-,FAD-binding dehydrogenase,20210201,-
1138383,45452925,OCQ_RS03160,OCQ_RS03160,OCQ_06410,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210201,-
1138383,45452926,OCQ_RS03165,OCQ_RS03165,OCQ_06420,-,-,-,ATPase,protein-coding,-,-,-,ATPase,20210128,-
1138383,45452927,purS,OCQ_RS03170,OCQ_06430,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurS,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurS,20210201,-
1138383,45452928,purQ,OCQ_RS03175,OCQ_06440,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurQ,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurQ,20210201,-
1138383,45452929,OCQ_RS03180,OCQ_RS03180,OCQ_06450,-,-,-,wax ester/triacylglycerol synthase family O-acyltransferase,protein-coding,-,-,-,wax ester/triacylglycerol synthase family O-acyltransferase,20210406,-
1138383,45452930,OCQ_RS03185,OCQ_RS03185,OCQ_06460,-,-,-,acyltransferase family protein,protein-coding,-,-,-,acyltransferase family protein,20210201,-
1138383,45452931,OCQ_RS03190,OCQ_RS03190,OCQ_06470,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20210129,-
1138383,45452932,OCQ_RS03195,OCQ_RS03195,OCQ_06480,-,-,-,YbjN domain-containing protein,protein-coding,-,-,-,YbjN domain-containing protein,20210201,-
1138383,45452933,OCQ_RS03200,OCQ_RS03200,OCQ_06490,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210201,-
1138383,45452934,OCQ_RS03205,OCQ_RS03205,OCQ_06500,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210201,-
1138383,45452935,OCQ_RS03210,OCQ_RS03210,OCQ_06510,-,-,-,haloacid dehalogenase type II,protein-coding,-,-,-,haloacid dehalogenase type II,20210201,-
1138383,45452936,OCQ_RS03215,OCQ_RS03215,OCQ_06520,-,-,-,DUF1211 domain-containing protein,protein-coding,-,-,-,DUF1211 domain-containing protein,20210129,-
1138383,45452937,OCQ_RS03220,OCQ_RS03220,OCQ_06530,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210417,-
1138383,45452938,OCQ_RS03225,OCQ_RS03225,OCQ_06540,-,-,-,DUF427 domain-containing protein,protein-coding,-,-,-,DUF427 domain-containing protein,20210201,-
1138383,45452939,OCQ_RS03230,OCQ_RS03230,OCQ_06550,-,-,-,zinc-binding dehydrogenase,protein-coding,-,-,-,zinc-binding dehydrogenase,20210201,-
1138383,45452940,OCQ_RS03235,OCQ_RS03235,OCQ_06560,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45452941,OCQ_RS03240,OCQ_RS03240,OCQ_06570,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210201,-
1138383,45452942,OCQ_RS03245,OCQ_RS03245,OCQ_06580,-,-,-,MOSC domain-containing protein,protein-coding,-,-,-,MOSC domain-containing protein,20210201,-
1138383,45452943,OCQ_RS03250,OCQ_RS03250,OCQ_06590,-,-,-,encapsulin,protein-coding,-,-,-,encapsulin,20210201,-
1138383,45452944,OCQ_RS03255,OCQ_RS03255,OCQ_06600,-,-,-,Dyp-type peroxidase,protein-coding,-,-,-,Dyp-type peroxidase,20210201,-
1138383,45452945,OCQ_RS03260,OCQ_RS03260,OCQ_06610,-,-,-,M18 family aminopeptidase,protein-coding,-,-,-,M18 family aminopeptidase,20210129,-
1138383,45452946,OCQ_RS03265,OCQ_RS03265,OCQ_06620,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210129,-
1138383,45452947,OCQ_RS03270,OCQ_RS03270,OCQ_06630,-,-,-,phosphotransferase,protein-coding,-,-,-,phosphotransferase,20210201,-
1138383,45452948,OCQ_RS03275,OCQ_RS03275,OCQ_06640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452949,purL,OCQ_RS03280,OCQ_06650,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurL,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase subunit PurL,20210403,-
1138383,45452950,OCQ_RS03285,OCQ_RS03285,OCQ_06660,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20210522,-
1138383,45452951,OCQ_RS03290,OCQ_RS03290,OCQ_06670,-,-,-,MCE family protein,protein-coding,-,-,-,MCE family protein,20210201,-
1138383,45452952,OCQ_RS03295,OCQ_RS03295,OCQ_06680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452953,OCQ_RS03300,OCQ_RS03300,OCQ_06690,-,-,-,amidophosphoribosyltransferase,protein-coding,-,-,-,amidophosphoribosyltransferase,20210201,-
1138383,45452954,OCQ_RS03305,OCQ_RS03305,OCQ_06700,-,-,-,phosphoribosylformylglycinamidine cyclo-ligase,protein-coding,-,-,-,phosphoribosylformylglycinamidine cyclo-ligase,20210201,-
1138383,45452955,OCQ_RS03310,OCQ_RS03310,OCQ_06710,-,-,-,DUF3073 domain-containing protein,protein-coding,-,-,-,DUF3073 domain-containing protein,20210201,-
1138383,45452956,OCQ_RS03315,OCQ_RS03315,OCQ_06720,-,-,-,folate-binding protein YgfZ,protein-coding,-,-,-,folate-binding protein YgfZ,20210201,-
1138383,45452957,OCQ_RS03320,OCQ_RS03320,OCQ_06730,-,-,-,aminodeoxychorismate lyase,protein-coding,-,-,-,aminodeoxychorismate lyase,20210129,-
1138383,45452958,OCQ_RS03325,OCQ_RS03325,OCQ_06740,-,-,-,FABP family protein,protein-coding,-,-,-,FABP family protein,20210201,-
1138383,45452959,OCQ_RS03335,OCQ_RS03335,OCQ_06750,-,-,-,DUF1416 domain-containing protein,protein-coding,-,-,-,DUF1416 domain-containing protein,20210201,-
1138383,45452960,OCQ_RS03340,OCQ_RS03340,OCQ_06760,-,-,-,sulfurtransferase,protein-coding,-,-,-,sulfurtransferase,20210201,-
1138383,45452961,OCQ_RS03345,OCQ_RS03345,OCQ_06770,-,-,-,DUF4395 domain-containing protein,protein-coding,-,-,-,DUF4395 domain-containing protein,20210201,-
1138383,45452962,OCQ_RS03350,OCQ_RS03350,OCQ_06780,-,-,-,thioredoxin fold domain-containing protein,protein-coding,-,-,-,thioredoxin fold domain-containing protein,20210522,-
1138383,45452963,lmeA,OCQ_RS03355,OCQ_06790,-,-,-,mannan chain length control protein LmeA,protein-coding,-,-,-,mannan chain length control protein LmeA,20210201,-
1138383,45452964,OCQ_RS03360,OCQ_RS03360,OCQ_06800,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210201,-
1138383,45452965,mshD,OCQ_RS03365,OCQ_06810,-,-,-,mycothiol synthase,protein-coding,-,-,-,mycothiol synthase,20210201,-
1138383,45452966,pstS,OCQ_RS03370,OCQ_06820,-,-,-,phosphate ABC transporter substrate-binding protein PstS,protein-coding,-,-,-,phosphate ABC transporter substrate-binding protein PstS,20210129,-
1138383,45452967,pstC,OCQ_RS03375,OCQ_06830,-,-,-,phosphate ABC transporter permease subunit PstC,protein-coding,-,-,-,phosphate ABC transporter permease subunit PstC,20210201,-
1138383,45452968,pstA,OCQ_RS03380,OCQ_06840,-,-,-,phosphate ABC transporter permease PstA,protein-coding,-,-,-,phosphate ABC transporter permease PstA,20210201,-
1138383,45452969,OCQ_RS03385,OCQ_RS03385,OCQ_06850,-,-,-,phosphate ABC transporter ATP-binding protein,protein-coding,-,-,-,phosphate ABC transporter ATP-binding protein,20210201,-
1138383,45452970,phoU,OCQ_RS03390,OCQ_06860,-,-,-,phosphate signaling complex protein PhoU,protein-coding,-,-,-,phosphate signaling complex protein PhoU,20210201,-
1138383,45452971,OCQ_RS03395,OCQ_RS03395,OCQ_06870,-,-,-,LCP family protein,protein-coding,-,-,-,LCP family protein,20210201,-
1138383,45452972,dusB,OCQ_RS03400,OCQ_06890,-,-,-,tRNA dihydrouridine synthase DusB,protein-coding,-,-,-,tRNA dihydrouridine synthase DusB,20210201,-
1138383,45452973,OCQ_RS03405,OCQ_RS03405,OCQ_06900,-,-,-,acyl-ACP desaturase,protein-coding,-,-,-,acyl-ACP desaturase,20210201,-
1138383,45452974,OCQ_RS03410,OCQ_RS03410,OCQ_06910,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45452975,OCQ_RS03415,OCQ_RS03415,OCQ_06920,-,-,-,DUF2236 domain-containing protein,protein-coding,-,-,-,DUF2236 domain-containing protein,20210201,-
1138383,45452976,OCQ_RS03425,OCQ_RS03425,OCQ_06940,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210201,-
1138383,45452977,OCQ_RS03430,OCQ_RS03430,OCQ_06950,-,-,-,nucleoside deaminase,protein-coding,-,-,-,nucleoside deaminase,20210201,-
1138383,45452978,OCQ_RS03435,OCQ_RS03435,OCQ_06960,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
1138383,45452979,OCQ_RS03440,OCQ_RS03440,OCQ_t00120,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45452980,OCQ_RS03445,OCQ_RS03445,OCQ_t00130,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45452981,OCQ_RS03450,OCQ_RS03450,OCQ_t00140,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45452982,OCQ_RS03455,OCQ_RS03455,OCQ_t00150,-,-,-,tRNA,tRNA,-,-,-,-,20210128,-
1138383,45452983,OCQ_RS03460,OCQ_RS03460,OCQ_06970,-,-,-,site-specific integrase,protein-coding,-,-,-,site-specific integrase,20210129,-
1138383,45452985,OCQ_RS03470,OCQ_RS03470,OCQ_06980,-,-,-,cell division protein FtsK,protein-coding,-,-,-,cell division protein FtsK,20210201,-
1138383,45452986,OCQ_RS03475,OCQ_RS03475,OCQ_06990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45452987,OCQ_RS03480,OCQ_RS03480,OCQ_07000,-,-,-,GntR family transcriptional regulator,protein-coding,-,-,-,GntR family transcriptional regulator,20210129,-
1138383,45452988,OCQ_RS03485,OCQ_RS03485,OCQ_07010,-,-,-,NUDIX hydrolase,protein-coding,-,-,-,NUDIX hydrolase,20210201,-
1138383,45452989,OCQ_RS03490,OCQ_RS03490,OCQ_07020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210128,-
1138383,45452990,OCQ_RS03495,OCQ_RS03495,OCQ_07030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210128,-
1138383,45452991,OCQ_RS03500,OCQ_RS03500,-,-,-,-,pseudo,pseudo,-,-,-,-,20210128,-
1138383,45452992,OCQ_RS03505,OCQ_RS03505,OCQ_07050,-,-,-,putative DNA binding domain-containing protein,protein-coding,-,-,-,putative DNA binding domain-containing protein,20210129,-
1138383,45452993,OCQ_RS03510,OCQ_RS03510,OCQ_07060,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210129,-
1138383,45452994,OCQ_RS03515,OCQ_RS03515,OCQ_07070,-,-,-,DUF1156 domain-containing protein,protein-coding,-,-,-,DUF1156 domain-containing protein,20210201,-
1138383,45452995,OCQ_RS03520,OCQ_RS03520,OCQ_07080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210128,-
1138383,45452996,OCQ_RS03525,OCQ_RS03525,OCQ_07090,-,-,-,DEAD/DEAH box helicase family protein,protein-coding,-,-,-,DEAD/DEAH box helicase family protein,20210201,-
1138383,45452997,OCQ_RS03530,OCQ_RS03530,OCQ_07100,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20210129,-
1138383,45452998,OCQ_RS03535,OCQ_RS03535,OCQ_07110,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210201,-
1138383,45452999,OCQ_RS03540,OCQ_RS03540,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210128,-
1138383,45453000,OCQ_RS03545,OCQ_RS03545,OCQ_07120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210128,-
1138383,45453001,OCQ_RS03550,OCQ_RS03550,OCQ_07140,-,-,-,mycofactocin-coupled SDR family oxidoreductase,protein-coding,-,-,-,mycofactocin-coupled SDR family oxidoreductase,20210201,-
1138383,45453002,OCQ_RS03555,OCQ_RS03555,OCQ_07150,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210129,-
1138383,45453003,OCQ_RS03560,OCQ_RS03560,OCQ_07160,-,-,-,ferredoxin,protein-coding,-,-,-,ferredoxin,20210129,-
1138383,45453004,OCQ_RS03565,OCQ_RS03565,OCQ_07170,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210201,-
1138383,45453005,OCQ_RS03570,OCQ_RS03570,OCQ_07180,-,-,-,PLP-dependent aminotransferase family protein,protein-coding,-,-,-,PLP-dependent aminotransferase family protein,20210129,-
1138383,45453006,OCQ_RS03575,OCQ_RS03575,OCQ_07190,-,-,-,SAM-dependent methyltransferase,protein-coding,-,-,-,SAM-dependent methyltransferase,20210406,-
1138383,45453007,OCQ_RS03580,OCQ_RS03580,OCQ_07200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45453008,OCQ_RS03585,OCQ_RS03585,OCQ_07210,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210201,-
1138383,45453009,OCQ_RS03590,OCQ_RS03590,OCQ_07220,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20210201,-
1138383,45453010,OCQ_RS03595,OCQ_RS03595,OCQ_07230,-,-,-,methylmalonyl-CoA mutase,protein-coding,-,-,-,methylmalonyl-CoA mutase,20210201,-
1138383,45453011,OCQ_RS03600,OCQ_RS03600,OCQ_07240,-,-,-,cobalamin B12-binding domain-containing protein,protein-coding,-,-,-,cobalamin B12-binding domain-containing protein,20210201,-
1138383,45453012,OCQ_RS03605,OCQ_RS03605,OCQ_07250,-,-,-,LLM class F420-dependent oxidoreductase,protein-coding,-,-,-,LLM class F420-dependent oxidoreductase,20210129,-
1138383,45453013,OCQ_RS03610,OCQ_RS03610,OCQ_07260,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20210201,-
1138383,45453014,OCQ_RS03615,OCQ_RS03615,OCQ_07270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
1138383,45453015,OCQ_RS03620,OCQ_RS03620,OCQ_07280,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210201,-
1138383,45453016,OCQ_RS03625,OCQ_RS03625,OCQ_07300,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20210201,-
1138383,45453017,OCQ_RS03630,OCQ_RS03630,OCQ_07310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45453018,OCQ_RS03635,OCQ_RS03635,OCQ_07320,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,protein-coding,-,-,-,2Fe-2S iron-sulfur cluster binding domain-containing protein,20210201,-
1138383,45453019,OCQ_RS03640,OCQ_RS03640,OCQ_07330,-,-,-,acyl--CoA ligase,protein-coding,-,-,-,acyl--CoA ligase,20210201,-
1138383,45453020,OCQ_RS03645,OCQ_RS03645,OCQ_07340,-,-,-,acyl-CoA dehydrogenase,protein-coding,-,-,-,acyl-CoA dehydrogenase,20210201,-
1138383,45453021,OCQ_RS03650,OCQ_RS03650,OCQ_07350,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45453022,OCQ_RS03655,OCQ_RS03655,OCQ_07360,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20210201,-
1138383,45453023,OCQ_RS03660,OCQ_RS03660,OCQ_07370,-,-,-,proline iminopeptidase-family hydrolase,protein-coding,-,-,-,proline iminopeptidase-family hydrolase,20210201,-
1138383,45453024,OCQ_RS03665,OCQ_RS03665,OCQ_07380,-,-,-,phenolic acid decarboxylase,protein-coding,-,-,-,phenolic acid decarboxylase,20210201,-
1138383,45453025,OCQ_RS03670,OCQ_RS03670,OCQ_07390,-,-,-,thiolase family protein,protein-coding,-,-,-,thiolase family protein,20210201,-
1138383,45453026,meaB,OCQ_RS03675,OCQ_07400,-,-,-,methylmalonyl Co-A mutase-associated GTPase MeaB,protein-coding,-,-,-,methylmalonyl Co-A mutase-associated GTPase MeaB,20210201,-
1138383,45453027,OCQ_RS03680,OCQ_RS03680,OCQ_07410,-,-,-,dehydrogenase,protein-coding,-,-,-,dehydrogenase,20210201,-
1138383,45453028,OCQ_RS03685,OCQ_RS03685,OCQ_07420,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210201,-
1138383,45453029,OCQ_RS03690,OCQ_RS03690,OCQ_07430,-,-,-,histidine kinase,protein-coding,-,-,-,histidine kinase,20210201,-
1138383,45453030,OCQ_RS03695,OCQ_RS03695,OCQ_07440,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210201,-
1138383,45453031,OCQ_RS03700,OCQ_RS03700,OCQ_07460,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210201,-
1138383,45453032,OCQ_RS03705,OCQ_RS03705,OCQ_07470,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210201,-
1138383,45453033,OCQ_RS03710,OCQ_RS03710,OCQ_07480,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210201,-
1138383,45453034,OCQ_RS03715,OCQ_RS03715,OCQ_07490,-,-,-,bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase,protein-coding,-,-,-,bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase,20210201,-
1138383,45453035,OCQ_RS03720,OCQ_RS03720,OCQ_07500,-,-,-,"3-carboxyethylcatechol 2,3-dioxygenase",protein-coding,-,-,-,"3-carboxyethylcatechol 2,3-dioxygenase",20210129,-
1138383,45453036,OCQ_RS03725,OCQ_RS03725,OCQ_07510,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210201,-
1138383,45453037,OCQ_RS03730,OCQ_RS03730,OCQ_07520,-,-,-,LLM class flavin-dependent oxidoreductase,protein-coding,-,-,-,LLM class flavin-dependent oxidoreductase,20210201,-
1138383,45453038,OCQ_RS03735,OCQ_RS03735,OCQ_07530,-,-,-,coniferyl-alcohol dehydrogenase,protein-coding,-,-,-,coniferyl-alcohol dehydrogenase,20210129,-
1138383,45453039,OCQ_RS03740,OCQ_RS03740,OCQ_07540,-,-,-,cyclase family protein,protein-coding,-,-,-,cyclase family protein,20210201,-
1138383,45453040,OCQ_RS03745,OCQ_RS03745,OCQ_07550,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210129,-
1138383,45453041,OCQ_RS03750,OCQ_RS03750,OCQ_07560,-,-,-,multicopper oxidase family protein,protein-coding,-,-,-,multicopper oxidase family protein,20210129,-
1138383,45453042,OCQ_RS03755,OCQ_RS03755,OCQ_07570,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210201,-
1138383,45453043,OCQ_RS03760,OCQ_RS03760,OCQ_07580,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210201,-
1138383,45453044,OCQ_RS03765,OCQ_RS03765,OCQ_07590,-,-,-,LuxR family transcriptional regulator,protein-coding,-,-,-,LuxR family transcriptional regulator,20210129,-
1138383,45453045,OCQ_RS03770,OCQ_RS03770,OCQ_07600,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210201,-
1138383,45453046,OCQ_RS03775,OCQ_RS03775,OCQ_07610,-,-,-,sugar transferase,protein-coding,-,-,-,sugar transferase,20210201,-
1138383,45453047,OCQ_RS03780,OCQ_RS03780,OCQ_07620,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45453048,OCQ_RS03785,OCQ_RS03785,OCQ_07630,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210201,-
1138383,45453049,OCQ_RS03790,OCQ_RS03790,OCQ_07640,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210201,-
1138383,45453050,OCQ_RS03795,OCQ_RS03795,OCQ_07650,-,-,-,TetR family transcriptional regulator,protein-coding,-,-,-,TetR family transcriptional regulator,20210201,-
1138383,45453051,OCQ_RS03800,OCQ_RS03800,OCQ_07660,-,-,-,ferredoxin,protein-coding,-,-,-,ferredoxin,20210201,-
1138383,45453052,OCQ_RS03805,OCQ_RS03805,OCQ_07670,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210201,-
1138383,45453053,OCQ_RS03810,OCQ_RS03810,OCQ_07680,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20210424,-
1138383,45453054,OCQ_RS03815,OCQ_RS03815,OCQ_07690,-,-,-,aminopeptidase P family protein,protein-coding,-,-,-,aminopeptidase P family protein,20210201,-
1138383,45453055,OCQ_RS03820,OCQ_RS03820,OCQ_07700,-,-,-,aminopeptidase P family protein,protein-coding,-,-,-,aminopeptidase P family protein,20210201,-
1138383,45453056,OCQ_RS03825,OCQ_RS03825,OCQ_07710,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20210201,-
1138383,45453057,OCQ_RS03830,OCQ_RS03830,OCQ_07720,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20210201,-
1138383,45453058,OCQ_RS03835,OCQ_RS03835,OCQ_07730,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210201,-
1138383,45453059,OCQ_RS03840,OCQ_RS03840,OCQ_07740,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210129,-
1138383,45453060,OCQ_RS03845,OCQ_RS03845,OCQ_07750,-,-,-,mycofactocin-coupled SDR family oxidoreductase,protein-coding,-,-,-,mycofactocin-coupled SDR family oxidoreductase,20210201,-
1138383,45453061,OCQ_RS03850,OCQ_RS03850,OCQ_07760,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210201,-
1138383,45453062,OCQ_RS03855,OCQ_RS03855,OCQ_07770,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45453063,OCQ_RS03860,OCQ_RS03860,OCQ_07780,-,-,-,DUF4190 domain-containing protein,protein-coding,-,-,-,DUF4190 domain-containing protein,20210201,-
1138383,45453064,OCQ_RS03865,OCQ_RS03865,OCQ_07790,-,-,-,acyl-CoA dehydrogenase,protein-coding,-,-,-,acyl-CoA dehydrogenase,20210129,-
1138383,45453065,OCQ_RS03870,OCQ_RS03870,OCQ_07800,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210201,-
1138383,45453066,OCQ_RS03875,OCQ_RS03875,OCQ_07810,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210201,-
1138383,45453067,OCQ_RS03880,OCQ_RS03880,OCQ_07820,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20210201,-
1138383,45453068,OCQ_RS03885,OCQ_RS03885,OCQ_07830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210201,-
1138383,45453069,OCQ_RS03890,OCQ_RS03890,OCQ_07840,-,-,-,aromatic ring-hydroxylating dioxygenase subunit alpha,protein-coding,-,-,-,aromatic ring-hydroxylating dioxygenase subunit alpha,20210201,-
1138383,45453070,OCQ_RS03895,OCQ_RS03895,OCQ_07850,-,-,-,carboxymuconolactone decarboxylase family protein,protein-coding,-,-,-,carboxymuconolactone decarboxylase family protein,20210201,-
